,index,shared,sample1,species_id
0,A_A8_A11_AF_AA_mGAM_mBHI_2_S8,2258,A_A8_A11_AF_AA_mGAM_mBHI_2_S8,101294
1,A_C1_C2_AA_AE_mBHI_mBHI_2_S25,1,A_A8_A11_AF_AA_mGAM_mBHI_2_S8,101294
2,A_C3_C4_AE_AE_mBHI_mBHI_2_S27,2,A_A8_A11_AF_AA_mGAM_mBHI_2_S8,101294
3,A_C4_C5_AF_AE_mBHI_mBHI_2_S28,448,A_A8_A11_AF_AA_mGAM_mBHI_2_S8,101294
4,A_C8_C11_AF_AE_mGAM_mBHI_2_S32,517,A_A8_A11_AF_AA_mGAM_mBHI_2_S8,101294
5,A_C11_C4_AE_AE_mBHI_mBHI_4_S35,1,A_A8_A11_AF_AA_mGAM_mBHI_2_S8,101294
6,A_D5_D8_AA_AF_mGAM_mBHI_2_S41,2128,A_A8_A11_AF_AA_mGAM_mBHI_2_S8,101294
7,A_D8_D11_AF_AF_mGAM_mBHI_2_S44,659,A_A8_A11_AF_AA_mGAM_mBHI_2_S8,101294
8,A_E3_A4_AE_AA_mBHI_mGAM_2_S51,1,A_A8_A11_AF_AA_mGAM_mBHI_2_S8,101294
9,A_E4_A5_AF_AA_mBHI_mGAM_2_S52,649,A_A8_A11_AF_AA_mGAM_mBHI_2_S8,101294
10,A_E5_A8_AA_AA_mGAM_mGAM_2_S53,1908,A_A8_A11_AF_AA_mGAM_mBHI_2_S8,101294
11,A_E8_A11_AF_AA_mGAM_mGAM_2_S56,717,A_A8_A11_AF_AA_mGAM_mBHI_2_S8,101294
12,A_E10_A3_ACPP_AA_mBHI_mGAM_4_S58,1,A_A8_A11_AF_AA_mGAM_mBHI_2_S8,101294
13,A_E11_A4_AE_AA_mBHI_mGAM_4_S59,1,A_A8_A11_AF_AA_mGAM_mBHI_2_S8,101294
14,A_E12_A5_AF_AA_mBHI_mGAM_4_S60,652,A_A8_A11_AF_AA_mGAM_mBHI_2_S8,101294
15,A_G1_C2_AA_AE_mBHI_mGAM_2_S73,1,A_A8_A11_AF_AA_mGAM_mBHI_2_S8,101294
16,A_G3_C4_AE_AE_mBHI_mGAM_2_S75,1,A_A8_A11_AF_AA_mGAM_mBHI_2_S8,101294
17,A_G4_C5_AF_AE_mBHI_mGAM_2_S76,613,A_A8_A11_AF_AA_mGAM_mBHI_2_S8,101294
18,A_G5_C8_AA_AE_mGAM_mGAM_2_S77,1,A_A8_A11_AF_AA_mGAM_mBHI_2_S8,101294
19,A_G8_C11_AF_AE_mGAM_mGAM_2_S80,643,A_A8_A11_AF_AA_mGAM_mBHI_2_S8,101294
20,A_G9_C2_AA_AE_mBHI_mGAM_4_S81,1,A_A8_A11_AF_AA_mGAM_mBHI_2_S8,101294
21,A_G10_C3_ACPP_AE_mBHI_mGAM_4_S82,3,A_A8_A11_AF_AA_mGAM_mBHI_2_S8,101294
22,A_H1_D2_AA_AF_mBHI_mGAM_2_S85,664,A_A8_A11_AF_AA_mGAM_mBHI_2_S8,101294
