,0
B2-e003Coalescence-mBHI-p3,54.0
A8-e003Coalescence-mBHI-p3,50.0
A4-e003Coalescence-mBHI-p7,46.0
B4-e003Coalescence-mBHI-p5,4.0
A4-e003Coalescence-mBHI-inoculumn-redo,99.0
B3-e003Coalescence-mBHI-p3,125.0
D4-e003Coalescence-mBHI-p5,7.0
C2-e003Coalescence-mBHI-p5,28.0
D4-e003Coalescence-mBHI-p3,7.0
B2-e003Assembly-mBHI-p5,14.0
B2-e003Coalescence-mBHI-p5,42.0
C4-e003Coalescence-mGAM-p7,4.0
B4-e003Assembly-mBHI-p5,13.0
D3-e003Coalescence-Inoculumn-mBHI,5.0
C3-e003Coalescence-mBHI-p7,47.0
B8-e003Coalescence-mBHI-p5,22.0
C2-e003Coalescence-mGAM-p7,14.0
D3-e003Coalescence-mBHI-p5,5.0
C4-e003Coalescence-mBHI-inoculumn-redo,21.0
D2-e003Coalescence-mBHI-p5,23.0
B5-e003Coalescence-mBHI-p5,6.0
A10-e003Coalescence-mBHI-p3,4.0
C2-e003Coalescence-mBHI-p3,77.0
D4-e003Coalescence-mBHI-p7,18.0
C5-e003Coalescence-mBHI-p3,6.0
C8-e003Coalescence-mBHI-p7,15.0
D4-e003Coalescence-mGAM-p5,4.0
B5-e003Coalescence-Inoculumn-mBHI,4.0
D8-e003Coalescence-mBHI-p5,14.0
B5-e003Coalescence-mBHI-p3,14.0
C4-e003Coalescence-mGAM-p5,3.0
C5-e003Coalescence-mBHI-inoculumn-redo,51.0
A2-e003Coalescence-mBHI-p7,20.0
A10-e003Coalescence-mBHI-p5,11.0
D2-e003Coalescence-mBHI-p7,4.0
D5-e003Coalescence-mBHI-p5,4.0
A8-e003Coalescence-mBHI-p7,54.0
C4-e003Coalescence-mGAM-p3,4.0
C5-e003Coalescence-mBHI-p5,35.0
C5-e003Coalescence-mGAM-p3,4.0
A3-e003Coalescence-mBHI-inoculumn-redo,13.0
A11-e003Coalescence-mBHI-p7,5.0
A9-e003Coalescence-mBHI-p3,61.0
A2-e003Coalescence-Inoculumn-mBHI,101.0
D3-e003Coalescence-mBHI-p7,29.0
C3-e003Coalescence-mBHI-p5,22.0
D2-e003Assembly-mBHI-p3,20.0
B3-e003Assembly-mBHI-p5,10.0
A9-e003Coalescence-mBHI-p5,10.0
B4-e003Assembly-mBHI-p3,7.0
B3-e003Coalescence-Inoculumn-mBHI,4.0
A8-e003Coalescence-mBHI-p5,22.0
C2-e003Assembly-mBHI-p5,13.0
A5-e003Coalescence-mBHI-p7,65.0
D2-e003Coalescence-mGAM-p5,3.0
A5-e003Coalescence-mBHI-inoculumn-redo,27.0
D2-e003Assembly-mBHI-p5,13.0
B5-e003Coalescence-mBHI-p7,12.0
D4-e003Coalescence-Inoculumn-mBHI,67.0
A4-e003Coalescence-mBHI-p5,66.0
B3-e003Coalescence-mBHI-p7,10.0
A10-e003Coalescence-mBHI-p7,14.0
A9-e003Coalescence-mBHI-p7,34.0
D2-e003Coalescence-Inoculumn-mBHI,27.0
B2-e003Assembly-mBHI-p3,14.0
D4-e003Coalescence-mGAM-p3,4.0
C3-e003Coalescence-mGAM-p7,4.0
B3-e003Coalescence-mGAM-p5,3.0
C5-e003Coalescence-mBHI-p7,37.0
A2-e003Coalescence-mBHI-p3,35.0
B8-e003Coalescence-mGAM-p5,3.0
B3-e003Coalescence-mBHI-p5,26.0
C2-e003Coalescence-mBHI-inoculumn-redo,62.0
B2-e003Coalescence-Inoculumn-mBHI,26.0
A11-e003Coalescence-mBHI-p5,7.0
A3-e003Coalescence-mBHI-p3,49.0
A2-e003Coalescence-mBHI-p5,43.0
C3-e003Coalescence-mBHI-inoculumn-redo,51.0
A5-e003Coalescence-mBHI-p3,10.0
A4-e003Coalescence-mBHI-p3,32.0
A2-e003Coalescence-mBHI-inoculumn-redo,107.0
C2-e003Coalescence-mGAM-p5,4.0
C8-e003Coalescence-mBHI-p5,55.0
B8-e003Coalescence-mGAM-p7,3.0
B4-e003Coalescence-Inoculumn-mBHI,53.0
B8-e003Coalescence-mBHI-p7,5.0
C4-e003Coalescence-mBHI-p5,93.0
A11-e003Coalescence-mBHI-p3,30.0
B2-e003Coalescence-mBHI-p7,5.0
B4-e003Coalescence-mBHI-p3,13.0
A5-e003Coalescence-Inoculumn-mBHI,15.0
C2-e003Coalescence-mBHI-p7,5.0
A9-e003Coalescence-mGAM-p5,4.0
D2-e003Coalescence-mBHI-p3,55.0
H5-e003Coalescence-mBHI-p5_S40,14.0
G5-e003Coalescence-mBHI-p7_S124,30.0
H4-e003Coalescence-mGAM-p7_S183,3.0
F8-e003Coalescence-mBHI-p3_S117,13.0
H3-e003Coalescence-mBHI-p3_S46,13.0
