,sample,diversity
0,B2-e003Coalescence-mBHI-p3,0.00015877045120280502
1,A8-e003Coalescence-mBHI-p3,1.4323596788840581e-05
2,A4-e003Coalescence-mBHI-p7,0.00047043036300117467
3,A4-e003Coalescence-mBHI-inoculumn-redo,0.01164628810633115
4,B3-e003Coalescence-mBHI-p3,1.0467945722749797e-05
5,D4-e003Coalescence-mBHI-p5,1.5132068567529608e-05
6,C2-e003Coalescence-mBHI-p5,0.00029475952135662347
7,D4-e003Coalescence-mBHI-p3,2.659475445063216e-05
8,B2-e003Assembly-mBHI-p5,4.998133050301799e-05
9,B2-e003Coalescence-mBHI-p5,0.00027189956068256297
10,B4-e003Assembly-mBHI-p5,1.8172328188208785e-05
11,D3-e003Coalescence-Inoculumn-mBHI,3.841504640537606e-05
12,C3-e003Coalescence-mBHI-p7,2.7673392891564197e-05
13,B8-e003Coalescence-mBHI-p5,5.2999379425448185e-05
14,C2-e003Coalescence-mGAM-p7,2.678364174200806e-05
15,D3-e003Coalescence-mBHI-p5,0.000545841447423772
16,C4-e003Coalescence-mBHI-inoculumn-redo,2.88859275463908e-05
17,D2-e003Coalescence-mBHI-p5,2.022406336102746e-05
18,B5-e003Coalescence-mBHI-p5,0.000546221818918657
19,C2-e003Coalescence-mBHI-p3,9.497523995494375e-06
20,D4-e003Coalescence-mBHI-p7,2.3516615958963505e-05
21,C5-e003Coalescence-mBHI-p3,2.851955015162894e-05
22,C8-e003Coalescence-mBHI-p7,4.361741517382025e-05
23,D8-e003Coalescence-mBHI-p5,4.9594170899529154e-05
24,B5-e003Coalescence-mBHI-p3,4.979821762219487e-05
25,C5-e003Coalescence-mBHI-inoculumn-redo,9.541402051783097e-06
26,A2-e003Coalescence-mBHI-p7,2.4100218347978234e-05
27,A10-e003Coalescence-mBHI-p5,3.647564237659074e-05
28,A8-e003Coalescence-mBHI-p7,1.2442977661983641e-05
29,C5-e003Coalescence-mBHI-p5,2.1952953865390214e-05
30,A3-e003Coalescence-mBHI-inoculumn-redo,0.0003459835004756027
31,A11-e003Coalescence-mBHI-p7,1.0489602181837254e-05
32,A9-e003Coalescence-mBHI-p3,1.3311907501259878e-05
33,A2-e003Coalescence-Inoculumn-mBHI,4.751659279420374e-06
34,D3-e003Coalescence-mBHI-p7,2.685094083778771e-05
35,C3-e003Coalescence-mBHI-p5,0.0007360769219652483
36,D2-e003Assembly-mBHI-p3,2.7044047025734344e-05
37,B3-e003Assembly-mBHI-p5,1.5765360979470347e-05
38,A9-e003Coalescence-mBHI-p5,4.8077025805610694e-05
39,B4-e003Assembly-mBHI-p3,2.6900826563291983e-05
40,A8-e003Coalescence-mBHI-p5,2.2138097451904982e-05
41,C2-e003Assembly-mBHI-p5,3.0359855365649037e-05
42,A5-e003Coalescence-mBHI-p7,1.899622070189136e-05
43,A5-e003Coalescence-mBHI-inoculumn-redo,2.387443954753162e-05
44,D2-e003Assembly-mBHI-p5,2.826512689023036e-05
45,B5-e003Coalescence-mBHI-p7,2.9163578511873096e-05
46,D4-e003Coalescence-Inoculumn-mBHI,1.5239111178840495e-05
47,A4-e003Coalescence-mBHI-p5,5.610279553573891e-05
48,B3-e003Coalescence-mBHI-p7,2.5898174593061984e-05
49,A10-e003Coalescence-mBHI-p7,3.0361616648351755e-05
50,A9-e003Coalescence-mBHI-p7,2.480693525580721e-05
51,D2-e003Coalescence-Inoculumn-mBHI,2.008224156067706e-05
52,B2-e003Assembly-mBHI-p3,4.422759520492454e-05
53,C5-e003Coalescence-mBHI-p7,1.719000687600275e-05
54,A2-e003Coalescence-mBHI-p3,2.860011039642613e-05
55,B3-e003Coalescence-mBHI-p5,0.000784187542207883
56,C2-e003Coalescence-mBHI-inoculumn-redo,0.011452816219602483
57,B2-e003Coalescence-Inoculumn-mBHI,0.0002435329536520355
58,A11-e003Coalescence-mBHI-p5,2.3586327268152954e-05
59,A3-e003Coalescence-mBHI-p3,0.00010371460025633681
60,A2-e003Coalescence-mBHI-p5,1.1511641627247288e-05
61,C3-e003Coalescence-mBHI-inoculumn-redo,1.345240634722967e-05
