,index,shared,sample1,species_id
0,A_A4_A5_AF_AA_mBHI_mBHI_2_S4,3136,A_A4_A5_AF_AA_mBHI_mBHI_2_S4,102327
1,A_A12_A5_AF_AA_mBHI_mBHI_4_S12,2715,A_A4_A5_AF_AA_mBHI_mBHI_2_S4,102327
2,A_C1_C2_AA_AE_mBHI_mBHI_2_S25,480,A_A4_A5_AF_AA_mBHI_mBHI_2_S4,102327
3,A_C2_C3_ACPP_AE_mBHI_mBHI_2_S26,26,A_A4_A5_AF_AA_mBHI_mBHI_2_S4,102327
4,A_C4_C5_AF_AE_mBHI_mBHI_2_S28,3017,A_A4_A5_AF_AA_mBHI_mBHI_2_S4,102327
5,A_C10_C3_ACPP_AE_mBHI_mBHI_4_S34,174,A_A4_A5_AF_AA_mBHI_mBHI_2_S4,102327
6,A_C12_C5_AF_AE_mBHI_mBHI_4_S36,3011,A_A4_A5_AF_AA_mBHI_mBHI_2_S4,102327
7,A_D1_D2_AA_AF_mBHI_mBHI_2_S37,3081,A_A4_A5_AF_AA_mBHI_mBHI_2_S4,102327
8,A_D2_D3_ACPP_AF_mBHI_mBHI_2_S38,905,A_A4_A5_AF_AA_mBHI_mBHI_2_S4,102327
9,A_D3_D4_AE_AF_mBHI_mBHI_2_S39,2985,A_A4_A5_AF_AA_mBHI_mBHI_2_S4,102327
10,A_D4_D5_AF_AF_mBHI_mBHI_2_S40,3012,A_A4_A5_AF_AA_mBHI_mBHI_2_S4,102327
11,A_D9_D2_AA_AF_mBHI_mBHI_4_S45,2936,A_A4_A5_AF_AA_mBHI_mBHI_2_S4,102327
12,A_D11_D4_AE_AF_mBHI_mBHI_4_S47,3007,A_A4_A5_AF_AA_mBHI_mBHI_2_S4,102327
13,A_D12_D5_AF_AF_mBHI_mBHI_4_S48,2842,A_A4_A5_AF_AA_mBHI_mBHI_2_S4,102327
14,A_E9_A2_AA_AA_mBHI_mGAM_4_S57,238,A_A4_A5_AF_AA_mBHI_mBHI_2_S4,102327
15,A_G9_C2_AA_AE_mBHI_mGAM_4_S81,241,A_A4_A5_AF_AA_mBHI_mBHI_2_S4,102327
16,A_H1_D2_AA_AF_mBHI_mGAM_2_S85,1542,A_A4_A5_AF_AA_mBHI_mBHI_2_S4,102327
17,B_A4_E5_AF_AA_mBHI_mBHI_2_S100,1723,A_A4_A5_AF_AA_mBHI_mBHI_2_S4,102327
