,index,shared,sample1,species_id,num_sites
0,A_A5_A8_AA_AA_mGAM_mBHI_2_S5,14385,A_A5_A8_AA_AA_mGAM_mBHI_2_S5,102448,14385
1,A_A8_A11_AF_AA_mGAM_mBHI_2_S8,12834,A_A5_A8_AA_AA_mGAM_mBHI_2_S5,102448,14385
2,A_C2_C3_ACPP_AE_mBHI_mBHI_2_S26,16,A_A5_A8_AA_AA_mGAM_mBHI_2_S5,102448,14385
3,A_C3_C4_AE_AE_mBHI_mBHI_2_S27,14,A_A5_A8_AA_AA_mGAM_mBHI_2_S5,102448,14385
4,A_C4_C5_AF_AE_mBHI_mBHI_2_S28,9,A_A5_A8_AA_AA_mGAM_mBHI_2_S5,102448,14385
5,A_C5_C8_AA_AE_mGAM_mBHI_2_S29,13669,A_A5_A8_AA_AA_mGAM_mBHI_2_S5,102448,14385
6,A_C8_C11_AF_AE_mGAM_mBHI_2_S32,10,A_A5_A8_AA_AA_mGAM_mBHI_2_S5,102448,14385
7,A_C11_C4_AE_AE_mBHI_mBHI_4_S35,12,A_A5_A8_AA_AA_mGAM_mBHI_2_S5,102448,14385
8,A_C12_C5_AF_AE_mBHI_mBHI_4_S36,5,A_A5_A8_AA_AA_mGAM_mBHI_2_S5,102448,14385
9,A_D5_D8_AA_AF_mGAM_mBHI_2_S41,13754,A_A5_A8_AA_AA_mGAM_mBHI_2_S5,102448,14385
10,A_D11_D4_AE_AF_mBHI_mBHI_4_S47,10,A_A5_A8_AA_AA_mGAM_mBHI_2_S5,102448,14385
11,A_E5_A8_AA_AA_mGAM_mGAM_2_S53,11240,A_A5_A8_AA_AA_mGAM_mBHI_2_S5,102448,14385
12,A_E8_A11_AF_AA_mGAM_mGAM_2_S56,9996,A_A5_A8_AA_AA_mGAM_mBHI_2_S5,102448,14385
13,A_G3_C4_AE_AE_mBHI_mGAM_2_S75,10,A_A5_A8_AA_AA_mGAM_mBHI_2_S5,102448,14385
14,A_G4_C5_AF_AE_mBHI_mGAM_2_S76,10,A_A5_A8_AA_AA_mGAM_mBHI_2_S5,102448,14385
15,A_G5_C8_AA_AE_mGAM_mGAM_2_S77,13878,A_A5_A8_AA_AA_mGAM_mBHI_2_S5,102448,14385
16,A_H3_D4_AE_AF_mBHI_mGAM_2_S87,13,A_A5_A8_AA_AA_mGAM_mBHI_2_S5,102448,14385
17,B_A5_E8_AA_AA_mGAM_mBHI_2_S101,12734,A_A5_A8_AA_AA_mGAM_mBHI_2_S5,102448,14385
18,B_A6_E9_ACPP_AA_mGAM_mBHI_2_S102,13402,A_A5_A8_AA_AA_mGAM_mBHI_2_S5,102448,14385
19,B_A7_E10_AE_AA_mGAM_mBHI_2_S103,13986,A_A5_A8_AA_AA_mGAM_mBHI_2_S5,102448,14385
20,B_A9_A8_AA_AA_mGAM_mBHI_4_S105,7392,A_A5_A8_AA_AA_mGAM_mBHI_2_S5,102448,14385
21,B_A10_A9_ACPP_AA_mGAM_mBHI_4_S106,14094,A_A5_A8_AA_AA_mGAM_mBHI_2_S5,102448,14385
22,B_A11_A10_AE_AA_mGAM_mBHI_4_S107,14024,A_A5_A8_AA_AA_mGAM_mBHI_2_S5,102448,14385
23,B_A12_A11_AF_AA_mGAM_mBHI_4_S108,14019,A_A5_A8_AA_AA_mGAM_mBHI_2_S5,102448,14385
24,B_C5_G8_AA_AE_mGAM_mBHI_2_S125,7647,A_A5_A8_AA_AA_mGAM_mBHI_2_S5,102448,14385
25,B_C7_G10_AE_AE_mGAM_mBHI_2_S127,9,A_A5_A8_AA_AA_mGAM_mBHI_2_S5,102448,14385
26,B_C9_C8_AA_AE_mGAM_mBHI_4_S129,9272,A_A5_A8_AA_AA_mGAM_mBHI_2_S5,102448,14385
27,B_C10_C9_ACPP_AE_mGAM_mBHI_4_S130,8,A_A5_A8_AA_AA_mGAM_mBHI_2_S5,102448,14385
28,B_C11_C10_AE_AE_mGAM_mBHI_4_S131,11,A_A5_A8_AA_AA_mGAM_mBHI_2_S5,102448,14385
29,B_C12_C11_AF_AE_mGAM_mBHI_4_S132,7,A_A5_A8_AA_AA_mGAM_mBHI_2_S5,102448,14385
30,B_D7_H10_AE_AF_mGAM_mBHI_2_S139,7,A_A5_A8_AA_AA_mGAM_mBHI_2_S5,102448,14385
31,B_D11_D10_AE_AF_mGAM_mBHI_4_S143,8,A_A5_A8_AA_AA_mGAM_mBHI_2_S5,102448,14385
32,B_E5_E8_AA_AA_mGAM_mGAM_2_S149,9730,A_A5_A8_AA_AA_mGAM_mBHI_2_S5,102448,14385
33,B_E7_E10_AE_AA_mGAM_mGAM_2_S151,13973,A_A5_A8_AA_AA_mGAM_mBHI_2_S5,102448,14385
34,B_E8_E11_AF_AA_mGAM_mGAM_2_S152,12590,A_A5_A8_AA_AA_mGAM_mBHI_2_S5,102448,14385
35,B_E10_A9_ACPP_AA_mGAM_mGAM_4_S154,13528,A_A5_A8_AA_AA_mGAM_mBHI_2_S5,102448,14385
36,B_E11_A10_AE_AA_mGAM_mGAM_4_S155,9947,A_A5_A8_AA_AA_mGAM_mBHI_2_S5,102448,14385
37,B_E12_A11_AF_AA_mGAM_mGAM_4_S156,7185,A_A5_A8_AA_AA_mGAM_mBHI_2_S5,102448,14385
38,B_G7_G10_AE_AE_mGAM_mGAM_2_S175,6,A_A5_A8_AA_AA_mGAM_mBHI_2_S5,102448,14385
