,index,shared,sample1,species_id,num_sites
0,A_C9_C2_AA_AE_mBHI_mBHI_4_S33,1934,A_C9_C2_AA_AE_mBHI_mBHI_4_S33,100059,1934
1,A_E10_A3_ACPP_AA_mBHI_mGAM_4_S58,245,A_C9_C2_AA_AE_mBHI_mBHI_4_S33,100059,1934
2,A_G2_C3_ACPP_AE_mBHI_mGAM_2_S74,504,A_C9_C2_AA_AE_mBHI_mBHI_4_S33,100059,1934
3,A_G10_C3_ACPP_AE_mBHI_mGAM_4_S82,26,A_C9_C2_AA_AE_mBHI_mBHI_4_S33,100059,1934
4,A_H10_D3_ACPP_AF_mBHI_mGAM_4_S94,245,A_C9_C2_AA_AE_mBHI_mBHI_4_S33,100059,1934
5,B_E2_E3_ACPP_AA_mBHI_mGAM_2_S146,1128,A_C9_C2_AA_AE_mBHI_mBHI_4_S33,100059,1934
6,B_H2_H3_ACPP_AF_mBHI_mGAM_2_S182,123,A_C9_C2_AA_AE_mBHI_mBHI_4_S33,100059,1934
7,C3-e003Coalescence-mGAM-p3,99,A_C9_C2_AA_AE_mBHI_mBHI_4_S33,100059,1934
8,B4-e003Coalescence-mGAM-p5,334,A_C9_C2_AA_AE_mBHI_mBHI_4_S33,100059,1934
9,B5-e003Coalescence-mGAM-p5,104,A_C9_C2_AA_AE_mBHI_mBHI_4_S33,100059,1934
10,C3-e003Coalescence-mGAM-p5,116,A_C9_C2_AA_AE_mBHI_mBHI_4_S33,100059,1934
11,B2-e003Coalescence-mGAM-p3,503,A_C9_C2_AA_AE_mBHI_mBHI_4_S33,100059,1934
12,D3-e003Coalescence-mGAM-p3,326,A_C9_C2_AA_AE_mBHI_mBHI_4_S33,100059,1934
13,D3-e003Coalescence-mGAM-p5,36,A_C9_C2_AA_AE_mBHI_mBHI_4_S33,100059,1934
14,A3-e003Coalescence-mGAM-p7,998,A_C9_C2_AA_AE_mBHI_mBHI_4_S33,100059,1934
15,C3-e003Coalescence-mGAM-p7,67,A_C9_C2_AA_AE_mBHI_mBHI_4_S33,100059,1934
16,B3-e003Coalescence-mGAM-p5,140,A_C9_C2_AA_AE_mBHI_mBHI_4_S33,100059,1934
17,B3-e003Coalescence-mBHI-p5,21,A_C9_C2_AA_AE_mBHI_mBHI_4_S33,100059,1934
18,B5-e003Coalescence-mGAM-p3,352,A_C9_C2_AA_AE_mBHI_mBHI_4_S33,100059,1934
19,F5-e003Coalescence-mGAM-p5_S64,24,A_C9_C2_AA_AE_mBHI_mBHI_4_S33,100059,1934
20,F5-e003Coalescence-mGAM-p7_S160,200,A_C9_C2_AA_AE_mBHI_mBHI_4_S33,100059,1934
21,E3-e003Coalescence-mGAM-p3_S58,382,A_C9_C2_AA_AE_mBHI_mBHI_4_S33,100059,1934
22,F2-e003Coalescence-mGAM-p7_S157,491,A_C9_C2_AA_AE_mBHI_mBHI_4_S33,100059,1934
23,H3-e003Coalescence-mGAM-p3_S94,319,A_C9_C2_AA_AE_mBHI_mBHI_4_S33,100059,1934
24,E3-e003Coalescence-mGAM-p5_S50,157,A_C9_C2_AA_AE_mBHI_mBHI_4_S33,100059,1934
25,F5-e003Coalescence-mGAM-p3_S72,344,A_C9_C2_AA_AE_mBHI_mBHI_4_S33,100059,1934
26,F2-e003Coalescence-mGAM-p5_S61,186,A_C9_C2_AA_AE_mBHI_mBHI_4_S33,100059,1934
27,F4-e003Coalescence-mGAM-p5_S63,233,A_C9_C2_AA_AE_mBHI_mBHI_4_S33,100059,1934
28,E3-e003Coalescence-mGAM-p7_S146,951,A_C9_C2_AA_AE_mBHI_mBHI_4_S33,100059,1934
29,F3-e003Coalescence-mGAM-p5_S62,162,A_C9_C2_AA_AE_mBHI_mBHI_4_S33,100059,1934
30,G3-e003Coalescence-mGAM-p3_S82,95,A_C9_C2_AA_AE_mBHI_mBHI_4_S33,100059,1934
31,F3-e003Coalescence-mGAM-p7_S158,298,A_C9_C2_AA_AE_mBHI_mBHI_4_S33,100059,1934
32,F2-e003Coalescence-mGAM-p3_S69,1018,A_C9_C2_AA_AE_mBHI_mBHI_4_S33,100059,1934
33,G3-e003Coalescence-mGAM-p5_S74,331,A_C9_C2_AA_AE_mBHI_mBHI_4_S33,100059,1934
34,F4-e003Coalescence-mGAM-p3_S71,156,A_C9_C2_AA_AE_mBHI_mBHI_4_S33,100059,1934
35,F4-e003Coalescence-mGAM-p7_S159,290,A_C9_C2_AA_AE_mBHI_mBHI_4_S33,100059,1934
36,H3-e003Coalescence-mGAM-p5_S86,433,A_C9_C2_AA_AE_mBHI_mBHI_4_S33,100059,1934
37,D3-e003Coalescence-Inoculumn-mBHI,24,A_C9_C2_AA_AE_mBHI_mBHI_4_S33,100059,1934
38,B5-e003Coalescence-Inoculumn-mBHI,24,A_C9_C2_AA_AE_mBHI_mBHI_4_S33,100059,1934
39,A3-e003Coalescence-mBHI-inoculumn-redo,43,A_C9_C2_AA_AE_mBHI_mBHI_4_S33,100059,1934
40,B3-e003Coalescence-Inoculumn-mBHI,20,A_C9_C2_AA_AE_mBHI_mBHI_4_S33,100059,1934
41,B2-e003Coalescence-Inoculumn-mBHI,60,A_C9_C2_AA_AE_mBHI_mBHI_4_S33,100059,1934
42,C3-e003Coalescence-mBHI-inoculumn-redo,42,A_C9_C2_AA_AE_mBHI_mBHI_4_S33,100059,1934
43,B4-e003Coalescence-Inoculumn-mBHI,38,A_C9_C2_AA_AE_mBHI_mBHI_4_S33,100059,1934
44,B3-e003Coalescence-mGAM-p1_S729,650,A_C9_C2_AA_AE_mBHI_mBHI_4_S33,100059,1934
45,B5-e003Coalescence-mGAM-p1_S745,464,A_C9_C2_AA_AE_mBHI_mBHI_4_S33,100059,1934
46,D3-e003Coalescence-mGAM-p1_S731,781,A_C9_C2_AA_AE_mBHI_mBHI_4_S33,100059,1934
47,G3-e003Coalescence-mBHI-p1_S790,45,A_C9_C2_AA_AE_mBHI_mBHI_4_S33,100059,1934
48,A3-e003Coalescence-mGAM-p1_S728,482,A_C9_C2_AA_AE_mBHI_mBHI_4_S33,100059,1934
49,B3-e003Coalescence-mBHI-p1_S725,62,A_C9_C2_AA_AE_mBHI_mBHI_4_S33,100059,1934
50,C3-e003Coalescence-mGAM-p1_S730,566,A_C9_C2_AA_AE_mBHI_mBHI_4_S33,100059,1934
51,F3-e003Coalescence-mBHI-p1_S789,66,A_C9_C2_AA_AE_mBHI_mBHI_4_S33,100059,1934
52,B4-e003Coalescence-mBHI-p1_S733,60,A_C9_C2_AA_AE_mBHI_mBHI_4_S33,100059,1934
53,F2-e003Coalescence-mGAM-p1_S785,548,A_C9_C2_AA_AE_mBHI_mBHI_4_S33,100059,1934
54,F5-e003Coalescence-mGAM-p1_S809,732,A_C9_C2_AA_AE_mBHI_mBHI_4_S33,100059,1934
55,G3-e003Coalescence-mGAM-p1_S794,406,A_C9_C2_AA_AE_mBHI_mBHI_4_S33,100059,1934
56,C3-e003Coalescence-mBHI-p1_S726,69,A_C9_C2_AA_AE_mBHI_mBHI_4_S33,100059,1934
57,F4-e003Coalescence-mGAM-p1_S801,656,A_C9_C2_AA_AE_mBHI_mBHI_4_S33,100059,1934
58,B4-e003Coalescence-mGAM-p1_S737,888,A_C9_C2_AA_AE_mBHI_mBHI_4_S33,100059,1934
59,E3-e003Coalescence-mGAM-p1_S792,348,A_C9_C2_AA_AE_mBHI_mBHI_4_S33,100059,1934
60,F3-e003Coalescence-mGAM-p1_S793,611,A_C9_C2_AA_AE_mBHI_mBHI_4_S33,100059,1934
61,Coalescence-D1-B2-AA-ACPP-mBHI-mGAM-5_S656,140,A_C9_C2_AA_AE_mBHI_mBHI_4_S33,100059,1934
62,Coalescence-B4-D3-ACPP-AF-mBHI-mGAM-7_S635,749,A_C9_C2_AA_AE_mBHI_mBHI_4_S33,100059,1934
63,Coalescence-A6-B2-AA-ACPP-mBHI-mGAM-7_S625,660,A_C9_C2_AA_AE_mBHI_mBHI_4_S33,100059,1934
64,Coalescence-D12-B4-ACPP-AE-mBHI-mGAM-3_S667,77,A_C9_C2_AA_AE_mBHI_mBHI_4_S33,100059,1934
65,Coalescence-D7-A3-AA-ACPP-mBHI-mGAM-3_S662,975,A_C9_C2_AA_AE_mBHI_mBHI_4_S33,100059,1934
66,Coalescence-B9-G3-ACPP-AE-mBHI-mGAM-7_S640,224,A_C9_C2_AA_AE_mBHI_mBHI_4_S33,100059,1934
67,Coalescence-D11-B3-ACPP-ACPP-mBHI-mGAM-3_S666,35,A_C9_C2_AA_AE_mBHI_mBHI_4_S33,100059,1934
68,Coalescence-A7-B3-ACPP-ACPP-mBHI-mGAM-7_S626,149,A_C9_C2_AA_AE_mBHI_mBHI_4_S33,100059,1934
69,Coalescence-C5-A3-AA-ACPP-mBHI-mGAM-5_S648,60,A_C9_C2_AA_AE_mBHI_mBHI_4_S33,100059,1934
70,B3-e003Assembly-mBHI-p5,588,A_C9_C2_AA_AE_mBHI_mBHI_4_S33,100059,1934
71,C10-e003GlycerolRevival-mGAM-p2,1261,A_C9_C2_AA_AE_mBHI_mBHI_4_S33,100059,1934
72,Assembly-G9-C9-ACPP-mGAM-3_S700,1088,A_C9_C2_AA_AE_mBHI_mBHI_4_S33,100059,1934
73,Assembly-G2-B3-ACPP-mBHI-3_S693,1311,A_C9_C2_AA_AE_mBHI_mBHI_4_S33,100059,1934
74,Assembly-G11-D9-ACPP-mGAM-3_S702,904,A_C9_C2_AA_AE_mBHI_mBHI_4_S33,100059,1934
75,D_F10_e003Assembly_S358,1342,A_C9_C2_AA_AE_mBHI_mBHI_4_S33,100059,1934
0,A_C9_C2_AA_AE_mBHI_mBHI_4_S33,245,A_E10_A3_ACPP_AA_mBHI_mGAM_4_S58,100059,2387
1,A_E10_A3_ACPP_AA_mBHI_mGAM_4_S58,2387,A_E10_A3_ACPP_AA_mBHI_mGAM_4_S58,100059,2387
2,A_G2_C3_ACPP_AE_mBHI_mGAM_2_S74,853,A_E10_A3_ACPP_AA_mBHI_mGAM_4_S58,100059,2387
3,A_G10_C3_ACPP_AE_mBHI_mGAM_4_S82,126,A_E10_A3_ACPP_AA_mBHI_mGAM_4_S58,100059,2387
4,A_H10_D3_ACPP_AF_mBHI_mGAM_4_S94,548,A_E10_A3_ACPP_AA_mBHI_mGAM_4_S58,100059,2387
5,B_E2_E3_ACPP_AA_mBHI_mGAM_2_S146,1972,A_E10_A3_ACPP_AA_mBHI_mGAM_4_S58,100059,2387
6,B_H2_H3_ACPP_AF_mBHI_mGAM_2_S182,362,A_E10_A3_ACPP_AA_mBHI_mGAM_4_S58,100059,2387
7,C3-e003Coalescence-mGAM-p3,281,A_E10_A3_ACPP_AA_mBHI_mGAM_4_S58,100059,2387
8,B4-e003Coalescence-mGAM-p5,665,A_E10_A3_ACPP_AA_mBHI_mGAM_4_S58,100059,2387
9,B5-e003Coalescence-mGAM-p5,183,A_E10_A3_ACPP_AA_mBHI_mGAM_4_S58,100059,2387
10,C3-e003Coalescence-mGAM-p5,283,A_E10_A3_ACPP_AA_mBHI_mGAM_4_S58,100059,2387
11,B2-e003Coalescence-mGAM-p3,921,A_E10_A3_ACPP_AA_mBHI_mGAM_4_S58,100059,2387
12,D3-e003Coalescence-mGAM-p3,633,A_E10_A3_ACPP_AA_mBHI_mGAM_4_S58,100059,2387
13,D3-e003Coalescence-mGAM-p5,133,A_E10_A3_ACPP_AA_mBHI_mGAM_4_S58,100059,2387
14,A3-e003Coalescence-mGAM-p7,1729,A_E10_A3_ACPP_AA_mBHI_mGAM_4_S58,100059,2387
15,C3-e003Coalescence-mGAM-p7,144,A_E10_A3_ACPP_AA_mBHI_mGAM_4_S58,100059,2387
16,B3-e003Coalescence-mGAM-p5,294,A_E10_A3_ACPP_AA_mBHI_mGAM_4_S58,100059,2387
17,B3-e003Coalescence-mBHI-p5,33,A_E10_A3_ACPP_AA_mBHI_mGAM_4_S58,100059,2387
18,B5-e003Coalescence-mGAM-p3,635,A_E10_A3_ACPP_AA_mBHI_mGAM_4_S58,100059,2387
19,F5-e003Coalescence-mGAM-p5_S64,65,A_E10_A3_ACPP_AA_mBHI_mGAM_4_S58,100059,2387
20,F5-e003Coalescence-mGAM-p7_S160,348,A_E10_A3_ACPP_AA_mBHI_mGAM_4_S58,100059,2387
21,E3-e003Coalescence-mGAM-p3_S58,783,A_E10_A3_ACPP_AA_mBHI_mGAM_4_S58,100059,2387
22,F2-e003Coalescence-mGAM-p7_S157,877,A_E10_A3_ACPP_AA_mBHI_mGAM_4_S58,100059,2387
23,H3-e003Coalescence-mGAM-p3_S94,610,A_E10_A3_ACPP_AA_mBHI_mGAM_4_S58,100059,2387
24,E3-e003Coalescence-mGAM-p5_S50,504,A_E10_A3_ACPP_AA_mBHI_mGAM_4_S58,100059,2387
25,F5-e003Coalescence-mGAM-p3_S72,616,A_E10_A3_ACPP_AA_mBHI_mGAM_4_S58,100059,2387
26,F2-e003Coalescence-mGAM-p5_S61,469,A_E10_A3_ACPP_AA_mBHI_mGAM_4_S58,100059,2387
27,F4-e003Coalescence-mGAM-p5_S63,424,A_E10_A3_ACPP_AA_mBHI_mGAM_4_S58,100059,2387
28,E3-e003Coalescence-mGAM-p7_S146,1663,A_E10_A3_ACPP_AA_mBHI_mGAM_4_S58,100059,2387
29,F3-e003Coalescence-mGAM-p5_S62,322,A_E10_A3_ACPP_AA_mBHI_mGAM_4_S58,100059,2387
30,G3-e003Coalescence-mGAM-p3_S82,254,A_E10_A3_ACPP_AA_mBHI_mGAM_4_S58,100059,2387
31,F3-e003Coalescence-mGAM-p7_S158,576,A_E10_A3_ACPP_AA_mBHI_mGAM_4_S58,100059,2387
32,F2-e003Coalescence-mGAM-p3_S69,1716,A_E10_A3_ACPP_AA_mBHI_mGAM_4_S58,100059,2387
33,G3-e003Coalescence-mGAM-p5_S74,687,A_E10_A3_ACPP_AA_mBHI_mGAM_4_S58,100059,2387
34,F4-e003Coalescence-mGAM-p3_S71,429,A_E10_A3_ACPP_AA_mBHI_mGAM_4_S58,100059,2387
35,F4-e003Coalescence-mGAM-p7_S159,570,A_E10_A3_ACPP_AA_mBHI_mGAM_4_S58,100059,2387
