,0
D2-e004Assembly-mGAM-p7,4.0
F3-e004Assembly-epsilon-p3,6.0
B3-e004Assembly-mBHI-p7,4.0
C3-e004Assembly-mBHI-p5,4.0
D3-e004Assembly-mGAM-p7,11.0
E3-e004Assembly-mGAM-p3,30.0
D2-e004Assembly-mGAM-p3,5.0
G3-e004Assembly-epsilon-p7,7.0
C3-e004Assembly-mBHI-p7,5.0
G3-e004Assembly-epsilon-p3,4.0
F2-e004Assembly-epsilon-p3,5.0
B3-e004Assembly-mBHI-p5,3.0
E3-e004Assembly-mGAM-p7,25.0
G2-e004Assembly-epsilon-p3,4.0
E2-e004Assembly-mGAM-p7,32.0
C2-e004Assembly-mBHI-p7,5.0
E3-e004Assembly-mGAM-p5,55.0
E2-e004Assembly-mGAM-p5,8.0
D3-e004Assembly-mGAM-p5,6.0
E2-e004Assembly-mGAM-p3,3.0
C3-e004Assembly-mBHI-p3,5.0
AG-Fecal,5.0
F3-e004Assembly-epsilon-p5,5.0
B2-e004Assembly-mBHI-p3,4.0
G3-e004Assembly-epsilon-p5,7.0
B2-e004Assembly-mBHI-p5,4.0
F3-e004Assembly-epsilon-p7,4.0
