,0
A_A2_A3_ACPP_AA_mBHI_mBHI_2_S2,2.0
A_A3_A4_AE_AA_mBHI_mBHI_2_S3,3.0
A_A11_A4_AE_AA_mBHI_mBHI_4_S11,4.0
A_C1_C2_AA_AE_mBHI_mBHI_2_S25,33.0
A_C3_C4_AE_AE_mBHI_mBHI_2_S27,20.0
A_C5_C8_AA_AE_mGAM_mBHI_2_S29,30.0
A_C9_C2_AA_AE_mBHI_mBHI_4_S33,46.0
A_C10_C3_ACPP_AE_mBHI_mBHI_4_S34,8.0
A_C11_C4_AE_AE_mBHI_mBHI_4_S35,93.0
A_E1_A2_AA_AA_mBHI_mGAM_2_S49,9.0
A_E2_A3_ACPP_AA_mBHI_mGAM_2_S50,2.0
A_E3_A4_AE_AA_mBHI_mGAM_2_S51,4.0
A_E9_A2_AA_AA_mBHI_mGAM_4_S57,7.0
A_E10_A3_ACPP_AA_mBHI_mGAM_4_S58,12.0
A_E11_A4_AE_AA_mBHI_mGAM_4_S59,9.0
A_G1_C2_AA_AE_mBHI_mGAM_2_S73,24.0
A_G2_C3_ACPP_AE_mBHI_mGAM_2_S74,4.0
A_G3_C4_AE_AE_mBHI_mGAM_2_S75,43.0
A_G5_C8_AA_AE_mGAM_mGAM_2_S77,7.0
A_G8_C11_AF_AE_mGAM_mGAM_2_S80,4.0
A_G9_C2_AA_AE_mBHI_mGAM_4_S81,28.0
A_G10_C3_ACPP_AE_mBHI_mGAM_4_S82,6.0
A_H3_D4_AE_AF_mBHI_mGAM_2_S87,2.0
A_H10_D3_ACPP_AF_mBHI_mGAM_4_S94,6.0
B_A2_E3_ACPP_AA_mBHI_mBHI_2_S98,5.0
B_A7_E10_AE_AA_mGAM_mBHI_2_S103,56.0
B_A11_A10_AE_AA_mGAM_mBHI_4_S107,37.0
B_C1_G2_AA_AE_mBHI_mBHI_2_S121,19.0
B_C3_G4_AE_AE_mBHI_mBHI_2_S123,6.0
B_C5_G8_AA_AE_mGAM_mBHI_2_S125,8.0
B_C7_G10_AE_AE_mGAM_mBHI_2_S127,34.0
B_C9_C8_AA_AE_mGAM_mBHI_4_S129,10.0
B_C11_C10_AE_AE_mGAM_mBHI_4_S131,20.0
