,0
C12-e003Coalescence-mBHI-p3,5.0
D2-e004Assembly-mGAM-p7,5.0
F111-e003Coalescence-mBHI-p7_S116,5.0
C11-e003Coalescence-mBHI-p3,7.0
D11-e003Coalescence-mBHI-p5,13.0
D10-e003Coalescence-mBHI-p3,10.0
F3-e004Assembly-epsilon-p3,16.0
H5-e003Coalescence-mGAM-p3_S96,7.0
Coalescence-A10-C11-AE-AF-mGAM-mBHI-7_S629,36.0
F5-e003Coalescence-mBHI-p7_S112,7.0
G5-e003Coalescence-mGAM-p3_S84,11.0
E5-e003Coalescence-mGAM-p3_S60,5.0
H111-e003Coalescence-mGAM-p3_S192,13.0
H8-e003Coalescence-mBHI-p5_S41,11.0
D4-e003Coalescence-mBHI-p5,6.0
G111-e003Coalescence-mGAM-p3_S180,9.0
C5-e003Coalescence-mGAM-p1_S746,4.0
B3-e004Assembly-mBHI-p7,12.0
D4-e003Coalescence-mBHI-p3,6.0
H2-e003Coalescence-mGAM-p3_S93,6.0
C3-e004Assembly-mBHI-p5,8.0
Coalescence-B6-E11-AA-AF-mGAM-mGAM-7_S637,14.0
Coalescence-B4-D3-ACPP-AF-mBHI-mGAM-7_S635,25.0
B12-e003Coalescence-mBHI-p3,5.0
H5-e003Coalescence-mGAM-p5_S88,8.0
D3-e004Assembly-mGAM-p7,5.0
H4-e003Coalescence-mGAM-p1_S803,4.0
E5-e003Coalescence-mBHI-p7_S100,7.0
D3-e003Coalescence-Inoculumn-mBHI,4.0
D11-e003Coalescence-mGAM-p5,10.0
H4-e003Coalescence-mBHI-p7_S135,9.0
A11-e003Coalescence-mGAM-p7,5.0
H2-e003Coalescence-mGAM-p7_S181,30.0
E8-e003Coalescence-mBHI-p7_S101,4.0
D3-e003Coalescence-mBHI-p5,6.0
B11-e003Coalescence-mGAM-p3,18.0
H4-e003Coalescence-mGAM-p3_S95,4.0
B5-e003Coalescence-mBHI-p1_S741,4.0
Coalescence-F1-D8-AA-AF-mGAM-mGAM-3_S680,12.0
B5-e003Assembly-mBHI-p5,5.0
D2-e003Coalescence-mBHI-p5,4.0
Coalescence-E8-D11-AF-AF-mGAM-mBHI-3_S675,69.0
D5-e003Coalescence-mGAM-p5,8.0
D8-e003Coalescence-mBHI-p3,4.0
D4-e003Coalescence-mBHI-p1_S735,5.0
B5-e003Coalescence-mBHI-p5,7.0
D5-e003Coalescence-mBHI-p7,8.0
D11-e003Coalescence-mGAM-p1_S779,16.0
A5-e003Coalescence-mGAM-p3,5.0
F5-e003Coalescence-mGAM-p5_S64,22.0
D8-e003Coalescence-mGAM-p5,10.0
E5-e003Coalescence-mGAM-p5_S52,11.0
A12-e003Coalescence-mGAM-p3,5.0
H9-e003Coalescence-mGAM-p1_S827,9.0
G5-e003Coalescence-mBHI-p7_S124,30.0
D8-e003Coalescence-mBHI-p1_S751,11.0
D9-e003Coalescence-mGAM-p7,6.0
D4-e003Coalescence-mBHI-p7,11.0
