,index,shared,sample1,species_id
0,A_A5_A8_AA_AA_mGAM_mBHI_2_S5,8,A_A5_A8_AA_AA_mGAM_mBHI_2_S5,101958
1,A_A8_A11_AF_AA_mGAM_mBHI_2_S8,2,A_A5_A8_AA_AA_mGAM_mBHI_2_S5,101958
2,A_C5_C8_AA_AE_mGAM_mBHI_2_S29,6,A_A5_A8_AA_AA_mGAM_mBHI_2_S5,101958
3,A_D5_D8_AA_AF_mGAM_mBHI_2_S41,3,A_A5_A8_AA_AA_mGAM_mBHI_2_S5,101958
4,A_E8_A11_AF_AA_mGAM_mGAM_2_S56,7,A_A5_A8_AA_AA_mGAM_mBHI_2_S5,101958
5,A_E9_A2_AA_AA_mBHI_mGAM_4_S57,6,A_A5_A8_AA_AA_mGAM_mBHI_2_S5,101958
6,A_G5_C8_AA_AE_mGAM_mGAM_2_S77,5,A_A5_A8_AA_AA_mGAM_mBHI_2_S5,101958
7,A_H5_D8_AA_AF_mGAM_mGAM_2_S89,4,A_A5_A8_AA_AA_mGAM_mBHI_2_S5,101958
8,B_A5_E8_AA_AA_mGAM_mBHI_2_S101,2,A_A5_A8_AA_AA_mGAM_mBHI_2_S5,101958
9,B_A10_A9_ACPP_AA_mGAM_mBHI_4_S106,2,A_A5_A8_AA_AA_mGAM_mBHI_2_S5,101958
10,B_A11_A10_AE_AA_mGAM_mBHI_4_S107,3,A_A5_A8_AA_AA_mGAM_mBHI_2_S5,101958
11,B_A12_A11_AF_AA_mGAM_mBHI_4_S108,8,A_A5_A8_AA_AA_mGAM_mBHI_2_S5,101958
12,B_E6_E9_ACPP_AA_mGAM_mGAM_2_S150,5,A_A5_A8_AA_AA_mGAM_mBHI_2_S5,101958
13,B_E7_E10_AE_AA_mGAM_mGAM_2_S151,6,A_A5_A8_AA_AA_mGAM_mBHI_2_S5,101958
14,B_E8_E11_AF_AA_mGAM_mGAM_2_S152,5,A_A5_A8_AA_AA_mGAM_mBHI_2_S5,101958
15,B_E10_A9_ACPP_AA_mGAM_mGAM_4_S154,3,A_A5_A8_AA_AA_mGAM_mBHI_2_S5,101958
16,B_E12_A11_AF_AA_mGAM_mGAM_4_S156,4,A_A5_A8_AA_AA_mGAM_mBHI_2_S5,101958
17,B_H5_H8_AA_AF_mGAM_mGAM_2_S185,5,A_A5_A8_AA_AA_mGAM_mBHI_2_S5,101958
18,B_H6_H9_ACPP_AF_mGAM_mGAM_2_S186,1,A_A5_A8_AA_AA_mGAM_mBHI_2_S5,101958
19,B_H9_D8_AA_AF_mGAM_mGAM_4_S189,8,A_A5_A8_AA_AA_mGAM_mBHI_2_S5,101958
20,C_C5_C8_AA_AE_mGAM_mBHI_6_S221,6,A_A5_A8_AA_AA_mGAM_mBHI_2_S5,101958
21,C_D5_D8_AA_AF_mGAM_mBHI_6_S233,4,A_A5_A8_AA_AA_mGAM_mBHI_2_S5,101958
22,C_E4_A5_AF_AA_mBHI_mGAM_6_S244,4,A_A5_A8_AA_AA_mGAM_mBHI_2_S5,101958
23,C_E8_A11_AF_AA_mGAM_mGAM_6_S248,6,A_A5_A8_AA_AA_mGAM_mBHI_2_S5,101958
24,C_E9_E2_AA_AA_mBHI_mGAM_4_S249,6,A_A5_A8_AA_AA_mGAM_mBHI_2_S5,101958
25,C_H5_D8_AA_AF_mGAM_mGAM_6_S281,3,A_A5_A8_AA_AA_mGAM_mBHI_2_S5,101958
26,D_A6_A9_ACPP_AA_mGAM_mBHI_6_S294,7,A_A5_A8_AA_AA_mGAM_mBHI_2_S5,101958
27,D_A7_A10_AE_AA_mGAM_mBHI_6_S295,3,A_A5_A8_AA_AA_mGAM_mBHI_2_S5,101958
28,D_A8_A11_AF_AA_mGAM_mBHI_6_S296,5,A_A5_A8_AA_AA_mGAM_mBHI_2_S5,101958
29,D_A9_E8_AA_AA_mGAM_mBHI_4_S297,4,A_A5_A8_AA_AA_mGAM_mBHI_2_S5,101958
30,D_A12_E11_AF_AA_mGAM_mBHI_4_S300,6,A_A5_A8_AA_AA_mGAM_mBHI_2_S5,101958
31,D_C5_C8_AA_AE_mGAM_mBHI_6_S317,3,A_A5_A8_AA_AA_mGAM_mBHI_2_S5,101958
32,D_C9_G8_AA_AE_mGAM_mBHI_4_S321,6,A_A5_A8_AA_AA_mGAM_mBHI_2_S5,101958
33,D_D5_D8_AA_AF_mGAM_mBHI_6_S329,4,A_A5_A8_AA_AA_mGAM_mBHI_2_S5,101958
34,D_E6_A9_ACPP_AA_mGAM_mGAM_6_S342,4,A_A5_A8_AA_AA_mGAM_mBHI_2_S5,101958
35,D_E8_A11_AF_AA_mGAM_mGAM_6_S344,6,A_A5_A8_AA_AA_mGAM_mBHI_2_S5,101958
36,D_E9_E8_AA_AA_mGAM_mGAM_4_S345,2,A_A5_A8_AA_AA_mGAM_mBHI_2_S5,101958
37,D_E12_E11_AF_AA_mGAM_mGAM_4_S348,7,A_A5_A8_AA_AA_mGAM_mBHI_2_S5,101958
38,D_H5_D8_AA_AF_mGAM_mGAM_6_S377,4,A_A5_A8_AA_AA_mGAM_mBHI_2_S5,101958
39,D_H9_H8_AA_AF_mGAM_mGAM_4_S381,6,A_A5_A8_AA_AA_mGAM_mBHI_2_S5,101958
40,C9-e003Coalescence-mGAM-p3,0,A_A5_A8_AA_AA_mGAM_mBHI_2_S5,101958
41,A8-e003Coalescence-mBHI-p3,4,A_A5_A8_AA_AA_mGAM_mBHI_2_S5,101958
42,B9-e003Coalescence-mGAM-p5,0,A_A5_A8_AA_AA_mGAM_mBHI_2_S5,101958
43,B11-e003Coalescence-mGAM-p3,2,A_A5_A8_AA_AA_mGAM_mBHI_2_S5,101958
44,D8-e003Coalescence-mGAM-p5,6,A_A5_A8_AA_AA_mGAM_mBHI_2_S5,101958
45,C9-e003Coalescence-mBHI-p3,1,A_A5_A8_AA_AA_mGAM_mBHI_2_S5,101958
46,A9-e003Coalescence-mBHI-p3,3,A_A5_A8_AA_AA_mGAM_mBHI_2_S5,101958
47,B9-e003Coalescence-mGAM-p7,0,A_A5_A8_AA_AA_mGAM_mBHI_2_S5,101958
48,B10-e003Coalescence-mBHI-p3,0,A_A5_A8_AA_AA_mGAM_mBHI_2_S5,101958
49,A9-e003Coalescence-mBHI-p7,6,A_A5_A8_AA_AA_mGAM_mBHI_2_S5,101958
50,A2-e003Coalescence-mGAM-p5,5,A_A5_A8_AA_AA_mGAM_mBHI_2_S5,101958
51,B8-e003Coalescence-mGAM-p5,2,A_A5_A8_AA_AA_mGAM_mBHI_2_S5,101958
52,C8-e003Coalescence-mBHI-p5,6,A_A5_A8_AA_AA_mGAM_mBHI_2_S5,101958
53,B8-e003Coalescence-mGAM-p7,2,A_A5_A8_AA_AA_mGAM_mBHI_2_S5,101958
54,A11-e003Coalescence-mBHI-p3,7,A_A5_A8_AA_AA_mGAM_mBHI_2_S5,101958
55,A9-e003Coalescence-mGAM-p5,3,A_A5_A8_AA_AA_mGAM_mBHI_2_S5,101958
56,A11-e003Coalescence-mGAM-p3,6,A_A5_A8_AA_AA_mGAM_mBHI_2_S5,101958
57,H2-e003Coalescence-mGAM-p7_S181,6,A_A5_A8_AA_AA_mGAM_mBHI_2_S5,101958
58,F9-e003Coalescence-mGAM-p5_S66,1,A_A5_A8_AA_AA_mGAM_mBHI_2_S5,101958
59,H8-e003Coalescence-mBHI-p7_S137,5,A_A5_A8_AA_AA_mGAM_mBHI_2_S5,101958
60,H8-e003Coalescence-mBHI-p5_S41,2,A_A5_A8_AA_AA_mGAM_mBHI_2_S5,101958
61,H8-e003Coalescence-mGAM-p5_S89,7,A_A5_A8_AA_AA_mGAM_mBHI_2_S5,101958
62,E9-e003Coalescence-mGAM-p3_S154,0,A_A5_A8_AA_AA_mGAM_mBHI_2_S5,101958
63,F111-e003Coalescence-mGAM-p3_S168,0,A_A5_A8_AA_AA_mGAM_mBHI_2_S5,101958
64,G8-e003Coalescence-mBHI-p7_S125,2,A_A5_A8_AA_AA_mGAM_mBHI_2_S5,101958
65,E111-e003Coalescence-mGAM-p5_S56,4,A_A5_A8_AA_AA_mGAM_mBHI_2_S5,101958
66,G8-e003Coalescence-mBHI-p5_S29,3,A_A5_A8_AA_AA_mGAM_mBHI_2_S5,101958
67,E8-e003Coalescence-mBHI-p3_S105,6,A_A5_A8_AA_AA_mGAM_mBHI_2_S5,101958
68,H8-e003Coalescence-mGAM-p7_S185,5,A_A5_A8_AA_AA_mGAM_mBHI_2_S5,101958
69,A2-e003Coalescence-Inoculumn-mGAM,7,A_A5_A8_AA_AA_mGAM_mBHI_2_S5,101958
70,B2-e003Coalescence-Inoculumn-mGAM,5,A_A5_A8_AA_AA_mGAM_mBHI_2_S5,101958
