,sample,diversity
0,C12-e003Coalescence-mBHI-p3,0.0068695318526452945
1,C9-e003Coalescence-mGAM-p3,0.002988377261682718
2,D2-e004Assembly-mGAM-p7,0.0006945416081352593
3,B5-e004Assembly-mBHI-p3,0.00022315202231520224
4,C11-e003Coalescence-mBHI-p3,0.007097973901224404
5,D11-e003Coalescence-mBHI-p5,0.00013842811044628556
6,C9-e003Coalescence-mGAM-p7,0.007631771693745422
7,C8-e003Coalescence-mGAM-p7,0.0001750895183115298
8,D10-e003Coalescence-mBHI-p3,0.0002464095326432531
9,F3-e004Assembly-epsilon-p3,0.00035302098862627514
10,B2-e003Coalescence-mBHI-p3,0.009088920958275168
11,A8-e003Coalescence-mBHI-p3,0.0001510295234504039
12,A4-e003Coalescence-mBHI-p7,9.993711028312487e-05
13,A3-e003Coalescence-mBHI-p7,5.931621474078312e-05
14,B9-e003Coalescence-mGAM-p5,0.00015223717018749824
15,A4-e003Coalescence-mBHI-inoculumn-redo,0.00314162322803682
16,B3-e003Coalescence-mBHI-p3,6.021371855840329e-05
17,D4-e003Coalescence-mBHI-p5,0.00015544685094224964
18,C2-e003Coalescence-mBHI-p5,7.85430993509789e-05
19,B3-e004Assembly-mBHI-p7,0.00016736724459578685
20,B5-e004Assembly-mBHI-p7,0.00020353545122529015
21,D4-e003Coalescence-mBHI-p3,0.001430434020349175
22,C4-e003GlycerolRevival-mBHI-p2,9.419547310012777e-05
23,G5-e004Assembly-epsilon-p3,0.00045734237084210633
24,C5-e004Assembly-mBHI-p3,0.007449462059362248
25,D10-e003Assembly-mGAM-p5,5.3566335633146847e-05
26,B2-e003Assembly-mBHI-p5,0.000193143312670434
27,C3-e004Assembly-mBHI-p5,0.006146856852693338
28,B2-e003Coalescence-mBHI-p5,0.007847100604765121
29,B8-e003Assembly-mGAM-p5,0.00032732320199830813
30,C4-e003Coalescence-mGAM-p7,8.554389075169505e-05
31,B12-e003Coalescence-mBHI-p3,0.00013448437468161842
32,D3-e004Assembly-mGAM-p7,0.006312387189123112
33,C8-e003Assembly-mGAM-p3,0.00018674477544032117
34,C3-e003Coalescence-mGAM-p3,6.0517342589348813e-05
35,B4-e003Assembly-mBHI-p5,0.008262537366816626
36,D4-e004Assembly-mGAM-p5,0.0002886566520335271
37,D3-e003Coalescence-Inoculumn-mBHI,0.010412657672508797
38,C3-e003Coalescence-mBHI-p7,6.822277323220679e-05
39,D11-e003Coalescence-mGAM-p5,0.0001412356752634563
40,A11-e003Coalescence-mGAM-p7,0.0005766382126772263
41,B8-e003Coalescence-mBHI-p5,0.00015708581844540287
42,B10-e003Assembly-mGAM-p5,0.00011428952393651217
43,C2-e003Coalescence-mGAM-p7,5.9697002299852306e-05
44,D3-e003Coalescence-mBHI-p5,0.00016581684145274236
45,B11-e003Coalescence-mGAM-p3,0.00014403526519237082
46,C4-e003Coalescence-mBHI-inoculumn-redo,0.00028275936052679326
47,B5-e003Assembly-mBHI-p5,0.0001730427698986536
48,D2-e003Coalescence-mBHI-p5,0.000744898609499753
49,D8-e003Assembly-mGAM-p5,0.00014612277820315743
50,D5-e003Coalescence-mGAM-p5,0.00015230745798852616
51,B5-e003Coalescence-mBHI-p5,0.0001678928541986283
52,D5-e003Coalescence-mBHI-p7,0.00014658630025234982
53,C9-e003Coalescence-mBHI-p5,0.00013860050891435056
54,A10-e003Coalescence-mBHI-p3,0.007850292532543088
55,A5-e003Coalescence-mGAM-p3,0.00015783341462092884
56,A2-e003Coalescence-Inoculumn-mGAM,0.00019227671907507925
57,E5-e004Assembly-mGAM-p5,0.008050429891658282
58,D8-e003Coalescence-mGAM-p5,0.0010684896553190585
59,A12-e003Coalescence-mGAM-p3,0.0002235636793448436
60,C2-e003Coalescence-mBHI-p3,6.429907643753646e-05
61,C4-e004Assembly-mBHI-p5,0.00010598681408760082
62,D9-e003Coalescence-mGAM-p7,0.00013862737365729968
63,D4-e003Coalescence-mBHI-p7,0.0001534025178688922
64,D8-e003Assembly-mGAM-p3,0.00011635783358336416
65,E3-e004Assembly-mGAM-p3,0.0034611322650251537
66,B10-e003Coalescence-mGAM-p3,0.006946715187020125
67,A9-e003Coalescence-mGAM-p7,0.00016099706774749817
68,B5-e003Coalescence-Inoculumn-mGAM,0.0003767127640125906
69,D10-e003Coalescence-mBHI-p5,0.00013751489883809923
70,D5-e003Coalescence-mBHI-p3,0.00015697977605111182
71,C5-e003Coalescence-mBHI-p3,0.0008970920953851809
72,D9-e003Coalescence-mGAM-p5,0.00014491256941645208
73,C9-e003Coalescence-mBHI-p3,0.0001504176597017719
74,D10-e003Coalescence-mGAM-p5,6.230448200355136e-05
75,C8-e003Coalescence-mBHI-p7,0.009077016080121523
76,B11-e003Assembly-mGAM-p5,0.00013911466484144632
77,G3-e004Assembly-epsilon-p7,0.003400557432920313
78,B4-e003Coalescence-mGAM-p5,7.30635723461752e-05
79,D4-e003Coalescence-mGAM-p5,0.00019995760498191535
80,C3-e004Assembly-mBHI-p7,0.0001499414311745914
81,B5-e003Coalescence-mGAM-p5,0.001320078629898745
82,B5-e003Coalescence-Inoculumn-mBHI,0.010322233312322848
83,G3-e004Assembly-epsilon-p3,0.0004013574091918388
84,C2-e003Coalescence-mGAM-p3,6.329968461268842e-05
85,B5-e003Coalescence-mGAM-p7,0.003481809687270677
86,D8-e003Coalescence-mBHI-p5,0.00014040373949778353
87,F5-e004Assembly-epsilon-p5,0.00028597421939109945
88,E5-e004Assembly-mGAM-p7,0.007910979409493753
89,B10-e003Coalescence-mBHI-p5,0.0001399912455235455
90,D5-e003Coalescence-Inoculumn-mGAM,0.0001263472148817581
91,F2-e004Assembly-epsilon-p3,0.00036925393652242807
92,B3-e004Assembly-mBHI-p5,0.007255722817691319
93,B5-e003Coalescence-mBHI-p3,0.00016091119805063762
94,G4-e004Assembly-epsilon-p5,0.00034350594749100354
95,C4-e003Coalescence-mGAM-p5,0.00010061448128903808
96,C5-e003Coalescence-mGAM-p7,0.004267214916205758
97,C5-e003Coalescence-mBHI-inoculumn-redo,0.010150359218006864
98,A2-e003Coalescence-mBHI-p7,0.00015789402044455333
99,A10-e003Coalescence-mBHI-p5,0.009171344828634896
