,index,shared,sample1,species_id,num_sites
0,D9-e003Assembly-mGAM-p5,23288,D9-e003Assembly-mGAM-p5,102926,23288
1,C_B1_e003Assembly_6_S205,33,D9-e003Assembly-mGAM-p5,102926,23288
2,C_B5_e003Assembly_6_S209,51,D9-e003Assembly-mGAM-p5,102926,23288
3,C_B9_e003Assembly_4_S213,34,D9-e003Assembly-mGAM-p5,102926,23288
4,D_F7_e003Assembly_S355,4150,D9-e003Assembly-mGAM-p5,102926,23288
5,D_F11_e003Assembly_S359,5831,D9-e003Assembly-mGAM-p5,102926,23288
0,D9-e003Assembly-mGAM-p5,33,C_B1_e003Assembly_6_S205,102926,2179
1,C_B1_e003Assembly_6_S205,2179,C_B1_e003Assembly_6_S205,102926,2179
2,C_B5_e003Assembly_6_S209,1206,C_B1_e003Assembly_6_S205,102926,2179
3,C_B9_e003Assembly_4_S213,908,C_B1_e003Assembly_6_S205,102926,2179
4,D_F7_e003Assembly_S355,6,C_B1_e003Assembly_6_S205,102926,2179
5,D_F11_e003Assembly_S359,7,C_B1_e003Assembly_6_S205,102926,2179
0,D9-e003Assembly-mGAM-p5,51,C_B5_e003Assembly_6_S209,102926,2511
1,C_B1_e003Assembly_6_S205,1206,C_B5_e003Assembly_6_S209,102926,2511
2,C_B5_e003Assembly_6_S209,2511,C_B5_e003Assembly_6_S209,102926,2511
3,C_B9_e003Assembly_4_S213,990,C_B5_e003Assembly_6_S209,102926,2511
4,D_F7_e003Assembly_S355,7,C_B5_e003Assembly_6_S209,102926,2511
5,D_F11_e003Assembly_S359,8,C_B5_e003Assembly_6_S209,102926,2511
0,D9-e003Assembly-mGAM-p5,34,C_B9_e003Assembly_4_S213,102926,1902
1,C_B1_e003Assembly_6_S205,908,C_B9_e003Assembly_4_S213,102926,1902
2,C_B5_e003Assembly_6_S209,990,C_B9_e003Assembly_4_S213,102926,1902
3,C_B9_e003Assembly_4_S213,1902,C_B9_e003Assembly_4_S213,102926,1902
4,D_F7_e003Assembly_S355,7,C_B9_e003Assembly_4_S213,102926,1902
5,D_F11_e003Assembly_S359,12,C_B9_e003Assembly_4_S213,102926,1902
0,D9-e003Assembly-mGAM-p5,4150,D_F7_e003Assembly_S355,102926,11231
1,C_B1_e003Assembly_6_S205,6,D_F7_e003Assembly_S355,102926,11231
2,C_B5_e003Assembly_6_S209,7,D_F7_e003Assembly_S355,102926,11231
3,C_B9_e003Assembly_4_S213,7,D_F7_e003Assembly_S355,102926,11231
4,D_F7_e003Assembly_S355,11231,D_F7_e003Assembly_S355,102926,11231
5,D_F11_e003Assembly_S359,8622,D_F7_e003Assembly_S355,102926,11231
0,D9-e003Assembly-mGAM-p5,5831,D_F11_e003Assembly_S359,102926,15966
1,C_B1_e003Assembly_6_S205,7,D_F11_e003Assembly_S359,102926,15966
2,C_B5_e003Assembly_6_S209,8,D_F11_e003Assembly_S359,102926,15966
3,C_B9_e003Assembly_4_S213,12,D_F11_e003Assembly_S359,102926,15966
4,D_F7_e003Assembly_S355,8622,D_F11_e003Assembly_S359,102926,15966
5,D_F11_e003Assembly_S359,15966,D_F11_e003Assembly_S359,102926,15966
