,index,shared,sample1,species_id
0,A_A1_A2_AA_AA_mBHI_mBHI_2_S1,34,A_A1_A2_AA_AA_mBHI_mBHI_2_S1,100910
1,A_A2_A3_ACPP_AA_mBHI_mBHI_2_S2,34,A_A1_A2_AA_AA_mBHI_mBHI_2_S1,100910
2,A_A3_A4_AE_AA_mBHI_mBHI_2_S3,34,A_A1_A2_AA_AA_mBHI_mBHI_2_S1,100910
3,A_A4_A5_AF_AA_mBHI_mBHI_2_S4,33,A_A1_A2_AA_AA_mBHI_mBHI_2_S1,100910
4,A_A5_A8_AA_AA_mGAM_mBHI_2_S5,34,A_A1_A2_AA_AA_mBHI_mBHI_2_S1,100910
5,A_A8_A11_AF_AA_mGAM_mBHI_2_S8,31,A_A1_A2_AA_AA_mBHI_mBHI_2_S1,100910
6,A_A11_A4_AE_AA_mBHI_mBHI_4_S11,34,A_A1_A2_AA_AA_mBHI_mBHI_2_S1,100910
7,A_A12_A5_AF_AA_mBHI_mBHI_4_S12,34,A_A1_A2_AA_AA_mBHI_mBHI_2_S1,100910
8,A_C1_C2_AA_AE_mBHI_mBHI_2_S25,34,A_A1_A2_AA_AA_mBHI_mBHI_2_S1,100910
9,A_C2_C3_ACPP_AE_mBHI_mBHI_2_S26,0,A_A1_A2_AA_AA_mBHI_mBHI_2_S1,100910
10,A_C3_C4_AE_AE_mBHI_mBHI_2_S27,0,A_A1_A2_AA_AA_mBHI_mBHI_2_S1,100910
11,A_C4_C5_AF_AE_mBHI_mBHI_2_S28,0,A_A1_A2_AA_AA_mBHI_mBHI_2_S1,100910
12,A_C5_C8_AA_AE_mGAM_mBHI_2_S29,34,A_A1_A2_AA_AA_mBHI_mBHI_2_S1,100910
13,A_C9_C2_AA_AE_mBHI_mBHI_4_S33,34,A_A1_A2_AA_AA_mBHI_mBHI_2_S1,100910
14,A_C10_C3_ACPP_AE_mBHI_mBHI_4_S34,0,A_A1_A2_AA_AA_mBHI_mBHI_2_S1,100910
15,A_C11_C4_AE_AE_mBHI_mBHI_4_S35,0,A_A1_A2_AA_AA_mBHI_mBHI_2_S1,100910
16,A_C12_C5_AF_AE_mBHI_mBHI_4_S36,0,A_A1_A2_AA_AA_mBHI_mBHI_2_S1,100910
17,A_D1_D2_AA_AF_mBHI_mBHI_2_S37,33,A_A1_A2_AA_AA_mBHI_mBHI_2_S1,100910
18,A_D3_D4_AE_AF_mBHI_mBHI_2_S39,0,A_A1_A2_AA_AA_mBHI_mBHI_2_S1,100910
19,A_D5_D8_AA_AF_mGAM_mBHI_2_S41,33,A_A1_A2_AA_AA_mBHI_mBHI_2_S1,100910
20,A_D9_D2_AA_AF_mBHI_mBHI_4_S45,34,A_A1_A2_AA_AA_mBHI_mBHI_2_S1,100910
21,A_D11_D4_AE_AF_mBHI_mBHI_4_S47,0,A_A1_A2_AA_AA_mBHI_mBHI_2_S1,100910
