,sample,diversity
0,C11-e003Coalescence-mBHI-p3,0.0001239847464511935
1,D10-e003Coalescence-mBHI-p3,4.9389656280115644e-05
2,A4-e003Coalescence-mBHI-inoculumn-redo,6.463168833583206e-05
3,B3-e003Coalescence-mBHI-p3,0.00034342736337465354
4,C5-e004Assembly-mBHI-p3,8.973321305517226e-05
5,C4-e003Coalescence-mGAM-p7,0.0001373149802518308
6,B4-e003Assembly-mBHI-p5,0.00013481175675428823
7,D3-e003Coalescence-Inoculumn-mBHI,0.000591740497698091
8,C4-e003Coalescence-mBHI-inoculumn-redo,5.728114498076703e-05
9,E5-e004Assembly-mGAM-p5,0.00010897943131689797
10,F5-e004Assembly-epsilon-p5,6.6990075379977e-05
11,E5-e004Assembly-mGAM-p7,4.372068013297117e-05
12,C4-e003Coalescence-mGAM-p5,8.61453180554701e-05
13,C5-e003Coalescence-mBHI-inoculumn-redo,8.113929761748824e-05
14,C4-e003Coalescence-mGAM-p3,0.00012019473227674039
15,B4-e003Assembly-mBHI-p3,7.688443176940097e-05
16,C10-e003Coalescence-mGAM-p3,0.0005917157271301872
17,C3-e003Coalescence-Inoculumn-mGAM,0.0003699432283947282
18,D4-e003Coalescence-Inoculumn-mBHI,6.250613250573276e-05
19,C10-e003Coalescence-mBHI-p7,7.075027014568356e-05
20,C11-e003Coalescence-mBHI-p5,5.146676552263755e-05
21,F5-e004Assembly-epsilon-p3,7.301603206801988e-05
22,C2-e003Coalescence-Inoculumn-mGAM,0.0005168557831502847
23,E5-e004Assembly-mGAM-p3,6.525024854412854e-05
24,B4-e003Coalescence-Inoculumn-mGAM,0.0005889495100297343
25,C4-e003Coalescence-Inoculumn-mGAM,0.0004651743785855836
26,C2-e003Coalescence-mBHI-inoculumn-redo,7.526527355273283e-05
27,C10-e003Coalescence-mGAM-p5,0.0031757565534445116
28,AG-Fecal,5.2240079078419703e-05
29,C10-e003Coalescence-mBHI-p5,7.201180993682964e-05
30,C3-e003Coalescence-mBHI-inoculumn-redo,0.0001308123779375371
31,e004-inoculumn-fecal-AR,0.0007242436486044337
32,B4-e003Coalescence-Inoculumn-mBHI,0.00010590779229363775
33,C5-e003Coalescence-Inoculumn-mGAM,0.00045527000258472255
34,C4-e003Coalescence-mBHI-p5,0.00013192343643470916
35,A4-e003Coalescence-Inoculumn-mGAM,0.0010205854344402978
36,C10-e003Coalescence-mGAM-p7,0.00023926311317980315
37,C10-e003Coalescence-mBHI-p3,5.463716551127274e-05
38,G4-e003Coalescence-mBHI-p5_S27,8.237337838852045e-05
39,G100-e003Coalescence-mGAM-p3_S179,0.0023373433238997997
40,G111-e003Coalescence-mBHI-p5_S32,3.475653388762054e-05
41,H100-e003Coalescence-mBHI-p5_S43,1.919012711292585e-05
42,G100-e003Coalescence-mBHI-p5_S31,3.4152654285533814e-05
43,G4-e003Coalescence-mBHI-p3_S35,6.483229131602591e-05
44,E8-e003Coalescence-mGAM-p3_S153,3.4892796473991094e-05
45,G4-e003Coalescence-mGAM-p5_S75,8.045753023431595e-05
46,G4-e003Coalescence-mGAM-p3_S83,9.373430189561366e-05
47,G4-e003Coalescence-mGAM-p7_S171,6.85245686790298e-05
48,G4-e003Coalescence-mBHI-p7_S123,9.407528605343107e-05
49,G100-e003Coalescence-mGAM-p5_S79,0.0034769831824150456
50,E8-e003Coalescence-mBHI-p3_S105,3.122340071705219e-05
51,G100-e003Coalescence-mBHI-p7_S127,3.660024400162668e-05
