,0
A_A2_A3_ACPP_AA_mBHI_mBHI_2_S2,29.0
A_C2_C3_ACPP_AE_mBHI_mBHI_2_S26,61.0
A_C9_C2_AA_AE_mBHI_mBHI_4_S33,9.0
A_C10_C3_ACPP_AE_mBHI_mBHI_4_S34,129.0
A_E2_A3_ACPP_AA_mBHI_mGAM_2_S50,13.0
A_E10_A3_ACPP_AA_mBHI_mGAM_4_S58,92.0
A_G2_C3_ACPP_AE_mBHI_mGAM_2_S74,22.0
B_A2_E3_ACPP_AA_mBHI_mBHI_2_S98,114.0
B_D2_H3_ACPP_AF_mBHI_mBHI_2_S134,12.0
B_E2_E3_ACPP_AA_mBHI_mGAM_2_S146,71.0
B_H2_H3_ACPP_AF_mBHI_mGAM_2_S182,12.0
B2-e003Coalescence-mBHI-p3,67.0
B2-e003Coalescence-mBHI-p5,53.0
C3-e003Coalescence-mGAM-p3,47.0
C3-e003Coalescence-mBHI-p7,5.0
C3-e003Coalescence-mBHI-p5,55.0
B2-e003Coalescence-mGAM-p3,52.0
A3-e003Coalescence-mGAM-p7,6.0
B3-e003Coalescence-mBHI-p7,54.0
B3-e003Coalescence-mGAM-p5,12.0
B3-e003Coalescence-mBHI-p5,28.0
A3-e003Coalescence-mBHI-p3,67.0
B2-e003Coalescence-mBHI-p7,19.0
B4-e003Coalescence-mBHI-p3,32.0
E3-e003Coalescence-mGAM-p3_S58,52.0
E3-e003Coalescence-mBHI-p3_S10,114.0
F2-e003Coalescence-mGAM-p7_S157,50.0
E3-e003Coalescence-mGAM-p5_S50,45.0
F2-e003Coalescence-mGAM-p5_S61,14.0
G3-e003Coalescence-mBHI-p3_S34,23.0
G3-e003Coalescence-mBHI-p5_S26,17.0
F2-e003Coalescence-mBHI-p3_S21,22.0
F3-e003Coalescence-mBHI-p3_S22,116.0
F4-e003Coalescence-mGAM-p5_S63,44.0
F3-e003Coalescence-mBHI-p5_S14,74.0
E3-e003Coalescence-mGAM-p7_S146,30.0
F3-e003Coalescence-mGAM-p5_S62,46.0
E3-e003Coalescence-mBHI-p5_S2,70.0
G3-e003Coalescence-mGAM-p3_S82,69.0
F3-e003Coalescence-mGAM-p7_S158,62.0
F3-e003Coalescence-mBHI-p7_S110,57.0
F2-e003Coalescence-mBHI-p5_S13,157.0
F4-e003Coalescence-mBHI-p3_S23,49.0
F4-e003Coalescence-mGAM-p3_S71,25.0
F4-e003Coalescence-mGAM-p7_S159,84.0
D3-e003Coalescence-Inoculumn-mBHI,116.0
B5-e003Coalescence-Inoculumn-mBHI,64.0
A3-e003Coalescence-mBHI-inoculumn-redo,15.0
B3-e003Coalescence-Inoculumn-mBHI,99.0
B2-e003Coalescence-Inoculumn-mBHI,12.0
C3-e003Coalescence-mBHI-inoculumn-redo,60.0
B4-e003Coalescence-Inoculumn-mBHI,31.0
B3-e003Coalescence-mGAM-p1_S729,68.0
B5-e003Coalescence-mBHI-p1_S741,13.0
E3-e003Coalescence-mBHI-p1_S788,37.0
H3-e003Coalescence-mBHI-p1_S791,8.0
A3-e003Coalescence-mBHI-p1_S724,56.0
B5-e003Coalescence-mGAM-p1_S745,6.0
D3-e003Coalescence-mGAM-p1_S731,10.0
G3-e003Coalescence-mBHI-p1_S790,70.0
B2-e003Coalescence-mBHI-p1_S717,53.0
A3-e003Coalescence-mGAM-p1_S728,23.0
F2-e003Coalescence-mBHI-p1_S781,48.0
B3-e003Coalescence-mBHI-p1_S725,114.0
F5-e003Coalescence-mBHI-p1_S805,10.0
C3-e003Coalescence-mGAM-p1_S730,28.0
F3-e003Coalescence-mBHI-p1_S789,71.0
B4-e003Coalescence-mBHI-p1_S733,57.0
F2-e003Coalescence-mGAM-p1_S785,25.0
F5-e003Coalescence-mGAM-p1_S809,7.0
G3-e003Coalescence-mGAM-p1_S794,24.0
F4-e003Coalescence-mBHI-p1_S797,34.0
C3-e003Coalescence-mBHI-p1_S726,59.0
F4-e003Coalescence-mGAM-p1_S801,35.0
A2-e003Coalescence-mGAM-p1_S720,6.0
B4-e003Coalescence-mGAM-p1_S737,74.0
F3-e003Coalescence-mGAM-p1_S793,54.0
Coalescence-D1-B2-AA-ACPP-mBHI-mGAM-5_S656,73.0
Coalescence-A6-B2-AA-ACPP-mBHI-mGAM-7_S625,37.0
Coalescence-D12-B4-ACPP-AE-mBHI-mGAM-3_S667,17.0
Coalescence-D7-A3-AA-ACPP-mBHI-mGAM-3_S662,43.0
Coalescence-D11-B3-ACPP-ACPP-mBHI-mGAM-3_S666,176.0
Coalescence-A7-B3-ACPP-ACPP-mBHI-mGAM-7_S626,39.0
Coalescence-E4-C3-ACPP-AE-mBHI-mBHI-3_S671,108.0
Coalescence-B7-E3-AA-ACPP-mBHI-mBHI-7_S638,44.0
Coalescence-C5-A3-AA-ACPP-mBHI-mGAM-5_S648,40.0
B3-e003Assembly-mBHI-p5,12.0
C3-e003GlycerolRevival-mBHI-p2,11.0
D3-e003Assembly-mBHI-p5,9.0
