,0
C9-e003Coalescence-mGAM-p3,5.0
D2-e004Assembly-mGAM-p7,11.0
C9-e003Coalescence-mGAM-p7,6.0
e004-inoculumn-fecal-BD,8.0
B9-e003Coalescence-mGAM-p5,5.0
F4-e004Assembly-epsilon-p5,11.0
e004-inoculumn-fecal-AK,10.0
C8-e003Assembly-mGAM-p3,10.0
D4-e004Assembly-mGAM-p5,10.0
C8-e003Assembly-mGAM-p5,4.0
B11-e003Coalescence-mGAM-p3,6.0
D8-e003Assembly-mGAM-p5,6.0
D8-e003Assembly-mGAM-p3,6.0
E4-e004Assembly-mGAM-p7,12.0
D2-e004Assembly-mGAM-p3,8.0
B5-e003Coalescence-Inoculumn-mGAM,22.0
B11-e003Assembly-mGAM-p5,7.0
BB-Fecal,4.0
F5-e004Assembly-epsilon-p5,11.0
D5-e003Coalescence-Inoculumn-mGAM,31.0
F2-e004Assembly-epsilon-p3,8.0
G4-e004Assembly-epsilon-p5,4.0
BF-Fecal,10.0
AM-Fecal,4.0
E4-e004Assembly-mGAM-p3,8.0
B9-e003GlycerolRevival-mGAM-p2,6.0
B2-e003Coalescence-Inoculumn-mGAM,11.0
D9-e003Assembly-mGAM-p5,4.0
A3-e003Coalescence-Inoculumn-mGAM,6.0
D11-e003Assembly-mGAM-p3,4.0
G4-e004Assembly-epsilon-p3,29.0
G2-e004Assembly-epsilon-p3,15.0
BG-Fecal,6.0
B9-e003Assembly-mGAM-p5,5.0
E2-e004Assembly-mGAM-p7,10.0
B11-e003Assembly-mGAM-p3,5.0
B9-e003Coalescence-mGAM-p7,4.0
B11-e003Coalescence-mGAM-p7,3.0
C3-e003Coalescence-Inoculumn-mGAM,11.0
F4-e004Assembly-epsilon-p3,10.0
F5-e004Assembly-epsilon-p3,31.0
E2-e004Assembly-mGAM-p5,14.0
B3-e003Coalescence-Inoculumn-mGAM,28.0
D4-e004Assembly-mGAM-p3,7.0
E4-e004Assembly-mGAM-p5,21.0
B4-e003Coalescence-Inoculumn-mGAM,22.0
F2-e004Assembly-epsilon-p7,7.0
B2-e003Assembly-mBHI-p3,5.0
F4-e004Assembly-epsilon-p7,13.0
D11-e003Assembly-mGAM-p5,4.0
B11-e003GlycerolRevival-mGAM-p2,7.0
E2-e004Assembly-mGAM-p3,5.0
D4-e004Assembly-mGAM-p7,35.0
C11-e003Assembly-mGAM-p3,4.0
C11-e003Assembly-mGAM-p5,4.0
C11-e003GlycerolRevival-mGAM-p2,4.0
A5-e003Coalescence-Inoculumn-mGAM,12.0
D4-e003Coalescence-Inoculumn-mGAM,4.0
G2-e004Assembly-epsilon-p5,7.0
BK-Fecal,5.0
F2-e004Assembly-epsilon-p5,5.0
C9-e003GlycerolRevival-mGAM-p2,5.0
C9-e003Coalescence-mGAM-p5,6.0
D2-e003Coalescence-Inoculumn-mGAM,13.0
D3-e003Coalescence-Inoculumn-mGAM,25.0
C5-e003Coalescence-Inoculumn-mGAM,17.0
B2-e004Assembly-mBHI-p3,4.0
BC-Fecal,6.0
BA-Fecal,4.0
F111-e003Coalescence-mGAM-p7_S164,4.0
G9-e003Coalescence-mGAM-p5_S78,4.0
G9-e003Coalescence-mGAM-p7_S174,4.0
F111-e003Coalescence-mGAM-p3_S168,5.0
G9-e003Coalescence-mGAM-p3_S178,6.0
