,sample,diversity
0,C9-e003Coalescence-mGAM-p3,7.90646860058102e-05
1,D11-e003Coalescence-mBHI-p5,3.765461643329122e-05
2,C9-e003Coalescence-mGAM-p7,9.043467912571624e-05
3,C8-e003Coalescence-mGAM-p7,0.0022046423356228704
4,F3-e004Assembly-epsilon-p3,5.607555675673688e-05
5,B2-e003Coalescence-mBHI-p3,0.00877826556488643
6,A8-e003Coalescence-mBHI-p3,0.0021377923882956733
7,e004-inoculumn-fecal-BD,0.0010930822996912434
8,A4-e003Coalescence-mBHI-p7,4.148247101939657e-05
9,B9-e003Coalescence-mGAM-p5,5.4767356095215536e-05
10,A4-e003Coalescence-mBHI-inoculumn-redo,0.005488148126447286
11,B3-e003Coalescence-mBHI-p3,0.00037235161070280087
12,C2-e003Coalescence-mBHI-p5,8.075831126016847e-05
13,B3-e004Assembly-mBHI-p7,0.00012337524163872818
14,C4-e003GlycerolRevival-mBHI-p2,4.211857904985569e-05
15,G5-e004Assembly-epsilon-p3,3.4137221125162806e-05
16,B2-e003Assembly-mBHI-p5,0.00016817535963512909
17,C3-e004Assembly-mBHI-p5,4.9014837542646486e-05
18,B2-e003Coalescence-mBHI-p5,0.009428218909204112
19,B8-e003Assembly-mGAM-p5,0.0008056161671546805
20,C4-e003Coalescence-mGAM-p7,6.518610007781785e-05
21,e004-inoculumn-fecal-AK,5.072744835909865e-05
22,D3-e004Assembly-mGAM-p7,9.940039740763763e-05
23,C8-e003Assembly-mGAM-p3,6.708849150456291e-05
24,C3-e003Coalescence-mGAM-p3,5.080812008600798e-05
25,D4-e004Assembly-mGAM-p5,4.056874631915983e-05
26,D3-e003Coalescence-Inoculumn-mBHI,0.020377361322715982
27,C8-e003Assembly-mGAM-p5,0.0001829673014074857
28,C3-e003Coalescence-mBHI-p7,9.975302366132377e-05
29,D11-e003Coalescence-mGAM-p5,3.5207009212576946e-05
30,A11-e003Coalescence-mGAM-p7,0.00019217195746784512
31,C2-e003Coalescence-mGAM-p7,2.661166013771193e-05
32,B11-e003Coalescence-mGAM-p3,6.35253129892171e-05
33,B5-e003Assembly-mBHI-p5,0.007590301897323305
34,D2-e003Coalescence-mBHI-p5,0.0039052435024827933
35,D8-e003Assembly-mGAM-p5,0.0016693704445151392
36,D5-e003Coalescence-mGAM-p5,0.013814517349415148
37,A5-e003Coalescence-mGAM-p3,0.0029591855415991917
38,A2-e003Coalescence-Inoculumn-mGAM,5.6147672643432425e-05
39,D8-e003Coalescence-mGAM-p5,0.002420403625656475
40,A12-e003Coalescence-mGAM-p3,0.002295594142819489
41,C2-e003Coalescence-mBHI-p3,0.00011029450018902674
42,D9-e003Coalescence-mGAM-p7,7.397016172113106e-05
43,D8-e003Assembly-mGAM-p3,0.00011617580606765566
44,E4-e004Assembly-mGAM-p7,0.00031403053874963987
45,B10-e003Coalescence-mGAM-p3,7.943926101975854e-05
46,B5-e003Coalescence-Inoculumn-mGAM,0.0017572969511172763
47,D5-e003Coalescence-mBHI-p3,0.008312670873216112
48,D9-e003Coalescence-mGAM-p5,0.00017175079980169745
49,C8-e003Coalescence-mBHI-p7,6.285975625726563e-05
50,B11-e003Assembly-mGAM-p5,3.929033240322826e-05
51,G3-e004Assembly-epsilon-p7,5.030302737161845e-05
52,B4-e003Coalescence-mGAM-p5,0.00036052317487272754
53,D4-e003Coalescence-mGAM-p5,0.004245698790884195
54,C3-e004Assembly-mBHI-p7,5.210518760628078e-05
55,B5-e003Coalescence-mGAM-p5,0.016701655627213464
56,BB-Fecal,0.004303506754306417
57,B5-e003Coalescence-Inoculumn-mBHI,0.01811851994544093
58,G3-e004Assembly-epsilon-p3,5.091143031035145e-05
59,C2-e003Coalescence-mGAM-p3,0.00011267930707125251
60,B5-e003Coalescence-mGAM-p7,0.01594913127182875
61,D8-e003Coalescence-mBHI-p5,0.013677807016715247
62,D5-e003Coalescence-Inoculumn-mGAM,2.9226420044392194e-05
63,B3-e004Assembly-mBHI-p5,0.00012274922153526785
64,C5-e003Coalescence-mGAM-p7,0.0028744111081441194
65,C5-e003Coalescence-mBHI-inoculumn-redo,0.014063778274039844
66,A2-e003Coalescence-mBHI-p7,1.9910997839656735e-05
67,A10-e003Coalescence-mBHI-p5,0.00011093443774729136
68,BF-Fecal,0.015174764798766416
69,AM-Fecal,5.7284709394438255e-05
70,B8-e003Assembly-mGAM-p3,0.00017944627392885618
71,A4-e003Coalescence-mGAM-p5,0.00016461908087438113
72,D5-e003Coalescence-mBHI-p5,8.275028721660935e-05
73,D3-e003Assembly-mBHI-p3,4.7194557918698046e-05
74,D4-e003Coalescence-mGAM-p7,0.003243631276314354
75,A8-e003Coalescence-mBHI-p7,0.00040941739940392896
76,e003-inoculumn-fecal-AC,0.0019547117107425447
77,C4-e003Coalescence-mGAM-p3,0.0012159077461364844
78,B2-e003Coalescence-Inoculumn-mGAM,0.009225575623521318
79,C5-e003Coalescence-mGAM-p3,0.0017798017998663714
80,A3-e003Coalescence-mBHI-inoculumn-redo,0.003901491729108785
81,B12-e003Coalescence-mGAM-p3,4.557494694527588e-05
82,A11-e003Coalescence-mBHI-p7,0.007750323335687461
83,A3-e003Coalescence-Inoculumn-mGAM,0.008087097848009556
84,C3-e003Coalescence-mGAM-p5,0.0012520355550054345
85,D3-e003Assembly-mBHI-p5,5.584224777063963e-05
86,A10-e003Coalescence-mGAM-p3,0.0004790542533150016
87,A9-e003Coalescence-mBHI-p3,0.008411922416595222
88,A2-e003Coalescence-Inoculumn-mBHI,5.7829613305767884e-05
89,D11-e003Assembly-mGAM-p3,0.00485827874676041
90,D2-e003Assembly-mBHI-p3,0.0009953187319189725
91,B3-e003Assembly-mBHI-p5,0.0003233923633396644
92,D5-e003Coalescence-Inoculumn-mBHI,0.016979519780642858
93,B2-e003Coalescence-mGAM-p3,0.006630794278434979
94,B3-e003Coalescence-Inoculumn-mBHI,0.0127642325505179
95,A8-e003Coalescence-mBHI-p5,0.000311466262076612
96,D5-e004Assembly-mGAM-p7,3.7088337287045185e-05
97,D5-e003Assembly-mBHI-p5,0.007480505996561262
98,A5-e003Coalescence-mBHI-p7,0.005092154707431172
99,BG-Fecal,0.0013200791334309267
100,D2-e003Coalescence-mGAM-p5,0.0018262809557672583
101,D3-e003Coalescence-mGAM-p3,0.0035856765863035976
102,D9-e003Coalescence-mGAM-p3,0.00011673295570183175
103,D3-e003Coalescence-mGAM-p5,0.01967212874113936
104,A5-e003Coalescence-mBHI-inoculumn-redo,0.013113890396964147
105,B11-e003Assembly-mGAM-p3,2.0634394280262156e-05
106,B9-e003Coalescence-mGAM-p7,4.493528898430289e-05
107,B11-e003Coalescence-mGAM-p7,5.5148591476223246e-05
108,C3-e003Coalescence-Inoculumn-mGAM,0.0058309673150686026
109,A3-e003Coalescence-mGAM-p7,0.00021069537289172943
110,D4-e003Coalescence-Inoculumn-mBHI,0.01397939731927636
111,A4-e003Coalescence-mBHI-p5,6.10632703722777e-05
112,B3-e003Coalescence-mBHI-p7,0.005260071017323923
113,D10-e003Coalescence-mGAM-p7,0.004744309223256373
114,C11-e003Coalescence-mGAM-p3,0.00420802082420968
115,A10-e003Coalescence-mBHI-p7,6.531354320242614e-05
116,C11-e003Coalescence-mBHI-p5,0.0005710178535638243
117,A2-e003Coalescence-mGAM-p7,5.188354685676241e-05
118,F5-e004Assembly-epsilon-p3,3.603027984718357e-05
119,E3-e004Assembly-mGAM-p5,6.92004475832723e-05
120,E2-e004Assembly-mGAM-p5,4.872567142452546e-05
121,C3-e003GlycerolRevival-mBHI-p2,8.066765324774121e-05
122,D10-e003Coalescence-mGAM-p3,0.0003713704556451072
123,A9-e003Coalescence-mBHI-p7,0.011572107333434608
124,C2-e003Coalescence-Inoculumn-mGAM,0.0006521477912903514
125,B3-e003Coalescence-Inoculumn-mGAM,6.956702795305344e-05
126,D11-e003Coalescence-mGAM-p7,4.1020259604940135e-05
127,D5-e003Coalescence-mGAM-p3,0.019556626796487973
128,E4-e004Assembly-mGAM-p5,6.296044123227689e-05
129,D2-e003Coalescence-Inoculumn-mBHI,0.010576683752906327
130,B4-e003Coalescence-Inoculumn-mGAM,0.007105541860721371
131,B2-e003Assembly-mBHI-p3,0.00043386729794068113
132,D4-e003Coalescence-mGAM-p3,0.009735315201647035
133,A2-e003Coalescence-mGAM-p5,6.254376782112893e-05
134,C3-e003Coalescence-mGAM-p7,4.10700971781684e-05
135,B11-e003GlycerolRevival-mGAM-p2,3.208614720400589e-05
136,B3-e003Coalescence-mGAM-p5,0.019022872633591224
137,D3-e004Assembly-mGAM-p5,7.72686550953211e-05
138,C11-e003Coalescence-mGAM-p7,0.007194632541985418
139,C11-e003Assembly-mGAM-p3,0.004031889804891549
140,D10-e003Coalescence-mBHI-p7,0.0001122297149258015
141,A2-e003Coalescence-mBHI-p3,9.428318917006536e-05
142,B8-e003Coalescence-mGAM-p5,0.00026801632957463087
143,C3-e004Assembly-mBHI-p3,5.861333411484446e-05
144,C11-e003Assembly-mGAM-p5,0.001590913511095552
145,C2-e003Coalescence-mBHI-inoculumn-redo,0.0036919323030212706
146,A8-e003Coalescence-mGAM-p7,5.865163841372866e-05
147,B2-e003Coalescence-Inoculumn-mBHI,0.008634021525548553
148,A11-e003Coalescence-mBHI-p5,0.011689141026018385
149,A5-e003Coalescence-Inoculumn-mGAM,0.0186508987862753
150,A3-e003Coalescence-mBHI-p3,0.00945187709789642
151,AG-Fecal,2.173726013505474e-05
152,D4-e003Coalescence-Inoculumn-mGAM,0.0014060691482699352
153,A2-e003Coalescence-mBHI-p5,5.252273018086502e-05
154,B9-e003Coalescence-mBHI-p3,3.530074748269519e-05
155,C3-e003Coalescence-mBHI-inoculumn-redo,0.016605400143256396
156,e004-inoculumn-fecal-AR,0.020313519149678924
157,B5-e003Coalescence-mGAM-p3,0.003568875685368746
158,BK-Fecal,4.2814518511162893e-05
159,C3-e003Assembly-mBHI-p5,0.0001001373836055564
160,A4-e003Coalescence-mBHI-p3,4.669912387694543e-05
