,sample,diversity
0,C9-e003Coalescence-mGAM-p3,2.2618285682377774e-05
1,C9-e003Coalescence-mGAM-p7,2.755589784534076e-05
2,B9-e003Coalescence-mGAM-p5,2.7162898725777838e-05
3,C4-e003GlycerolRevival-mBHI-p2,3.205133912275485e-05
4,B12-e003Coalescence-mBHI-p3,3.2791544153814203e-05
5,B8-e003Coalescence-mBHI-p5,2.9316625917734016e-05
6,B11-e003Coalescence-mGAM-p3,3.104444082259302e-05
7,C9-e003Coalescence-mBHI-p5,2.1929514296628515e-05
8,D9-e003Coalescence-mGAM-p7,3.4299664499776525e-05
9,B10-e003Coalescence-mGAM-p3,3.0026518714822607e-05
10,A9-e003Coalescence-mGAM-p7,2.4035822703161895e-05
11,B5-e003Coalescence-Inoculumn-mGAM,4.4898294412352505e-05
12,D9-e003Coalescence-mGAM-p5,3.277604656031251e-05
13,C9-e003Coalescence-mBHI-p3,2.900367427034537e-05
14,B10-e003Coalescence-mBHI-p5,2.2641803136597292e-05
15,BF-Fecal,0.001855078734219849
16,e003-inoculumn-fecal-AC,5.550763093431172e-05
17,B9-e003GlycerolRevival-mGAM-p2,2.513808716185725e-05
18,B2-e003Coalescence-Inoculumn-mGAM,3.929141569881238e-05
19,B12-e003Coalescence-mGAM-p3,2.4972051207905355e-05
20,A3-e003Coalescence-Inoculumn-mGAM,3.147348669048308e-05
21,A9-e003Coalescence-mBHI-p3,3.3867666327284425e-05
22,A9-e003Coalescence-mBHI-p5,3.439079043291199e-05
23,D9-e003Coalescence-mBHI-p3,2.5792081434198448e-05
24,B9-e003Assembly-mGAM-p5,2.8962687084681185e-05
25,D9-e003Coalescence-mGAM-p3,2.7628556025398437e-05
26,B9-e003Coalescence-mGAM-p7,3.472901446144512e-05
27,B11-e003Coalescence-mGAM-p7,2.6823688965378127e-05
28,C3-e003Coalescence-Inoculumn-mGAM,3.137885166387263e-05
29,B9-e003Coalescence-mBHI-p5,2.5759681229237874e-05
30,B10-e003Coalescence-mBHI-p3,2.4796245706707172e-05
31,C3-e003GlycerolRevival-mBHI-p2,3.2044800054689795e-05
32,B10-e003Coalescence-mGAM-p7,2.8517442953231825e-05
