,index,shared,sample1,species_id,num_sites
0,C_E9_E2_AA_AA_mBHI_mGAM_4_S249,307,C_E9_E2_AA_AA_mBHI_mGAM_4_S249,101747,307
1,e003-inoculumn-fecal-inoculumn,2,C_E9_E2_AA_AA_mBHI_mGAM_4_S249,101747,307
2,Assembly-G6-C2-AA-mBHI-3_S697,1,C_E9_E2_AA_AA_mBHI_mGAM_4_S249,101747,307
3,C_B1_e003Assembly_6_S205,1,C_E9_E2_AA_AA_mBHI_mGAM_4_S249,101747,307
4,C_B9_e003Assembly_4_S213,1,C_E9_E2_AA_AA_mBHI_mGAM_4_S249,101747,307
5,D_B9_e003Assembly_S309,1,C_E9_E2_AA_AA_mBHI_mGAM_4_S249,101747,307
0,C_E9_E2_AA_AA_mBHI_mGAM_4_S249,2,e003-inoculumn-fecal-inoculumn,101747,329
1,e003-inoculumn-fecal-inoculumn,329,e003-inoculumn-fecal-inoculumn,101747,329
2,Assembly-G6-C2-AA-mBHI-3_S697,5,e003-inoculumn-fecal-inoculumn,101747,329
3,C_B1_e003Assembly_6_S205,8,e003-inoculumn-fecal-inoculumn,101747,329
4,C_B9_e003Assembly_4_S213,9,e003-inoculumn-fecal-inoculumn,101747,329
5,D_B9_e003Assembly_S309,4,e003-inoculumn-fecal-inoculumn,101747,329
0,C_E9_E2_AA_AA_mBHI_mGAM_4_S249,1,Assembly-G6-C2-AA-mBHI-3_S697,101747,404
1,e003-inoculumn-fecal-inoculumn,5,Assembly-G6-C2-AA-mBHI-3_S697,101747,404
2,Assembly-G6-C2-AA-mBHI-3_S697,404,Assembly-G6-C2-AA-mBHI-3_S697,101747,404
3,C_B1_e003Assembly_6_S205,3,Assembly-G6-C2-AA-mBHI-3_S697,101747,404
4,C_B9_e003Assembly_4_S213,5,Assembly-G6-C2-AA-mBHI-3_S697,101747,404
5,D_B9_e003Assembly_S309,0,Assembly-G6-C2-AA-mBHI-3_S697,101747,404
0,C_E9_E2_AA_AA_mBHI_mGAM_4_S249,1,C_B1_e003Assembly_6_S205,101747,26
1,e003-inoculumn-fecal-inoculumn,8,C_B1_e003Assembly_6_S205,101747,26
2,Assembly-G6-C2-AA-mBHI-3_S697,3,C_B1_e003Assembly_6_S205,101747,26
3,C_B1_e003Assembly_6_S205,26,C_B1_e003Assembly_6_S205,101747,26
4,C_B9_e003Assembly_4_S213,14,C_B1_e003Assembly_6_S205,101747,26
5,D_B9_e003Assembly_S309,2,C_B1_e003Assembly_6_S205,101747,26
0,C_E9_E2_AA_AA_mBHI_mGAM_4_S249,1,C_B9_e003Assembly_4_S213,101747,34
1,e003-inoculumn-fecal-inoculumn,9,C_B9_e003Assembly_4_S213,101747,34
2,Assembly-G6-C2-AA-mBHI-3_S697,5,C_B9_e003Assembly_4_S213,101747,34
3,C_B1_e003Assembly_6_S205,14,C_B9_e003Assembly_4_S213,101747,34
4,C_B9_e003Assembly_4_S213,34,C_B9_e003Assembly_4_S213,101747,34
5,D_B9_e003Assembly_S309,6,C_B9_e003Assembly_4_S213,101747,34
0,C_E9_E2_AA_AA_mBHI_mGAM_4_S249,1,D_B9_e003Assembly_S309,101747,188
1,e003-inoculumn-fecal-inoculumn,4,D_B9_e003Assembly_S309,101747,188
2,Assembly-G6-C2-AA-mBHI-3_S697,0,D_B9_e003Assembly_S309,101747,188
3,C_B1_e003Assembly_6_S205,2,D_B9_e003Assembly_S309,101747,188
4,C_B9_e003Assembly_4_S213,6,D_B9_e003Assembly_S309,101747,188
5,D_B9_e003Assembly_S309,188,D_B9_e003Assembly_S309,101747,188
