,index,shared,sample1,species_id,num_sites
0,e003-inoculumn-fecal-AC,15744,e003-inoculumn-fecal-AC,100031,15744
1,e003-inoculumn-fecal-AF,1674,e003-inoculumn-fecal-AC,100031,15744
2,e003-inoculumn-fecal-inoculumn,1227,e003-inoculumn-fecal-AC,100031,15744
3,C_B1_e003Assembly_6_S205,465,e003-inoculumn-fecal-AC,100031,15744
4,D_F7_e003Assembly_S355,663,e003-inoculumn-fecal-AC,100031,15744
0,e003-inoculumn-fecal-AC,1674,e003-inoculumn-fecal-AF,100031,9981
1,e003-inoculumn-fecal-AF,9981,e003-inoculumn-fecal-AF,100031,9981
2,e003-inoculumn-fecal-inoculumn,460,e003-inoculumn-fecal-AF,100031,9981
3,C_B1_e003Assembly_6_S205,172,e003-inoculumn-fecal-AF,100031,9981
4,D_F7_e003Assembly_S355,378,e003-inoculumn-fecal-AF,100031,9981
0,e003-inoculumn-fecal-AC,1227,e003-inoculumn-fecal-inoculumn,100031,8779
1,e003-inoculumn-fecal-AF,460,e003-inoculumn-fecal-inoculumn,100031,8779
2,e003-inoculumn-fecal-inoculumn,8779,e003-inoculumn-fecal-inoculumn,100031,8779
3,C_B1_e003Assembly_6_S205,3347,e003-inoculumn-fecal-inoculumn,100031,8779
4,D_F7_e003Assembly_S355,272,e003-inoculumn-fecal-inoculumn,100031,8779
0,e003-inoculumn-fecal-AC,465,C_B1_e003Assembly_6_S205,100031,4142
1,e003-inoculumn-fecal-AF,172,C_B1_e003Assembly_6_S205,100031,4142
2,e003-inoculumn-fecal-inoculumn,3347,C_B1_e003Assembly_6_S205,100031,4142
3,C_B1_e003Assembly_6_S205,4142,C_B1_e003Assembly_6_S205,100031,4142
4,D_F7_e003Assembly_S355,99,C_B1_e003Assembly_6_S205,100031,4142
0,e003-inoculumn-fecal-AC,663,D_F7_e003Assembly_S355,100031,5837
1,e003-inoculumn-fecal-AF,378,D_F7_e003Assembly_S355,100031,5837
2,e003-inoculumn-fecal-inoculumn,272,D_F7_e003Assembly_S355,100031,5837
3,C_B1_e003Assembly_6_S205,99,D_F7_e003Assembly_S355,100031,5837
4,D_F7_e003Assembly_S355,5837,D_F7_e003Assembly_S355,100031,5837
