,index,shared,sample1,species_id,num_sites
0,e003-inoculumn-fecal-AF,9221,e003-inoculumn-fecal-AF,103683,9221
1,C_B1_e003Assembly_6_S205,86,e003-inoculumn-fecal-AF,103683,9221
2,C_B5_e003Assembly_6_S209,87,e003-inoculumn-fecal-AF,103683,9221
3,C_B9_e003Assembly_4_S213,79,e003-inoculumn-fecal-AF,103683,9221
4,C_F4_e003Assembly_6_S256,7732,e003-inoculumn-fecal-AF,103683,9221
5,C_F5_e003Assembly_6_S257,80,e003-inoculumn-fecal-AF,103683,9221
6,C_F8_e003Assembly_6_S260,7704,e003-inoculumn-fecal-AF,103683,9221
7,C_F9_e003Assembly_4_S261,81,e003-inoculumn-fecal-AF,103683,9221
8,C_F12_e003Assembly_4_S264,7778,e003-inoculumn-fecal-AF,103683,9221
9,D_F5_e003Assembly_S353,35,e003-inoculumn-fecal-AF,103683,9221
10,D_F8_e003Assembly_S356,6863,e003-inoculumn-fecal-AF,103683,9221
11,D_F9_e003Assembly_S357,43,e003-inoculumn-fecal-AF,103683,9221
12,D_F12_e003Assembly_S360,6984,e003-inoculumn-fecal-AF,103683,9221
0,e003-inoculumn-fecal-AF,86,C_B1_e003Assembly_6_S205,103683,4505
1,C_B1_e003Assembly_6_S205,4505,C_B1_e003Assembly_6_S205,103683,4505
2,C_B5_e003Assembly_6_S209,3888,C_B1_e003Assembly_6_S205,103683,4505
3,C_B9_e003Assembly_4_S213,3362,C_B1_e003Assembly_6_S205,103683,4505
4,C_F4_e003Assembly_6_S256,15,C_B1_e003Assembly_6_S205,103683,4505
5,C_F5_e003Assembly_6_S257,3415,C_B1_e003Assembly_6_S205,103683,4505
6,C_F8_e003Assembly_6_S260,17,C_B1_e003Assembly_6_S205,103683,4505
7,C_F9_e003Assembly_4_S261,3236,C_B1_e003Assembly_6_S205,103683,4505
8,C_F12_e003Assembly_4_S264,11,C_B1_e003Assembly_6_S205,103683,4505
9,D_F5_e003Assembly_S353,2593,C_B1_e003Assembly_6_S205,103683,4505
10,D_F8_e003Assembly_S356,19,C_B1_e003Assembly_6_S205,103683,4505
11,D_F9_e003Assembly_S357,3588,C_B1_e003Assembly_6_S205,103683,4505
