,index,shared,sample1,species_id,num_sites
0,A_A8_A11_AF_AA_mGAM_mBHI_2_S8,12946,A_A8_A11_AF_AA_mGAM_mBHI_2_S8,101562,12946
1,A_C4_C5_AF_AE_mBHI_mBHI_2_S28,7,A_A8_A11_AF_AA_mGAM_mBHI_2_S8,101562,12946
2,A_C8_C11_AF_AE_mGAM_mBHI_2_S32,78,A_A8_A11_AF_AA_mGAM_mBHI_2_S8,101562,12946
3,A_C12_C5_AF_AE_mBHI_mBHI_4_S36,41,A_A8_A11_AF_AA_mGAM_mBHI_2_S8,101562,12946
4,A_D3_D4_AE_AF_mBHI_mBHI_2_S39,14,A_A8_A11_AF_AA_mGAM_mBHI_2_S8,101562,12946
5,A_D4_D5_AF_AF_mBHI_mBHI_2_S40,15,A_A8_A11_AF_AA_mGAM_mBHI_2_S8,101562,12946
6,A_D5_D8_AA_AF_mGAM_mBHI_2_S41,3306,A_A8_A11_AF_AA_mGAM_mBHI_2_S8,101562,12946
7,A_D8_D11_AF_AF_mGAM_mBHI_2_S44,18,A_A8_A11_AF_AA_mGAM_mBHI_2_S8,101562,12946
8,A_D12_D5_AF_AF_mBHI_mBHI_4_S48,30,A_A8_A11_AF_AA_mGAM_mBHI_2_S8,101562,12946
9,A_H1_D2_AA_AF_mBHI_mGAM_2_S85,25,A_A8_A11_AF_AA_mGAM_mBHI_2_S8,101562,12946
10,A_H8_D11_AF_AF_mGAM_mGAM_2_S92,15,A_A8_A11_AF_AA_mGAM_mBHI_2_S8,101562,12946
11,A_H9_D2_AA_AF_mBHI_mGAM_4_S93,11,A_A8_A11_AF_AA_mGAM_mBHI_2_S8,101562,12946
12,B_A12_A11_AF_AA_mGAM_mBHI_4_S108,1113,A_A8_A11_AF_AA_mGAM_mBHI_2_S8,101562,12946
13,B_D4_H5_AF_AF_mBHI_mBHI_2_S136,11,A_A8_A11_AF_AA_mGAM_mBHI_2_S8,101562,12946
14,B_D7_H10_AE_AF_mGAM_mBHI_2_S139,84,A_A8_A11_AF_AA_mGAM_mBHI_2_S8,101562,12946
15,B_D8_H11_AF_AF_mGAM_mBHI_2_S140,33,A_A8_A11_AF_AA_mGAM_mBHI_2_S8,101562,12946
16,B_D11_D10_AE_AF_mGAM_mBHI_4_S143,41,A_A8_A11_AF_AA_mGAM_mBHI_2_S8,101562,12946
17,B_D12_D11_AF_AF_mGAM_mBHI_4_S144,20,A_A8_A11_AF_AA_mGAM_mBHI_2_S8,101562,12946
18,B_H4_H5_AF_AF_mBHI_mGAM_2_S184,7,A_A8_A11_AF_AA_mGAM_mBHI_2_S8,101562,12946
19,C_C4_C5_AF_AE_mBHI_mBHI_6_S220,29,A_A8_A11_AF_AA_mGAM_mBHI_2_S8,101562,12946
20,C_C8_C11_AF_AE_mGAM_mBHI_6_S224,91,A_A8_A11_AF_AA_mGAM_mBHI_2_S8,101562,12946
21,C_D3_D4_AE_AF_mBHI_mBHI_6_S231,7,A_A8_A11_AF_AA_mGAM_mBHI_2_S8,101562,12946
22,C_D5_D8_AA_AF_mGAM_mBHI_6_S233,180,A_A8_A11_AF_AA_mGAM_mBHI_2_S8,101562,12946
23,C_D7_D10_AE_AF_mGAM_mBHI_6_S235,39,A_A8_A11_AF_AA_mGAM_mBHI_2_S8,101562,12946
24,C_D8_D11_AF_AF_mGAM_mBHI_6_S236,24,A_A8_A11_AF_AA_mGAM_mBHI_2_S8,101562,12946
25,C_H12_H5_AF_AF_mBHI_mGAM_4_S288,17,A_A8_A11_AF_AA_mGAM_mBHI_2_S8,101562,12946
26,D_A8_A11_AF_AA_mGAM_mBHI_6_S296,81,A_A8_A11_AF_AA_mGAM_mBHI_2_S8,101562,12946
27,D_A12_E11_AF_AA_mGAM_mBHI_4_S300,446,A_A8_A11_AF_AA_mGAM_mBHI_2_S8,101562,12946
28,D_C8_C11_AF_AE_mGAM_mBHI_6_S320,18,A_A8_A11_AF_AA_mGAM_mBHI_2_S8,101562,12946
29,D_C12_G11_AF_AE_mGAM_mBHI_4_S324,16,A_A8_A11_AF_AA_mGAM_mBHI_2_S8,101562,12946
30,D_D5_D8_AA_AF_mGAM_mBHI_6_S329,255,A_A8_A11_AF_AA_mGAM_mBHI_2_S8,101562,12946
31,D_D6_D9_ACPP_AF_mGAM_mBHI_6_S330,55,A_A8_A11_AF_AA_mGAM_mBHI_2_S8,101562,12946
32,D_D7_D10_AE_AF_mGAM_mBHI_6_S331,38,A_A8_A11_AF_AA_mGAM_mBHI_2_S8,101562,12946
33,D_D8_D11_AF_AF_mGAM_mBHI_6_S332,19,A_A8_A11_AF_AA_mGAM_mBHI_2_S8,101562,12946
34,D_D11_H10_AE_AF_mGAM_mBHI_4_S335,48,A_A8_A11_AF_AA_mGAM_mBHI_2_S8,101562,12946
35,D_E4_A5_AF_AA_mBHI_mGAM_6_S340,12,A_A8_A11_AF_AA_mGAM_mBHI_2_S8,101562,12946
36,D_H4_D5_AF_AF_mBHI_mGAM_6_S376,13,A_A8_A11_AF_AA_mGAM_mBHI_2_S8,101562,12946
37,D11-e003Coalescence-mBHI-p5,24,A_A8_A11_AF_AA_mGAM_mBHI_2_S8,101562,12946
38,D10-e003Coalescence-mBHI-p3,37,A_A8_A11_AF_AA_mGAM_mBHI_2_S8,101562,12946
39,D10-e003Coalescence-mBHI-p5,42,A_A8_A11_AF_AA_mGAM_mBHI_2_S8,101562,12946
40,D5-e003Coalescence-mBHI-p3,23,A_A8_A11_AF_AA_mGAM_mBHI_2_S8,101562,12946
41,C5-e003Coalescence-mBHI-p5,35,A_A8_A11_AF_AA_mGAM_mBHI_2_S8,101562,12946
42,A9-e003Coalescence-mBHI-p3,8214,A_A8_A11_AF_AA_mGAM_mBHI_2_S8,101562,12946
43,D3-e003Coalescence-mBHI-p7,88,A_A8_A11_AF_AA_mGAM_mBHI_2_S8,101562,12946
44,C11-e003Coalescence-mBHI-p5,117,A_A8_A11_AF_AA_mGAM_mBHI_2_S8,101562,12946
45,C5-e003Coalescence-mBHI-p7,25,A_A8_A11_AF_AA_mGAM_mBHI_2_S8,101562,12946
46,D10-e003Coalescence-mBHI-p7,83,A_A8_A11_AF_AA_mGAM_mBHI_2_S8,101562,12946
47,A11-e003Coalescence-mBHI-p3,3041,A_A8_A11_AF_AA_mGAM_mBHI_2_S8,101562,12946
48,H5-e003Coalescence-mBHI-p5_S40,24,A_A8_A11_AF_AA_mGAM_mBHI_2_S8,101562,12946
49,G5-e003Coalescence-mBHI-p7_S124,31,A_A8_A11_AF_AA_mGAM_mBHI_2_S8,101562,12946
50,H111-e003Coalescence-mBHI-p3_S144,21,A_A8_A11_AF_AA_mGAM_mBHI_2_S8,101562,12946
51,G111-e003Coalescence-mBHI-p5_S32,18,A_A8_A11_AF_AA_mGAM_mBHI_2_S8,101562,12946
52,G5-e003Coalescence-mBHI-p3_S36,8,A_A8_A11_AF_AA_mGAM_mBHI_2_S8,101562,12946
53,E111-e003Coalescence-mBHI-p5_S8,267,A_A8_A11_AF_AA_mGAM_mBHI_2_S8,101562,12946
54,H100-e003Coalescence-mBHI-p5_S43,45,A_A8_A11_AF_AA_mGAM_mBHI_2_S8,101562,12946
55,H8-e003Coalescence-mBHI-p7_S137,65,A_A8_A11_AF_AA_mGAM_mBHI_2_S8,101562,12946
56,G5-e003Coalescence-mBHI-p5_S28,27,A_A8_A11_AF_AA_mGAM_mBHI_2_S8,101562,12946
57,H8-e003Coalescence-mBHI-p5_S41,312,A_A8_A11_AF_AA_mGAM_mBHI_2_S8,101562,12946
58,H4-e003Coalescence-mBHI-p7_S135,36,A_A8_A11_AF_AA_mGAM_mBHI_2_S8,101562,12946
59,G111-e003Coalescence-mBHI-p7_S128,25,A_A8_A11_AF_AA_mGAM_mBHI_2_S8,101562,12946
60,H111-e003Coalescence-mBHI-p5_S44,21,A_A8_A11_AF_AA_mGAM_mBHI_2_S8,101562,12946
61,E111-e003Coalescence-mBHI-p7_S104,139,A_A8_A11_AF_AA_mGAM_mBHI_2_S8,101562,12946
62,H4-e003Coalescence-mBHI-p5_S39,23,A_A8_A11_AF_AA_mGAM_mBHI_2_S8,101562,12946
63,H100-e003Coalescence-mBHI-p7_S139,71,A_A8_A11_AF_AA_mGAM_mBHI_2_S8,101562,12946
64,F5-e003Coalescence-mBHI-p3_S24,24,A_A8_A11_AF_AA_mGAM_mBHI_2_S8,101562,12946
65,D3-e003Coalescence-Inoculumn-mBHI,246,A_A8_A11_AF_AA_mGAM_mBHI_2_S8,101562,12946
66,C5-e003Coalescence-mBHI-inoculumn-redo,18,A_A8_A11_AF_AA_mGAM_mBHI_2_S8,101562,12946
67,D5-e003Coalescence-Inoculumn-mBHI,26,A_A8_A11_AF_AA_mGAM_mBHI_2_S8,101562,12946
68,D4-e003Coalescence-Inoculumn-mBHI,31,A_A8_A11_AF_AA_mGAM_mBHI_2_S8,101562,12946
69,G11-e003Coalescence-mBHI-p1_S838,46,A_A8_A11_AF_AA_mGAM_mBHI_2_S8,101562,12946
70,E9-e003Coalescence-mBHI-p1_S820,8308,A_A8_A11_AF_AA_mGAM_mBHI_2_S8,101562,12946
71,H10-e003Coalescence-mBHI-p1_S831,61,A_A8_A11_AF_AA_mGAM_mBHI_2_S8,101562,12946
72,H8-e003Coalescence-mBHI-p1_S815,7602,A_A8_A11_AF_AA_mGAM_mBHI_2_S8,101562,12946
73,D4-e003Coalescence-mBHI-p1_S735,19,A_A8_A11_AF_AA_mGAM_mBHI_2_S8,101562,12946
74,H11-e003Coalescence-mBHI-p1_S839,70,A_A8_A11_AF_AA_mGAM_mBHI_2_S8,101562,12946
75,H5-e003Coalescence-mBHI-p1_S807,34,A_A8_A11_AF_AA_mGAM_mBHI_2_S8,101562,12946
76,E11-e003Coalescence-mBHI-p1_S836,9040,A_A8_A11_AF_AA_mGAM_mBHI_2_S8,101562,12946
77,D11-e003Coalescence-mBHI-p1_S775,47,A_A8_A11_AF_AA_mGAM_mBHI_2_S8,101562,12946
78,A11-e003Coalescence-mBHI-p1_S772,4543,A_A8_A11_AF_AA_mGAM_mBHI_2_S8,101562,12946
