,index,shared,sample1,species_id
0,A_A1_A2_AA_AA_mBHI_mBHI_2_S1,10223,A_A1_A2_AA_AA_mBHI_mBHI_2_S1,102528
1,A_A11_A4_AE_AA_mBHI_mBHI_4_S11,7,A_A1_A2_AA_AA_mBHI_mBHI_2_S1,102528
2,A_A12_A5_AF_AA_mBHI_mBHI_4_S12,2059,A_A1_A2_AA_AA_mBHI_mBHI_2_S1,102528
3,A_C4_C5_AF_AE_mBHI_mBHI_2_S28,95,A_A1_A2_AA_AA_mBHI_mBHI_2_S1,102528
4,A_C9_C2_AA_AE_mBHI_mBHI_4_S33,9792,A_A1_A2_AA_AA_mBHI_mBHI_2_S1,102528
5,A_D9_D2_AA_AF_mBHI_mBHI_4_S45,2632,A_A1_A2_AA_AA_mBHI_mBHI_2_S1,102528
6,A_G4_C5_AF_AE_mBHI_mGAM_2_S76,326,A_A1_A2_AA_AA_mBHI_mBHI_2_S1,102528
7,A_G9_C2_AA_AE_mBHI_mGAM_4_S81,8923,A_A1_A2_AA_AA_mBHI_mBHI_2_S1,102528
8,A_H1_D2_AA_AF_mBHI_mGAM_2_S85,8801,A_A1_A2_AA_AA_mBHI_mBHI_2_S1,102528
9,A_H3_D4_AE_AF_mBHI_mGAM_2_S87,717,A_A1_A2_AA_AA_mBHI_mBHI_2_S1,102528
10,A_H9_D2_AA_AF_mBHI_mGAM_4_S93,9400,A_A1_A2_AA_AA_mBHI_mBHI_2_S1,102528
11,B_C1_G2_AA_AE_mBHI_mBHI_2_S121,9877,A_A1_A2_AA_AA_mBHI_mBHI_2_S1,102528
12,C_A9_E2_AA_AA_mBHI_mBHI_4_S201,9885,A_A1_A2_AA_AA_mBHI_mBHI_2_S1,102528
13,C_A11_E4_AE_AA_mBHI_mBHI_4_S203,5,A_A1_A2_AA_AA_mBHI_mBHI_2_S1,102528
14,C_E9_E2_AA_AA_mBHI_mGAM_4_S249,6913,A_A1_A2_AA_AA_mBHI_mBHI_2_S1,102528
15,C_G11_G4_AE_AE_mBHI_mGAM_4_S275,4,A_A1_A2_AA_AA_mBHI_mBHI_2_S1,102528
16,D_A4_A5_AF_AA_mBHI_mBHI_6_S292,3313,A_A1_A2_AA_AA_mBHI_mBHI_2_S1,102528
17,D_E1_A2_AA_AA_mBHI_mGAM_6_S337,5407,A_A1_A2_AA_AA_mBHI_mBHI_2_S1,102528
18,D_E4_A5_AF_AA_mBHI_mGAM_6_S340,9950,A_A1_A2_AA_AA_mBHI_mBHI_2_S1,102528
19,D_G3_C4_AE_AE_mBHI_mGAM_6_S363,2,A_A1_A2_AA_AA_mBHI_mBHI_2_S1,102528
20,D_H3_D4_AE_AF_mBHI_mGAM_6_S375,275,A_A1_A2_AA_AA_mBHI_mBHI_2_S1,102528
21,C4-e003Coalescence-mGAM-p7,3,A_A1_A2_AA_AA_mBHI_mBHI_2_S1,102528
22,C3-e003Coalescence-mGAM-p3,0,A_A1_A2_AA_AA_mBHI_mBHI_2_S1,102528
23,B4-e003Coalescence-mGAM-p5,57,A_A1_A2_AA_AA_mBHI_mBHI_2_S1,102528
24,D4-e003Coalescence-mGAM-p5,633,A_A1_A2_AA_AA_mBHI_mBHI_2_S1,102528
25,A2-e003Coalescence-mBHI-p7,5043,A_A1_A2_AA_AA_mBHI_mBHI_2_S1,102528
26,C4-e003Coalescence-mGAM-p3,0,A_A1_A2_AA_AA_mBHI_mBHI_2_S1,102528
27,C5-e003Coalescence-mGAM-p3,5,A_A1_A2_AA_AA_mBHI_mBHI_2_S1,102528
28,D2-e003Coalescence-mGAM-p5,5099,A_A1_A2_AA_AA_mBHI_mBHI_2_S1,102528
29,C3-e003Coalescence-mGAM-p7,1,A_A1_A2_AA_AA_mBHI_mBHI_2_S1,102528
30,C5-e003Coalescence-mBHI-p7,2,A_A1_A2_AA_AA_mBHI_mBHI_2_S1,102528
31,A2-e003Coalescence-mBHI-p5,5644,A_A1_A2_AA_AA_mBHI_mBHI_2_S1,102528
32,H4-e003Coalescence-mGAM-p7_S183,1407,A_A1_A2_AA_AA_mBHI_mBHI_2_S1,102528
33,H2-e003Coalescence-mGAM-p7_S181,9816,A_A1_A2_AA_AA_mBHI_mBHI_2_S1,102528
34,E2-e003Coalescence-mBHI-p5_S1,8161,A_A1_A2_AA_AA_mBHI_mBHI_2_S1,102528
35,E2-e003Coalescence-mBHI-p3_S9,6760,A_A1_A2_AA_AA_mBHI_mBHI_2_S1,102528
36,G5-e003Coalescence-mGAM-p3_S84,26,A_A1_A2_AA_AA_mBHI_mBHI_2_S1,102528
37,E5-e003Coalescence-mGAM-p7_S148,9783,A_A1_A2_AA_AA_mBHI_mBHI_2_S1,102528
38,G4-e003Coalescence-mGAM-p3_S83,21,A_A1_A2_AA_AA_mBHI_mBHI_2_S1,102528
