,index,shared,sample1,species_id
0,A_C8_C11_AF_AE_mGAM_mBHI_2_S32,81,A_C8_C11_AF_AE_mGAM_mBHI_2_S32,103117
1,A_D8_D11_AF_AF_mGAM_mBHI_2_S44,75,A_C8_C11_AF_AE_mGAM_mBHI_2_S32,103117
2,A_E5_A8_AA_AA_mGAM_mGAM_2_S53,0,A_C8_C11_AF_AE_mGAM_mBHI_2_S32,103117
3,A_E8_A11_AF_AA_mGAM_mGAM_2_S56,68,A_C8_C11_AF_AE_mGAM_mBHI_2_S32,103117
4,A_G5_C8_AA_AE_mGAM_mGAM_2_S77,0,A_C8_C11_AF_AE_mGAM_mBHI_2_S32,103117
5,A_G8_C11_AF_AE_mGAM_mGAM_2_S80,79,A_C8_C11_AF_AE_mGAM_mBHI_2_S32,103117
6,A_H5_D8_AA_AF_mGAM_mGAM_2_S89,59,A_C8_C11_AF_AE_mGAM_mBHI_2_S32,103117
7,A_H8_D11_AF_AF_mGAM_mGAM_2_S92,74,A_C8_C11_AF_AE_mGAM_mBHI_2_S32,103117
8,B_C8_G11_AF_AE_mGAM_mBHI_2_S128,73,A_C8_C11_AF_AE_mGAM_mBHI_2_S32,103117
9,B_C12_C11_AF_AE_mGAM_mBHI_4_S132,74,A_C8_C11_AF_AE_mGAM_mBHI_2_S32,103117
10,B_D7_H10_AE_AF_mGAM_mBHI_2_S139,75,A_C8_C11_AF_AE_mGAM_mBHI_2_S32,103117
11,B_D8_H11_AF_AF_mGAM_mBHI_2_S140,75,A_C8_C11_AF_AE_mGAM_mBHI_2_S32,103117
12,B_D11_D10_AE_AF_mGAM_mBHI_4_S143,72,A_C8_C11_AF_AE_mGAM_mBHI_2_S32,103117
13,B_D12_D11_AF_AF_mGAM_mBHI_4_S144,70,A_C8_C11_AF_AE_mGAM_mBHI_2_S32,103117
14,B_E5_E8_AA_AA_mGAM_mGAM_2_S149,0,A_C8_C11_AF_AE_mGAM_mBHI_2_S32,103117
15,B_E6_E9_ACPP_AA_mGAM_mGAM_2_S150,0,A_C8_C11_AF_AE_mGAM_mBHI_2_S32,103117
16,B_E7_E10_AE_AA_mGAM_mGAM_2_S151,2,A_C8_C11_AF_AE_mGAM_mBHI_2_S32,103117
17,B_E8_E11_AF_AA_mGAM_mGAM_2_S152,71,A_C8_C11_AF_AE_mGAM_mBHI_2_S32,103117
18,B_G8_G11_AF_AE_mGAM_mGAM_2_S176,71,A_C8_C11_AF_AE_mGAM_mBHI_2_S32,103117
19,B_G12_C11_AF_AE_mGAM_mGAM_4_S180,70,A_C8_C11_AF_AE_mGAM_mBHI_2_S32,103117
20,B_H5_H8_AA_AF_mGAM_mGAM_2_S185,56,A_C8_C11_AF_AE_mGAM_mBHI_2_S32,103117
21,B_H6_H9_ACPP_AF_mGAM_mGAM_2_S186,69,A_C8_C11_AF_AE_mGAM_mBHI_2_S32,103117
22,B_H7_H10_AE_AF_mGAM_mGAM_2_S187,78,A_C8_C11_AF_AE_mGAM_mBHI_2_S32,103117
23,B_H8_H11_AF_AF_mGAM_mGAM_2_S188,74,A_C8_C11_AF_AE_mGAM_mBHI_2_S32,103117
24,B_H11_D10_AE_AF_mGAM_mGAM_4_S191,63,A_C8_C11_AF_AE_mGAM_mBHI_2_S32,103117
25,C_C8_C11_AF_AE_mGAM_mBHI_6_S224,67,A_C8_C11_AF_AE_mGAM_mBHI_2_S32,103117
26,C_D7_D10_AE_AF_mGAM_mBHI_6_S235,75,A_C8_C11_AF_AE_mGAM_mBHI_2_S32,103117
