,index,shared,sample1,species_id,num_sites
0,A_A1_A2_AA_AA_mBHI_mBHI_2_S1,129,A_A1_A2_AA_AA_mBHI_mBHI_2_S1,102549,129
1,A_A4_A5_AF_AA_mBHI_mBHI_2_S4,35,A_A1_A2_AA_AA_mBHI_mBHI_2_S1,102549,129
2,A_A5_A8_AA_AA_mGAM_mBHI_2_S5,62,A_A1_A2_AA_AA_mBHI_mBHI_2_S1,102549,129
3,A_A8_A11_AF_AA_mGAM_mBHI_2_S8,45,A_A1_A2_AA_AA_mBHI_mBHI_2_S1,102549,129
4,A_A12_A5_AF_AA_mBHI_mBHI_4_S12,31,A_A1_A2_AA_AA_mBHI_mBHI_2_S1,102549,129
5,A_C1_C2_AA_AE_mBHI_mBHI_2_S25,68,A_A1_A2_AA_AA_mBHI_mBHI_2_S1,102549,129
6,A_C5_C8_AA_AE_mGAM_mBHI_2_S29,48,A_A1_A2_AA_AA_mBHI_mBHI_2_S1,102549,129
7,A_D1_D2_AA_AF_mBHI_mBHI_2_S37,75,A_A1_A2_AA_AA_mBHI_mBHI_2_S1,102549,129
8,A_D5_D8_AA_AF_mGAM_mBHI_2_S41,44,A_A1_A2_AA_AA_mBHI_mBHI_2_S1,102549,129
9,A_E1_A2_AA_AA_mBHI_mGAM_2_S49,76,A_A1_A2_AA_AA_mBHI_mBHI_2_S1,102549,129
10,A_E4_A5_AF_AA_mBHI_mGAM_2_S52,39,A_A1_A2_AA_AA_mBHI_mBHI_2_S1,102549,129
11,A_E5_A8_AA_AA_mGAM_mGAM_2_S53,61,A_A1_A2_AA_AA_mBHI_mBHI_2_S1,102549,129
12,A_E8_A11_AF_AA_mGAM_mGAM_2_S56,53,A_A1_A2_AA_AA_mBHI_mBHI_2_S1,102549,129
13,A_E9_A2_AA_AA_mBHI_mGAM_4_S57,71,A_A1_A2_AA_AA_mBHI_mBHI_2_S1,102549,129
14,A_E11_A4_AE_AA_mBHI_mGAM_4_S59,22,A_A1_A2_AA_AA_mBHI_mBHI_2_S1,102549,129
15,A_G1_C2_AA_AE_mBHI_mGAM_2_S73,27,A_A1_A2_AA_AA_mBHI_mBHI_2_S1,102549,129
16,A_G5_C8_AA_AE_mGAM_mGAM_2_S77,58,A_A1_A2_AA_AA_mBHI_mBHI_2_S1,102549,129
17,A_G9_C2_AA_AE_mBHI_mGAM_4_S81,39,A_A1_A2_AA_AA_mBHI_mBHI_2_S1,102549,129
18,A_H1_D2_AA_AF_mBHI_mGAM_2_S85,64,A_A1_A2_AA_AA_mBHI_mBHI_2_S1,102549,129
19,A_H5_D8_AA_AF_mGAM_mGAM_2_S89,50,A_A1_A2_AA_AA_mBHI_mBHI_2_S1,102549,129
20,A_H9_D2_AA_AF_mBHI_mGAM_4_S93,47,A_A1_A2_AA_AA_mBHI_mBHI_2_S1,102549,129
21,B_A2_E3_ACPP_AA_mBHI_mBHI_2_S98,74,A_A1_A2_AA_AA_mBHI_mBHI_2_S1,102549,129
22,B_A4_E5_AF_AA_mBHI_mBHI_2_S100,59,A_A1_A2_AA_AA_mBHI_mBHI_2_S1,102549,129
23,B_A5_E8_AA_AA_mGAM_mBHI_2_S101,46,A_A1_A2_AA_AA_mBHI_mBHI_2_S1,102549,129
24,B_A7_E10_AE_AA_mGAM_mBHI_2_S103,58,A_A1_A2_AA_AA_mBHI_mBHI_2_S1,102549,129
25,B_A9_A8_AA_AA_mGAM_mBHI_4_S105,51,A_A1_A2_AA_AA_mBHI_mBHI_2_S1,102549,129
26,B_A10_A9_ACPP_AA_mGAM_mBHI_4_S106,31,A_A1_A2_AA_AA_mBHI_mBHI_2_S1,102549,129
27,B_C1_G2_AA_AE_mBHI_mBHI_2_S121,96,A_A1_A2_AA_AA_mBHI_mBHI_2_S1,102549,129
28,B_D1_H2_AA_AF_mBHI_mBHI_2_S133,33,A_A1_A2_AA_AA_mBHI_mBHI_2_S1,102549,129
29,B_E4_E5_AF_AA_mBHI_mGAM_2_S148,57,A_A1_A2_AA_AA_mBHI_mBHI_2_S1,102549,129
30,B_E5_E8_AA_AA_mGAM_mGAM_2_S149,59,A_A1_A2_AA_AA_mBHI_mBHI_2_S1,102549,129
31,B_E7_E10_AE_AA_mGAM_mGAM_2_S151,61,A_A1_A2_AA_AA_mBHI_mBHI_2_S1,102549,129
32,B_E8_E11_AF_AA_mGAM_mGAM_2_S152,79,A_A1_A2_AA_AA_mBHI_mBHI_2_S1,102549,129
33,B_G1_G2_AA_AE_mBHI_mGAM_2_S169,49,A_A1_A2_AA_AA_mBHI_mBHI_2_S1,102549,129
