,index,shared,sample1,species_id,num_sites
0,B_A6_E9_ACPP_AA_mGAM_mBHI_2_S102,58,B_A6_E9_ACPP_AA_mGAM_mBHI_2_S102,101361,58
1,B_A10_A9_ACPP_AA_mGAM_mBHI_4_S106,49,B_A6_E9_ACPP_AA_mGAM_mBHI_2_S102,101361,58
2,B_C10_C9_ACPP_AE_mGAM_mBHI_4_S130,47,B_A6_E9_ACPP_AA_mGAM_mBHI_2_S102,101361,58
3,B_D6_H9_ACPP_AF_mGAM_mBHI_2_S138,29,B_A6_E9_ACPP_AA_mGAM_mBHI_2_S102,101361,58
4,B_D10_D9_ACPP_AF_mGAM_mBHI_4_S142,55,B_A6_E9_ACPP_AA_mGAM_mBHI_2_S102,101361,58
5,B_E6_E9_ACPP_AA_mGAM_mGAM_2_S150,45,B_A6_E9_ACPP_AA_mGAM_mBHI_2_S102,101361,58
6,B_E10_A9_ACPP_AA_mGAM_mGAM_4_S154,52,B_A6_E9_ACPP_AA_mGAM_mBHI_2_S102,101361,58
7,B_G6_G9_ACPP_AE_mGAM_mGAM_2_S174,51,B_A6_E9_ACPP_AA_mGAM_mBHI_2_S102,101361,58
8,B_G10_C9_ACPP_AE_mGAM_mGAM_4_S178,46,B_A6_E9_ACPP_AA_mGAM_mBHI_2_S102,101361,58
9,B_H6_H9_ACPP_AF_mGAM_mGAM_2_S186,51,B_A6_E9_ACPP_AA_mGAM_mBHI_2_S102,101361,58
10,B_H10_D9_ACPP_AF_mGAM_mGAM_4_S190,37,B_A6_E9_ACPP_AA_mGAM_mBHI_2_S102,101361,58
11,C9-e003Coalescence-mGAM-p3,45,B_A6_E9_ACPP_AA_mGAM_mBHI_2_S102,101361,58
12,C9-e003Coalescence-mGAM-p7,47,B_A6_E9_ACPP_AA_mGAM_mBHI_2_S102,101361,58
13,B9-e003Coalescence-mGAM-p5,45,B_A6_E9_ACPP_AA_mGAM_mBHI_2_S102,101361,58
14,B8-e003Coalescence-mBHI-p5,48,B_A6_E9_ACPP_AA_mGAM_mBHI_2_S102,101361,58
15,B11-e003Coalescence-mGAM-p3,47,B_A6_E9_ACPP_AA_mGAM_mBHI_2_S102,101361,58
16,C9-e003Coalescence-mBHI-p5,47,B_A6_E9_ACPP_AA_mGAM_mBHI_2_S102,101361,58
17,D9-e003Coalescence-mGAM-p7,48,B_A6_E9_ACPP_AA_mGAM_mBHI_2_S102,101361,58
18,B10-e003Coalescence-mGAM-p3,51,B_A6_E9_ACPP_AA_mGAM_mBHI_2_S102,101361,58
19,A9-e003Coalescence-mGAM-p7,39,B_A6_E9_ACPP_AA_mGAM_mBHI_2_S102,101361,58
20,D9-e003Coalescence-mGAM-p5,47,B_A6_E9_ACPP_AA_mGAM_mBHI_2_S102,101361,58
21,C9-e003Coalescence-mBHI-p3,46,B_A6_E9_ACPP_AA_mGAM_mBHI_2_S102,101361,58
22,B10-e003Coalescence-mBHI-p5,42,B_A6_E9_ACPP_AA_mGAM_mBHI_2_S102,101361,58
23,A9-e003Coalescence-mBHI-p3,51,B_A6_E9_ACPP_AA_mGAM_mBHI_2_S102,101361,58
24,A9-e003Coalescence-mBHI-p5,44,B_A6_E9_ACPP_AA_mGAM_mBHI_2_S102,101361,58
25,D9-e003Coalescence-mBHI-p3,31,B_A6_E9_ACPP_AA_mGAM_mBHI_2_S102,101361,58
26,D9-e003Coalescence-mGAM-p3,46,B_A6_E9_ACPP_AA_mGAM_mBHI_2_S102,101361,58
27,B9-e003Coalescence-mGAM-p7,46,B_A6_E9_ACPP_AA_mGAM_mBHI_2_S102,101361,58
28,B11-e003Coalescence-mGAM-p7,32,B_A6_E9_ACPP_AA_mGAM_mBHI_2_S102,101361,58
29,B9-e003Coalescence-mBHI-p5,45,B_A6_E9_ACPP_AA_mGAM_mBHI_2_S102,101361,58
30,B10-e003Coalescence-mBHI-p3,42,B_A6_E9_ACPP_AA_mGAM_mBHI_2_S102,101361,58
31,B10-e003Coalescence-mGAM-p7,27,B_A6_E9_ACPP_AA_mGAM_mBHI_2_S102,101361,58
32,A9-e003Coalescence-mBHI-p7,45,B_A6_E9_ACPP_AA_mGAM_mBHI_2_S102,101361,58
33,D9-e003Coalescence-mBHI-p5,52,B_A6_E9_ACPP_AA_mGAM_mBHI_2_S102,101361,58
34,B9-e003Coalescence-mBHI-p7,42,B_A6_E9_ACPP_AA_mGAM_mBHI_2_S102,101361,58
35,D9-e003Coalescence-mBHI-p7,48,B_A6_E9_ACPP_AA_mGAM_mBHI_2_S102,101361,58
36,C9-e003Coalescence-mBHI-p7,36,B_A6_E9_ACPP_AA_mGAM_mBHI_2_S102,101361,58
37,B8-e003Coalescence-mGAM-p5,42,B_A6_E9_ACPP_AA_mGAM_mBHI_2_S102,101361,58
38,B9-e003Coalescence-mBHI-p3,40,B_A6_E9_ACPP_AA_mGAM_mBHI_2_S102,101361,58
39,C9-e003Coalescence-mGAM-p5,45,B_A6_E9_ACPP_AA_mGAM_mBHI_2_S102,101361,58
40,B8-e003Coalescence-mGAM-p7,42,B_A6_E9_ACPP_AA_mGAM_mBHI_2_S102,101361,58
41,B8-e003Coalescence-mBHI-p7,40,B_A6_E9_ACPP_AA_mGAM_mBHI_2_S102,101361,58
42,B11-e003Coalescence-mBHI-p3,46,B_A6_E9_ACPP_AA_mGAM_mBHI_2_S102,101361,58
43,A9-e003Coalescence-mGAM-p5,50,B_A6_E9_ACPP_AA_mGAM_mBHI_2_S102,101361,58
44,F8-e003Coalescence-mBHI-p3_S117,52,B_A6_E9_ACPP_AA_mGAM_mBHI_2_S102,101361,58
45,F100-e003Coalescence-mGAM-p7_S163,50,B_A6_E9_ACPP_AA_mGAM_mBHI_2_S102,101361,58
46,F9-e003Coalescence-mBHI-p5_S18,47,B_A6_E9_ACPP_AA_mGAM_mBHI_2_S102,101361,58
47,E9-e003Coalescence-mBHI-p5_S6,50,B_A6_E9_ACPP_AA_mGAM_mBHI_2_S102,101361,58
48,F111-e003Coalescence-mGAM-p5_S68,47,B_A6_E9_ACPP_AA_mGAM_mBHI_2_S102,101361,58
49,H9-e003Coalescence-mGAM-p3_S190,22,B_A6_E9_ACPP_AA_mGAM_mBHI_2_S102,101361,58
50,F9-e003Coalescence-mGAM-p5_S66,45,B_A6_E9_ACPP_AA_mGAM_mBHI_2_S102,101361,58
51,E9-e003Coalescence-mBHI-p7_S102,43,B_A6_E9_ACPP_AA_mGAM_mBHI_2_S102,101361,58
52,F111-e003Coalescence-mGAM-p7_S164,40,B_A6_E9_ACPP_AA_mGAM_mBHI_2_S102,101361,58
53,F8-e003Coalescence-mGAM-p5_S65,43,B_A6_E9_ACPP_AA_mGAM_mBHI_2_S102,101361,58
54,G9-e003Coalescence-mGAM-p5_S78,39,B_A6_E9_ACPP_AA_mGAM_mBHI_2_S102,101361,58
55,F9-e003Coalescence-mBHI-p3_S118,11,B_A6_E9_ACPP_AA_mGAM_mBHI_2_S102,101361,58
56,H9-e003Coalescence-mGAM-p5_S90,42,B_A6_E9_ACPP_AA_mGAM_mBHI_2_S102,101361,58
57,G9-e003Coalescence-mGAM-p7_S174,51,B_A6_E9_ACPP_AA_mGAM_mBHI_2_S102,101361,58
58,F9-e003Coalescence-mGAM-p7_S162,51,B_A6_E9_ACPP_AA_mGAM_mBHI_2_S102,101361,58
59,F8-e003Coalescence-mGAM-p7_S161,31,B_A6_E9_ACPP_AA_mGAM_mBHI_2_S102,101361,58
60,H9-e003Coalescence-mGAM-p7_S186,48,B_A6_E9_ACPP_AA_mGAM_mBHI_2_S102,101361,58
61,F100-e003Coalescence-mBHI-p7_S115,41,B_A6_E9_ACPP_AA_mGAM_mBHI_2_S102,101361,58
62,F100-e003Coalescence-mGAM-p3_S167,31,B_A6_E9_ACPP_AA_mGAM_mBHI_2_S102,101361,58
63,E9-e003Coalescence-mGAM-p3_S154,50,B_A6_E9_ACPP_AA_mGAM_mBHI_2_S102,101361,58
64,F111-e003Coalescence-mGAM-p3_S168,35,B_A6_E9_ACPP_AA_mGAM_mBHI_2_S102,101361,58
65,F8-e003Coalescence-mBHI-p7_S113,46,B_A6_E9_ACPP_AA_mGAM_mBHI_2_S102,101361,58
66,F100-e003Coalescence-mGAM-p5_S67,39,B_A6_E9_ACPP_AA_mGAM_mBHI_2_S102,101361,58
