,index,shared,sample1,species_id,num_sites
0,e003-inoculumn-fecal-AC,29680,e003-inoculumn-fecal-AC,102619,29680
1,e003-inoculumn-fecal-AE,4145,e003-inoculumn-fecal-AC,102619,29680
2,e003-inoculumn-fecal-AF,6589,e003-inoculumn-fecal-AC,102619,29680
3,C_B11_e003Assembly_4_S215,3288,e003-inoculumn-fecal-AC,102619,29680
4,C_F7_e003Assembly_6_S259,3230,e003-inoculumn-fecal-AC,102619,29680
5,C_F8_e003Assembly_6_S260,4083,e003-inoculumn-fecal-AC,102619,29680
6,C_F11_e003Assembly_4_S263,2882,e003-inoculumn-fecal-AC,102619,29680
7,D_F11_e003Assembly_S359,2114,e003-inoculumn-fecal-AC,102619,29680
8,C_E6_e003Assembly_S246,4312,e003-inoculumn-fecal-AC,102619,29680
9,C_E10_E3_ACPP_AA_mBHI_mGAM_4_S250,4186,e003-inoculumn-fecal-AC,102619,29680
0,e003-inoculumn-fecal-AC,4145,e003-inoculumn-fecal-AE,102619,35369
1,e003-inoculumn-fecal-AE,35369,e003-inoculumn-fecal-AE,102619,35369
2,e003-inoculumn-fecal-AF,562,e003-inoculumn-fecal-AE,102619,35369
3,C_B11_e003Assembly_4_S215,23757,e003-inoculumn-fecal-AE,102619,35369
4,C_F7_e003Assembly_6_S259,23599,e003-inoculumn-fecal-AE,102619,35369
5,C_F8_e003Assembly_6_S260,485,e003-inoculumn-fecal-AE,102619,35369
6,C_F11_e003Assembly_4_S263,20790,e003-inoculumn-fecal-AE,102619,35369
7,D_F11_e003Assembly_S359,14397,e003-inoculumn-fecal-AE,102619,35369
8,C_E6_e003Assembly_S246,211,e003-inoculumn-fecal-AE,102619,35369
9,C_E10_E3_ACPP_AA_mBHI_mGAM_4_S250,257,e003-inoculumn-fecal-AE,102619,35369
0,e003-inoculumn-fecal-AC,6589,e003-inoculumn-fecal-AF,102619,19460
1,e003-inoculumn-fecal-AE,562,e003-inoculumn-fecal-AF,102619,19460
2,e003-inoculumn-fecal-AF,19460,e003-inoculumn-fecal-AF,102619,19460
3,C_B11_e003Assembly_4_S215,409,e003-inoculumn-fecal-AF,102619,19460
4,C_F7_e003Assembly_6_S259,451,e003-inoculumn-fecal-AF,102619,19460
5,C_F8_e003Assembly_6_S260,10234,e003-inoculumn-fecal-AF,102619,19460
6,C_F11_e003Assembly_4_S263,376,e003-inoculumn-fecal-AF,102619,19460
7,D_F11_e003Assembly_S359,224,e003-inoculumn-fecal-AF,102619,19460
8,C_E6_e003Assembly_S246,894,e003-inoculumn-fecal-AF,102619,19460
9,C_E10_E3_ACPP_AA_mBHI_mGAM_4_S250,913,e003-inoculumn-fecal-AF,102619,19460
0,e003-inoculumn-fecal-AC,3288,C_B11_e003Assembly_4_S215,102619,26892
1,e003-inoculumn-fecal-AE,23757,C_B11_e003Assembly_4_S215,102619,26892
2,e003-inoculumn-fecal-AF,409,C_B11_e003Assembly_4_S215,102619,26892
3,C_B11_e003Assembly_4_S215,26892,C_B11_e003Assembly_4_S215,102619,26892
4,C_F7_e003Assembly_6_S259,20121,C_B11_e003Assembly_4_S215,102619,26892
5,C_F8_e003Assembly_6_S260,474,C_B11_e003Assembly_4_S215,102619,26892
6,C_F11_e003Assembly_4_S263,17727,C_B11_e003Assembly_4_S215,102619,26892
7,D_F11_e003Assembly_S359,12907,C_B11_e003Assembly_4_S215,102619,26892
8,C_E6_e003Assembly_S246,158,C_B11_e003Assembly_4_S215,102619,26892
9,C_E10_E3_ACPP_AA_mBHI_mGAM_4_S250,242,C_B11_e003Assembly_4_S215,102619,26892
0,e003-inoculumn-fecal-AC,3230,C_F7_e003Assembly_6_S259,102619,25925
