,0
D2-e004Assembly-mGAM-p7,6.0
D11-e003Coalescence-mBHI-p5,5.0
e004-inoculumn-fecal-AK,12.0
D4-e004Assembly-mGAM-p5,21.0
D3-e003Coalescence-Inoculumn-mBHI,5.0
E4-e004Assembly-mGAM-p7,8.0
D2-e004Assembly-mGAM-p3,7.0
D8-e003Coalescence-mBHI-p5,4.0
D5-e003Coalescence-Inoculumn-mGAM,5.0
F2-e004Assembly-epsilon-p3,5.0
C5-e003Coalescence-mBHI-inoculumn-redo,4.0
D5-e003Coalescence-Inoculumn-mBHI,6.0
G4-e004Assembly-epsilon-p3,6.0
G2-e004Assembly-epsilon-p3,4.0
E2-e004Assembly-mGAM-p7,7.0
A5-e003Coalescence-mBHI-inoculumn-redo,3.0
D4-e003Coalescence-Inoculumn-mBHI,5.0
C2-e004Assembly-mBHI-p7,8.0
F4-e004Assembly-epsilon-p3,5.0
C11-e003Coalescence-mBHI-p5,4.0
E2-e004Assembly-mGAM-p5,10.0
C4-e004Assembly-mBHI-p3,10.0
D5-e003Coalescence-mGAM-p3,5.0
E4-e004Assembly-mGAM-p5,4.0
F2-e004Assembly-epsilon-p7,9.0
F4-e004Assembly-epsilon-p7,4.0
E2-e004Assembly-mGAM-p3,5.0
D4-e004Assembly-mGAM-p7,9.0
C11-e003Assembly-mGAM-p5,4.0
A5-e003Coalescence-Inoculumn-mGAM,4.0
G2-e004Assembly-epsilon-p5,8.0
F2-e004Assembly-epsilon-p5,8.0
B2-e004Assembly-mBHI-p7,4.0
D3-e003Coalescence-Inoculumn-mGAM,4.0
C5-e003Coalescence-Inoculumn-mGAM,4.0
B2-e004Assembly-mBHI-p3,3.0
A11-e003Coalescence-mBHI-p3,5.0
C5-e003GlycerolRevival-mBHI-p2,4.0
H5-e003Coalescence-mBHI-p5_S40,4.0
H111-e003Coalescence-mBHI-p3_S144,9.0
G111-e003Coalescence-mBHI-p5_S32,4.0
E111-e003Coalescence-mBHI-p5_S8,4.0
H100-e003Coalescence-mBHI-p5_S43,4.0
H8-e003Coalescence-mBHI-p7_S137,8.0
H8-e003Coalescence-mBHI-p5_S41,6.0
E5-e003Coalescence-mGAM-p7_S148,4.0
H111-e003Coalescence-mBHI-p5_S44,5.0
E111-e003Coalescence-mBHI-p7_S104,9.0
H100-e003Coalescence-mBHI-p7_S139,4.0
H5-e003Coalescence-mBHI-p7_S136,4.0
