,sample,diversity
0,C12-e003Coalescence-mBHI-p3,3.0027775692515576e-05
1,C9-e003Coalescence-mGAM-p3,3.5909426167369844e-05
2,C11-e003Coalescence-mBHI-p3,2.6239757225202718e-05
3,D11-e003Coalescence-mBHI-p5,3.0019365322648704e-05
4,C9-e003Coalescence-mGAM-p7,3.607127458412357e-05
5,D10-e003Coalescence-mBHI-p3,2.7668999709193168e-05
6,A4-e003Coalescence-mBHI-p7,3.3425426776945e-05
7,B4-e003Coalescence-mBHI-p5,6.11254500275408e-05
8,B9-e003Coalescence-mGAM-p5,3.285285094774811e-05
9,D4-e003Coalescence-mBHI-p5,3.0365926281652964e-05
10,B3-e004Assembly-mBHI-p7,2.7913341038934552e-05
11,D4-e003Coalescence-mBHI-p3,4.8564385928751526e-05
12,C3-e004Assembly-mBHI-p5,7.403752661446636e-05
13,F4-e004Assembly-epsilon-p5,4.473780560549277e-05
14,B12-e003Coalescence-mBHI-p3,3.376344529062887e-05
15,C3-e003Coalescence-mGAM-p3,4.650943861426529e-05
16,D3-e003Coalescence-Inoculumn-mBHI,3.204216524088401e-05
17,D11-e003Coalescence-mGAM-p5,3.8965741722971044e-05
18,B8-e003Coalescence-mBHI-p5,2.8368858709466574e-05
19,D3-e003Coalescence-mBHI-p5,2.529960352710206e-05
20,B11-e003Coalescence-mGAM-p3,3.093824445150711e-05
21,B5-e003Assembly-mBHI-p5,3.423709760711219e-05
22,D2-e003Coalescence-mBHI-p5,3.0469208889560965e-05
23,D5-e003Coalescence-mGAM-p5,2.596767701629133e-05
24,B5-e003Coalescence-mBHI-p5,2.8978244157048447e-05
25,D5-e003Coalescence-mBHI-p7,3.473127639645918e-05
26,C9-e003Coalescence-mBHI-p5,2.7917650906298106e-05
27,A5-e003Coalescence-mGAM-p3,3.365038843384818e-05
28,D8-e003Coalescence-mGAM-p5,4.302248830750663e-05
29,A12-e003Coalescence-mGAM-p3,3.0789286638432234e-05
30,D9-e003Coalescence-mGAM-p7,2.8325963861735306e-05
31,D4-e003Coalescence-mBHI-p7,4.6341401518453254e-05
32,B10-e003Coalescence-mGAM-p3,3.277233392897513e-05
33,A9-e003Coalescence-mGAM-p7,3.680786572936738e-05
34,B5-e003Coalescence-Inoculumn-mGAM,3.434402062014998e-05
35,D10-e003Coalescence-mBHI-p5,3.223646407839908e-05
36,D5-e003Coalescence-mBHI-p3,2.8897001454482406e-05
37,C5-e003Coalescence-mBHI-p3,3.835714108433382e-05
38,D9-e003Coalescence-mGAM-p5,4.757128755654046e-05
39,C9-e003Coalescence-mBHI-p3,3.116117295187525e-05
40,D10-e003Coalescence-mGAM-p5,3.7808911504010286e-05
41,B11-e003Assembly-mGAM-p5,3.505610125581299e-05
42,B4-e003Coalescence-mGAM-p5,3.6176645391353784e-05
43,D4-e003Coalescence-mGAM-p5,3.11040055738378e-05
44,C3-e004Assembly-mBHI-p7,2.8790101732703483e-05
45,B5-e003Coalescence-mGAM-p5,4.910044596749889e-05
