,index,shared,sample1,species_id,num_sites
0,A_H10_D3_ACPP_AF_mBHI_mGAM_4_S94,1950,A_H10_D3_ACPP_AF_mBHI_mGAM_4_S94,100174,1950
1,B2-e003Coalescence-mBHI-p3,38,A_H10_D3_ACPP_AF_mBHI_mGAM_4_S94,100174,1950
2,B2-e003Coalescence-mBHI-p5,64,A_H10_D3_ACPP_AF_mBHI_mGAM_4_S94,100174,1950
3,B5-e003Coalescence-mBHI-p5,53,A_H10_D3_ACPP_AF_mBHI_mGAM_4_S94,100174,1950
4,D3-e003Coalescence-mBHI-p7,63,A_H10_D3_ACPP_AF_mBHI_mGAM_4_S94,100174,1950
5,D3-e003Coalescence-mGAM-p5,77,A_H10_D3_ACPP_AF_mBHI_mGAM_4_S94,100174,1950
6,B5-e003Coalescence-mBHI-p7,49,A_H10_D3_ACPP_AF_mBHI_mGAM_4_S94,100174,1950
7,A9-e003Coalescence-mBHI-p7,79,A_H10_D3_ACPP_AF_mBHI_mGAM_4_S94,100174,1950
8,A3-e003Coalescence-mBHI-p3,60,A_H10_D3_ACPP_AF_mBHI_mGAM_4_S94,100174,1950
9,F5-e003Coalescence-mGAM-p5_S64,67,A_H10_D3_ACPP_AF_mBHI_mGAM_4_S94,100174,1950
10,F5-e003Coalescence-mGAM-p7_S160,70,A_H10_D3_ACPP_AF_mBHI_mGAM_4_S94,100174,1950
11,F9-e003Coalescence-mBHI-p5_S18,48,A_H10_D3_ACPP_AF_mBHI_mGAM_4_S94,100174,1950
12,H3-e003Coalescence-mBHI-p7_S134,59,A_H10_D3_ACPP_AF_mBHI_mGAM_4_S94,100174,1950
13,F9-e003Coalescence-mGAM-p5_S66,58,A_H10_D3_ACPP_AF_mBHI_mGAM_4_S94,100174,1950
14,E9-e003Coalescence-mBHI-p7_S102,47,A_H10_D3_ACPP_AF_mBHI_mGAM_4_S94,100174,1950
15,G3-e003Coalescence-mBHI-p5_S26,53,A_H10_D3_ACPP_AF_mBHI_mGAM_4_S94,100174,1950
16,F9-e003Coalescence-mGAM-p7_S162,43,A_H10_D3_ACPP_AF_mBHI_mGAM_4_S94,100174,1950
17,G3-e003Coalescence-mBHI-p7_S122,68,A_H10_D3_ACPP_AF_mBHI_mGAM_4_S94,100174,1950
18,E3-e003Coalescence-mBHI-p5_S2,67,A_H10_D3_ACPP_AF_mBHI_mGAM_4_S94,100174,1950
19,F8-e003Coalescence-mBHI-p7_S113,42,A_H10_D3_ACPP_AF_mBHI_mGAM_4_S94,100174,1950
20,F2-e003Coalescence-mBHI-p5_S13,67,A_H10_D3_ACPP_AF_mBHI_mGAM_4_S94,100174,1950
21,E9-e003Coalescence-mGAM-p5_S54,54,A_H10_D3_ACPP_AF_mBHI_mGAM_4_S94,100174,1950
22,F5-e003Coalescence-mBHI-p7_S112,61,A_H10_D3_ACPP_AF_mBHI_mGAM_4_S94,100174,1950
23,Coalescence-B4-D3-ACPP-AF-mBHI-mGAM-7_S635,56,A_H10_D3_ACPP_AF_mBHI_mGAM_4_S94,100174,1950
24,Coalescence-B7-E3-AA-ACPP-mBHI-mBHI-7_S638,66,A_H10_D3_ACPP_AF_mBHI_mGAM_4_S94,100174,1950
25,Coalescence-E11-D3-ACPP-AF-mBHI-mBHI-3_S678,88,A_H10_D3_ACPP_AF_mBHI_mGAM_4_S94,100174,1950
