,index,shared,sample1,species_id,num_sites
0,A_C1_C2_AA_AE_mBHI_mBHI_2_S25,94,A_C1_C2_AA_AE_mBHI_mBHI_2_S25,101611,94
1,A_C3_C4_AE_AE_mBHI_mBHI_2_S27,48,A_C1_C2_AA_AE_mBHI_mBHI_2_S25,101611,94
2,A_C5_C8_AA_AE_mGAM_mBHI_2_S29,34,A_C1_C2_AA_AE_mBHI_mBHI_2_S25,101611,94
3,A_C9_C2_AA_AE_mBHI_mBHI_4_S33,47,A_C1_C2_AA_AE_mBHI_mBHI_2_S25,101611,94
4,A_C10_C3_ACPP_AE_mBHI_mBHI_4_S34,36,A_C1_C2_AA_AE_mBHI_mBHI_2_S25,101611,94
5,A_C11_C4_AE_AE_mBHI_mBHI_4_S35,51,A_C1_C2_AA_AE_mBHI_mBHI_2_S25,101611,94
6,A_E1_A2_AA_AA_mBHI_mGAM_2_S49,45,A_C1_C2_AA_AE_mBHI_mBHI_2_S25,101611,94
7,A_E9_A2_AA_AA_mBHI_mGAM_4_S57,35,A_C1_C2_AA_AE_mBHI_mBHI_2_S25,101611,94
8,A_E10_A3_ACPP_AA_mBHI_mGAM_4_S58,42,A_C1_C2_AA_AE_mBHI_mBHI_2_S25,101611,94
9,A_E11_A4_AE_AA_mBHI_mGAM_4_S59,34,A_C1_C2_AA_AE_mBHI_mBHI_2_S25,101611,94
10,A_G1_C2_AA_AE_mBHI_mGAM_2_S73,41,A_C1_C2_AA_AE_mBHI_mBHI_2_S25,101611,94
11,A_G3_C4_AE_AE_mBHI_mGAM_2_S75,43,A_C1_C2_AA_AE_mBHI_mBHI_2_S25,101611,94
12,A_G5_C8_AA_AE_mGAM_mGAM_2_S77,21,A_C1_C2_AA_AE_mBHI_mBHI_2_S25,101611,94
13,A_G9_C2_AA_AE_mBHI_mGAM_4_S81,38,A_C1_C2_AA_AE_mBHI_mBHI_2_S25,101611,94
14,A_G10_C3_ACPP_AE_mBHI_mGAM_4_S82,30,A_C1_C2_AA_AE_mBHI_mBHI_2_S25,101611,94
15,A_H10_D3_ACPP_AF_mBHI_mGAM_4_S94,35,A_C1_C2_AA_AE_mBHI_mBHI_2_S25,101611,94
16,B_A2_E3_ACPP_AA_mBHI_mBHI_2_S98,22,A_C1_C2_AA_AE_mBHI_mBHI_2_S25,101611,94
17,B_A7_E10_AE_AA_mGAM_mBHI_2_S103,40,A_C1_C2_AA_AE_mBHI_mBHI_2_S25,101611,94
18,B_A11_A10_AE_AA_mGAM_mBHI_4_S107,34,A_C1_C2_AA_AE_mBHI_mBHI_2_S25,101611,94
19,B_C1_G2_AA_AE_mBHI_mBHI_2_S121,42,A_C1_C2_AA_AE_mBHI_mBHI_2_S25,101611,94
20,B_C3_G4_AE_AE_mBHI_mBHI_2_S123,32,A_C1_C2_AA_AE_mBHI_mBHI_2_S25,101611,94
21,B_C5_G8_AA_AE_mGAM_mBHI_2_S125,29,A_C1_C2_AA_AE_mBHI_mBHI_2_S25,101611,94
22,B_C7_G10_AE_AE_mGAM_mBHI_2_S127,38,A_C1_C2_AA_AE_mBHI_mBHI_2_S25,101611,94
23,B_C9_C8_AA_AE_mGAM_mBHI_4_S129,23,A_C1_C2_AA_AE_mBHI_mBHI_2_S25,101611,94
24,B_C11_C10_AE_AE_mGAM_mBHI_4_S131,43,A_C1_C2_AA_AE_mBHI_mBHI_2_S25,101611,94
25,B_E2_E3_ACPP_AA_mBHI_mGAM_2_S146,32,A_C1_C2_AA_AE_mBHI_mBHI_2_S25,101611,94
26,B_E7_E10_AE_AA_mGAM_mGAM_2_S151,23,A_C1_C2_AA_AE_mBHI_mBHI_2_S25,101611,94
27,B_G1_G2_AA_AE_mBHI_mGAM_2_S169,44,A_C1_C2_AA_AE_mBHI_mBHI_2_S25,101611,94
28,B_G7_G10_AE_AE_mGAM_mGAM_2_S175,28,A_C1_C2_AA_AE_mBHI_mBHI_2_S25,101611,94
29,B_G10_C9_ACPP_AE_mGAM_mGAM_4_S178,24,A_C1_C2_AA_AE_mBHI_mBHI_2_S25,101611,94
30,B_G11_C10_AE_AE_mGAM_mGAM_4_S179,32,A_C1_C2_AA_AE_mBHI_mBHI_2_S25,101611,94
31,B_H2_H3_ACPP_AF_mBHI_mGAM_2_S182,42,A_C1_C2_AA_AE_mBHI_mBHI_2_S25,101611,94
32,C_A7_A10_AE_AA_mGAM_mBHI_6_S199,28,A_C1_C2_AA_AE_mBHI_mBHI_2_S25,101611,94
