,index,shared,sample1,species_id
0,A_C3_C4_AE_AE_mBHI_mBHI_2_S27,22122,A_C3_C4_AE_AE_mBHI_mBHI_2_S27,100074
1,A_C8_C11_AF_AE_mGAM_mBHI_2_S32,19669,A_C3_C4_AE_AE_mBHI_mBHI_2_S27,100074
2,A_C11_C4_AE_AE_mBHI_mBHI_4_S35,20960,A_C3_C4_AE_AE_mBHI_mBHI_2_S27,100074
3,A_D5_D8_AA_AF_mGAM_mBHI_2_S41,85,A_C3_C4_AE_AE_mBHI_mBHI_2_S27,100074
4,A_E10_A3_ACPP_AA_mBHI_mGAM_4_S58,15,A_C3_C4_AE_AE_mBHI_mBHI_2_S27,100074
5,B_A7_E10_AE_AA_mGAM_mBHI_2_S103,11782,A_C3_C4_AE_AE_mBHI_mBHI_2_S27,100074
6,B_A10_A9_ACPP_AA_mGAM_mBHI_4_S106,136,A_C3_C4_AE_AE_mBHI_mBHI_2_S27,100074
7,B_A11_A10_AE_AA_mGAM_mBHI_4_S107,17686,A_C3_C4_AE_AE_mBHI_mBHI_2_S27,100074
8,B_A12_A11_AF_AA_mGAM_mBHI_4_S108,358,A_C3_C4_AE_AE_mBHI_mBHI_2_S27,100074
9,B_C7_G10_AE_AE_mGAM_mBHI_2_S127,13927,A_C3_C4_AE_AE_mBHI_mBHI_2_S27,100074
10,B_C10_C9_ACPP_AE_mGAM_mBHI_4_S130,17422,A_C3_C4_AE_AE_mBHI_mBHI_2_S27,100074
11,B_C11_C10_AE_AE_mGAM_mBHI_4_S131,11607,A_C3_C4_AE_AE_mBHI_mBHI_2_S27,100074
12,B_D2_H3_ACPP_AF_mBHI_mBHI_2_S134,10,A_C3_C4_AE_AE_mBHI_mBHI_2_S27,100074
13,B_D7_H10_AE_AF_mGAM_mBHI_2_S139,20826,A_C3_C4_AE_AE_mBHI_mBHI_2_S27,100074
14,B_D10_D9_ACPP_AF_mGAM_mBHI_4_S142,12,A_C3_C4_AE_AE_mBHI_mBHI_2_S27,100074
15,B_G10_C9_ACPP_AE_mGAM_mGAM_4_S178,1596,A_C3_C4_AE_AE_mBHI_mBHI_2_S27,100074
16,B_H2_H3_ACPP_AF_mBHI_mGAM_2_S182,5,A_C3_C4_AE_AE_mBHI_mBHI_2_S27,100074
17,C_C3_C4_AE_AE_mBHI_mBHI_6_S219,18535,A_C3_C4_AE_AE_mBHI_mBHI_2_S27,100074
18,C_C5_C8_AA_AE_mGAM_mBHI_6_S221,19855,A_C3_C4_AE_AE_mBHI_mBHI_2_S27,100074
19,C_C7_C10_AE_AE_mGAM_mBHI_6_S223,20579,A_C3_C4_AE_AE_mBHI_mBHI_2_S27,100074
20,C_C8_C11_AF_AE_mGAM_mBHI_6_S224,11400,A_C3_C4_AE_AE_mBHI_mBHI_2_S27,100074
21,C_C11_G4_AE_AE_mBHI_mBHI_4_S227,19841,A_C3_C4_AE_AE_mBHI_mBHI_2_S27,100074
22,C_D5_D8_AA_AF_mGAM_mBHI_6_S233,122,A_C3_C4_AE_AE_mBHI_mBHI_2_S27,100074
23,C_D7_D10_AE_AF_mGAM_mBHI_6_S235,20653,A_C3_C4_AE_AE_mBHI_mBHI_2_S27,100074
24,C_E5_A8_AA_AA_mGAM_mGAM_6_S245,135,A_C3_C4_AE_AE_mBHI_mBHI_2_S27,100074
25,D_A6_A9_ACPP_AA_mGAM_mBHI_6_S294,18994,A_C3_C4_AE_AE_mBHI_mBHI_2_S27,100074
26,D_A7_A10_AE_AA_mGAM_mBHI_6_S295,21126,A_C3_C4_AE_AE_mBHI_mBHI_2_S27,100074
27,D_A8_A11_AF_AA_mGAM_mBHI_6_S296,169,A_C3_C4_AE_AE_mBHI_mBHI_2_S27,100074
28,D_A9_E8_AA_AA_mGAM_mBHI_4_S297,89,A_C3_C4_AE_AE_mBHI_mBHI_2_S27,100074
29,D_A11_E10_AE_AA_mGAM_mBHI_4_S299,9911,A_C3_C4_AE_AE_mBHI_mBHI_2_S27,100074
30,D_A12_E11_AF_AA_mGAM_mBHI_4_S300,161,A_C3_C4_AE_AE_mBHI_mBHI_2_S27,100074
31,D_C3_C4_AE_AE_mBHI_mBHI_6_S315,14043,A_C3_C4_AE_AE_mBHI_mBHI_2_S27,100074
32,D_C6_C9_ACPP_AE_mGAM_mBHI_6_S318,20907,A_C3_C4_AE_AE_mBHI_mBHI_2_S27,100074
33,D_C7_C10_AE_AE_mGAM_mBHI_6_S319,20672,A_C3_C4_AE_AE_mBHI_mBHI_2_S27,100074
34,D_C8_C11_AF_AE_mGAM_mBHI_6_S320,20752,A_C3_C4_AE_AE_mBHI_mBHI_2_S27,100074
35,D_C9_G8_AA_AE_mGAM_mBHI_4_S321,20009,A_C3_C4_AE_AE_mBHI_mBHI_2_S27,100074
36,D_C11_G10_AE_AE_mGAM_mBHI_4_S323,20961,A_C3_C4_AE_AE_mBHI_mBHI_2_S27,100074
37,D_C12_G11_AF_AE_mGAM_mBHI_4_S324,20939,A_C3_C4_AE_AE_mBHI_mBHI_2_S27,100074
38,D_D6_D9_ACPP_AF_mGAM_mBHI_6_S330,13870,A_C3_C4_AE_AE_mBHI_mBHI_2_S27,100074
39,D_D7_D10_AE_AF_mGAM_mBHI_6_S331,19619,A_C3_C4_AE_AE_mBHI_mBHI_2_S27,100074
40,D_D11_H10_AE_AF_mGAM_mBHI_4_S335,16739,A_C3_C4_AE_AE_mBHI_mBHI_2_S27,100074
41,D_E9_E8_AA_AA_mGAM_mGAM_4_S345,92,A_C3_C4_AE_AE_mBHI_mBHI_2_S27,100074
42,C9-e003Coalescence-mGAM-p7,88,A_C3_C4_AE_AE_mBHI_mBHI_2_S27,100074
43,C3-e003Coalescence-mBHI-p7,29,A_C3_C4_AE_AE_mBHI_mBHI_2_S27,100074
44,B8-e003Coalescence-mBHI-p5,19,A_C3_C4_AE_AE_mBHI_mBHI_2_S27,100074
45,B11-e003Coalescence-mGAM-p3,19,A_C3_C4_AE_AE_mBHI_mBHI_2_S27,100074
46,C9-e003Coalescence-mBHI-p5,15594,A_C3_C4_AE_AE_mBHI_mBHI_2_S27,100074
47,C9-e003Coalescence-mBHI-p3,16113,A_C3_C4_AE_AE_mBHI_mBHI_2_S27,100074
48,B10-e003Coalescence-mBHI-p5,10976,A_C3_C4_AE_AE_mBHI_mBHI_2_S27,100074
49,A8-e003Coalescence-mBHI-p7,128,A_C3_C4_AE_AE_mBHI_mBHI_2_S27,100074
50,D3-e003Coalescence-mBHI-p7,14,A_C3_C4_AE_AE_mBHI_mBHI_2_S27,100074
51,B5-e003Coalescence-mBHI-p7,10,A_C3_C4_AE_AE_mBHI_mBHI_2_S27,100074
52,B9-e003Coalescence-mBHI-p5,15,A_C3_C4_AE_AE_mBHI_mBHI_2_S27,100074
53,A9-e003Coalescence-mBHI-p7,20,A_C3_C4_AE_AE_mBHI_mBHI_2_S27,100074
54,D9-e003Coalescence-mBHI-p5,26,A_C3_C4_AE_AE_mBHI_mBHI_2_S27,100074
55,B9-e003Coalescence-mBHI-p7,20,A_C3_C4_AE_AE_mBHI_mBHI_2_S27,100074
56,C3-e003Coalescence-mGAM-p7,262,A_C3_C4_AE_AE_mBHI_mBHI_2_S27,100074
57,D9-e003Coalescence-mBHI-p7,8,A_C3_C4_AE_AE_mBHI_mBHI_2_S27,100074
58,C10-e003Coalescence-mBHI-p5,14118,A_C3_C4_AE_AE_mBHI_mBHI_2_S27,100074
59,C8-e003Coalescence-mBHI-p5,19825,A_C3_C4_AE_AE_mBHI_mBHI_2_S27,100074
60,B11-e003Coalescence-mBHI-p3,5,A_C3_C4_AE_AE_mBHI_mBHI_2_S27,100074
61,C4-e003Coalescence-mBHI-p5,20724,A_C3_C4_AE_AE_mBHI_mBHI_2_S27,100074
62,A11-e003Coalescence-mBHI-p3,137,A_C3_C4_AE_AE_mBHI_mBHI_2_S27,100074
63,C10-e003Coalescence-mBHI-p3,17642,A_C3_C4_AE_AE_mBHI_mBHI_2_S27,100074
64,H3-e003Coalescence-mBHI-p3_S46,13,A_C3_C4_AE_AE_mBHI_mBHI_2_S27,100074
