,index,shared,sample1,species_id
0,A_C3_C4_AE_AE_mBHI_mBHI_2_S27,21888,A_C3_C4_AE_AE_mBHI_mBHI_2_S27,100074
1,A_C8_C11_AF_AE_mGAM_mBHI_2_S32,19623,A_C3_C4_AE_AE_mBHI_mBHI_2_S27,100074
2,A_C11_C4_AE_AE_mBHI_mBHI_4_S35,20909,A_C3_C4_AE_AE_mBHI_mBHI_2_S27,100074
3,A_D5_D8_AA_AF_mGAM_mBHI_2_S41,76,A_C3_C4_AE_AE_mBHI_mBHI_2_S27,100074
4,A_E10_A3_ACPP_AA_mBHI_mGAM_4_S58,15,A_C3_C4_AE_AE_mBHI_mBHI_2_S27,100074
5,B_A7_E10_AE_AA_mGAM_mBHI_2_S103,11748,A_C3_C4_AE_AE_mBHI_mBHI_2_S27,100074
6,B_A10_A9_ACPP_AA_mGAM_mBHI_4_S106,135,A_C3_C4_AE_AE_mBHI_mBHI_2_S27,100074
7,B_A11_A10_AE_AA_mGAM_mBHI_4_S107,17641,A_C3_C4_AE_AE_mBHI_mBHI_2_S27,100074
8,B_A12_A11_AF_AA_mGAM_mBHI_4_S108,350,A_C3_C4_AE_AE_mBHI_mBHI_2_S27,100074
9,B_C7_G10_AE_AE_mGAM_mBHI_2_S127,13897,A_C3_C4_AE_AE_mBHI_mBHI_2_S27,100074
10,B_C10_C9_ACPP_AE_mGAM_mBHI_4_S130,17383,A_C3_C4_AE_AE_mBHI_mBHI_2_S27,100074
11,B_C11_C10_AE_AE_mGAM_mBHI_4_S131,11578,A_C3_C4_AE_AE_mBHI_mBHI_2_S27,100074
12,B_D2_H3_ACPP_AF_mBHI_mBHI_2_S134,8,A_C3_C4_AE_AE_mBHI_mBHI_2_S27,100074
13,B_D7_H10_AE_AF_mGAM_mBHI_2_S139,20776,A_C3_C4_AE_AE_mBHI_mBHI_2_S27,100074
14,B_D10_D9_ACPP_AF_mGAM_mBHI_4_S142,12,A_C3_C4_AE_AE_mBHI_mBHI_2_S27,100074
15,B_G10_C9_ACPP_AE_mGAM_mGAM_4_S178,1591,A_C3_C4_AE_AE_mBHI_mBHI_2_S27,100074
16,B_H2_H3_ACPP_AF_mBHI_mGAM_2_S182,3,A_C3_C4_AE_AE_mBHI_mBHI_2_S27,100074
17,C_C3_C4_AE_AE_mBHI_mBHI_6_S219,18494,A_C3_C4_AE_AE_mBHI_mBHI_2_S27,100074
18,C_C5_C8_AA_AE_mGAM_mBHI_6_S221,19818,A_C3_C4_AE_AE_mBHI_mBHI_2_S27,100074
19,C_C7_C10_AE_AE_mGAM_mBHI_6_S223,20531,A_C3_C4_AE_AE_mBHI_mBHI_2_S27,100074
20,C_C8_C11_AF_AE_mGAM_mBHI_6_S224,11383,A_C3_C4_AE_AE_mBHI_mBHI_2_S27,100074
21,C_C11_G4_AE_AE_mBHI_mBHI_4_S227,19793,A_C3_C4_AE_AE_mBHI_mBHI_2_S27,100074
22,C_D5_D8_AA_AF_mGAM_mBHI_6_S233,113,A_C3_C4_AE_AE_mBHI_mBHI_2_S27,100074
23,C_D7_D10_AE_AF_mGAM_mBHI_6_S235,20604,A_C3_C4_AE_AE_mBHI_mBHI_2_S27,100074
24,C_E5_A8_AA_AA_mGAM_mGAM_6_S245,123,A_C3_C4_AE_AE_mBHI_mBHI_2_S27,100074
25,D_A6_A9_ACPP_AA_mGAM_mBHI_6_S294,18948,A_C3_C4_AE_AE_mBHI_mBHI_2_S27,100074
26,D_A7_A10_AE_AA_mGAM_mBHI_6_S295,21070,A_C3_C4_AE_AE_mBHI_mBHI_2_S27,100074
27,D_A8_A11_AF_AA_mGAM_mBHI_6_S296,158,A_C3_C4_AE_AE_mBHI_mBHI_2_S27,100074
28,D_A9_E8_AA_AA_mGAM_mBHI_4_S297,83,A_C3_C4_AE_AE_mBHI_mBHI_2_S27,100074
29,D_A11_E10_AE_AA_mGAM_mBHI_4_S299,9895,A_C3_C4_AE_AE_mBHI_mBHI_2_S27,100074
30,D_A12_E11_AF_AA_mGAM_mBHI_4_S300,150,A_C3_C4_AE_AE_mBHI_mBHI_2_S27,100074
31,D_C3_C4_AE_AE_mBHI_mBHI_6_S315,14009,A_C3_C4_AE_AE_mBHI_mBHI_2_S27,100074
32,D_C6_C9_ACPP_AE_mGAM_mBHI_6_S318,20858,A_C3_C4_AE_AE_mBHI_mBHI_2_S27,100074
33,D_C7_C10_AE_AE_mGAM_mBHI_6_S319,20619,A_C3_C4_AE_AE_mBHI_mBHI_2_S27,100074
34,D_C8_C11_AF_AE_mGAM_mBHI_6_S320,20700,A_C3_C4_AE_AE_mBHI_mBHI_2_S27,100074
35,D_C9_G8_AA_AE_mGAM_mBHI_4_S321,19964,A_C3_C4_AE_AE_mBHI_mBHI_2_S27,100074
36,D_C11_G10_AE_AE_mGAM_mBHI_4_S323,20913,A_C3_C4_AE_AE_mBHI_mBHI_2_S27,100074
37,D_C12_G11_AF_AE_mGAM_mBHI_4_S324,20889,A_C3_C4_AE_AE_mBHI_mBHI_2_S27,100074
38,D_D6_D9_ACPP_AF_mGAM_mBHI_6_S330,13837,A_C3_C4_AE_AE_mBHI_mBHI_2_S27,100074
39,D_D7_D10_AE_AF_mGAM_mBHI_6_S331,19572,A_C3_C4_AE_AE_mBHI_mBHI_2_S27,100074
40,D_D11_H10_AE_AF_mGAM_mBHI_4_S335,16704,A_C3_C4_AE_AE_mBHI_mBHI_2_S27,100074
41,D_E9_E8_AA_AA_mGAM_mGAM_4_S345,83,A_C3_C4_AE_AE_mBHI_mBHI_2_S27,100074
42,C9-e003Coalescence-mGAM-p7,88,A_C3_C4_AE_AE_mBHI_mBHI_2_S27,100074
43,C3-e003Coalescence-mBHI-p7,27,A_C3_C4_AE_AE_mBHI_mBHI_2_S27,100074
44,B8-e003Coalescence-mBHI-p5,18,A_C3_C4_AE_AE_mBHI_mBHI_2_S27,100074
45,B11-e003Coalescence-mGAM-p3,16,A_C3_C4_AE_AE_mBHI_mBHI_2_S27,100074
46,C9-e003Coalescence-mBHI-p5,15550,A_C3_C4_AE_AE_mBHI_mBHI_2_S27,100074
47,C9-e003Coalescence-mBHI-p3,16074,A_C3_C4_AE_AE_mBHI_mBHI_2_S27,100074
48,B10-e003Coalescence-mBHI-p5,10953,A_C3_C4_AE_AE_mBHI_mBHI_2_S27,100074
49,A8-e003Coalescence-mBHI-p7,123,A_C3_C4_AE_AE_mBHI_mBHI_2_S27,100074
50,D3-e003Coalescence-mBHI-p7,10,A_C3_C4_AE_AE_mBHI_mBHI_2_S27,100074
51,B5-e003Coalescence-mBHI-p7,9,A_C3_C4_AE_AE_mBHI_mBHI_2_S27,100074
52,B9-e003Coalescence-mBHI-p5,12,A_C3_C4_AE_AE_mBHI_mBHI_2_S27,100074
53,A9-e003Coalescence-mBHI-p7,15,A_C3_C4_AE_AE_mBHI_mBHI_2_S27,100074
54,D9-e003Coalescence-mBHI-p5,24,A_C3_C4_AE_AE_mBHI_mBHI_2_S27,100074
55,B9-e003Coalescence-mBHI-p7,17,A_C3_C4_AE_AE_mBHI_mBHI_2_S27,100074
56,C3-e003Coalescence-mGAM-p7,261,A_C3_C4_AE_AE_mBHI_mBHI_2_S27,100074
57,D9-e003Coalescence-mBHI-p7,5,A_C3_C4_AE_AE_mBHI_mBHI_2_S27,100074
58,C10-e003Coalescence-mBHI-p5,14079,A_C3_C4_AE_AE_mBHI_mBHI_2_S27,100074
59,C8-e003Coalescence-mBHI-p5,19777,A_C3_C4_AE_AE_mBHI_mBHI_2_S27,100074
60,B11-e003Coalescence-mBHI-p3,5,A_C3_C4_AE_AE_mBHI_mBHI_2_S27,100074
61,C4-e003Coalescence-mBHI-p5,20668,A_C3_C4_AE_AE_mBHI_mBHI_2_S27,100074
62,A11-e003Coalescence-mBHI-p3,128,A_C3_C4_AE_AE_mBHI_mBHI_2_S27,100074
63,C10-e003Coalescence-mBHI-p3,17597,A_C3_C4_AE_AE_mBHI_mBHI_2_S27,100074
64,H3-e003Coalescence-mBHI-p3_S46,9,A_C3_C4_AE_AE_mBHI_mBHI_2_S27,100074
65,F9-e003Coalescence-mBHI-p5_S18,41,A_C3_C4_AE_AE_mBHI_mBHI_2_S27,100074
66,G4-e003Coalescence-mBHI-p5_S27,16256,A_C3_C4_AE_AE_mBHI_mBHI_2_S27,100074
67,G111-e003Coalescence-mBHI-p5_S32,19539,A_C3_C4_AE_AE_mBHI_mBHI_2_S27,100074
68,E100-e003Coalescence-mBHI-p7_S103,19510,A_C3_C4_AE_AE_mBHI_mBHI_2_S27,100074
69,E3-e003Coalescence-mGAM-p5_S50,10,A_C3_C4_AE_AE_mBHI_mBHI_2_S27,100074
70,E9-e003Coalescence-mBHI-p7_S102,30,A_C3_C4_AE_AE_mBHI_mBHI_2_S27,100074
71,H100-e003Coalescence-mBHI-p5_S43,13708,A_C3_C4_AE_AE_mBHI_mBHI_2_S27,100074
