,sample,diversity
0,C2-e003Coalescence-mBHI-p5,4.267706780092829e-05
1,C2-e003Coalescence-mBHI-p3,3.545255182403379e-05
2,A2-e003Coalescence-mBHI-p7,2.1169081187162072e-05
3,A2-e003Coalescence-Inoculumn-mBHI,4.9926686602305036e-05
4,C2-e003Assembly-mBHI-p5,3.34024305180324e-05
5,A5-e003Coalescence-mBHI-inoculumn-redo,5.283430909077186e-05
6,D2-e003Assembly-mBHI-p5,2.8067457326939567e-05
7,D2-e003Coalescence-Inoculumn-mBHI,5.715006424455498e-05
8,A2-e003Coalescence-mBHI-p3,3.483205787797943e-05
9,C2-e003Coalescence-mBHI-inoculumn-redo,1.658498561252498e-05
10,A2-e003Coalescence-mBHI-p5,2.7169975365889e-05
11,A2-e003Coalescence-mBHI-inoculumn-redo,3.79252212508472e-05
12,E2-e003Coalescence-mBHI-p5_S1,2.9877773923977952e-05
13,E2-e003Coalescence-mBHI-p3_S9,5.249565630453626e-05
