,index,shared,sample1,species_id,num_sites
0,A_A1_A2_AA_AA_mBHI_mBHI_2_S1,12100,A_A1_A2_AA_AA_mBHI_mBHI_2_S1,103141,12100
1,A_A4_A5_AF_AA_mBHI_mBHI_2_S4,1321,A_A1_A2_AA_AA_mBHI_mBHI_2_S1,103141,12100
2,A_A5_A8_AA_AA_mGAM_mBHI_2_S5,1713,A_A1_A2_AA_AA_mBHI_mBHI_2_S1,103141,12100
3,A_A8_A11_AF_AA_mGAM_mBHI_2_S8,3043,A_A1_A2_AA_AA_mBHI_mBHI_2_S1,103141,12100
4,A_A12_A5_AF_AA_mBHI_mBHI_4_S12,1571,A_A1_A2_AA_AA_mBHI_mBHI_2_S1,103141,12100
5,A_C4_C5_AF_AE_mBHI_mBHI_2_S28,1181,A_A1_A2_AA_AA_mBHI_mBHI_2_S1,103141,12100
6,A_C5_C8_AA_AE_mGAM_mBHI_2_S29,1397,A_A1_A2_AA_AA_mBHI_mBHI_2_S1,103141,12100
7,A_C9_C2_AA_AE_mBHI_mBHI_4_S33,5640,A_A1_A2_AA_AA_mBHI_mBHI_2_S1,103141,12100
8,A_D5_D8_AA_AF_mGAM_mBHI_2_S41,2636,A_A1_A2_AA_AA_mBHI_mBHI_2_S1,103141,12100
9,A_D8_D11_AF_AF_mGAM_mBHI_2_S44,1699,A_A1_A2_AA_AA_mBHI_mBHI_2_S1,103141,12100
10,A_D9_D2_AA_AF_mBHI_mBHI_4_S45,1555,A_A1_A2_AA_AA_mBHI_mBHI_2_S1,103141,12100
11,A_E5_A8_AA_AA_mGAM_mGAM_2_S53,1891,A_A1_A2_AA_AA_mBHI_mBHI_2_S1,103141,12100
12,A_E8_A11_AF_AA_mGAM_mGAM_2_S56,2073,A_A1_A2_AA_AA_mBHI_mBHI_2_S1,103141,12100
13,A_G5_C8_AA_AE_mGAM_mGAM_2_S77,1893,A_A1_A2_AA_AA_mBHI_mBHI_2_S1,103141,12100
14,A_H1_D2_AA_AF_mBHI_mGAM_2_S85,1352,A_A1_A2_AA_AA_mBHI_mBHI_2_S1,103141,12100
15,A_H5_D8_AA_AF_mGAM_mGAM_2_S89,2059,A_A1_A2_AA_AA_mBHI_mBHI_2_S1,103141,12100
