,index,shared,sample1,species_id,num_sites
0,e003-inoculumn-fecal-AC,21536,e003-inoculumn-fecal-AC,100084,21536
1,e003-inoculumn-fecal-AE,3284,e003-inoculumn-fecal-AC,100084,21536
2,e003-inoculumn-fecal-AF,2951,e003-inoculumn-fecal-AC,100084,21536
3,C_B5_e003Assembly_6_S209,1113,e003-inoculumn-fecal-AC,100084,21536
4,C_F8_e003Assembly_6_S260,2098,e003-inoculumn-fecal-AC,100084,21536
0,e003-inoculumn-fecal-AC,3284,e003-inoculumn-fecal-AE,100084,18753
1,e003-inoculumn-fecal-AE,18753,e003-inoculumn-fecal-AE,100084,18753
2,e003-inoculumn-fecal-AF,1851,e003-inoculumn-fecal-AE,100084,18753
3,C_B5_e003Assembly_6_S209,384,e003-inoculumn-fecal-AE,100084,18753
4,C_F8_e003Assembly_6_S260,1310,e003-inoculumn-fecal-AE,100084,18753
0,e003-inoculumn-fecal-AC,2951,e003-inoculumn-fecal-AF,100084,18625
1,e003-inoculumn-fecal-AE,1851,e003-inoculumn-fecal-AF,100084,18625
2,e003-inoculumn-fecal-AF,18625,e003-inoculumn-fecal-AF,100084,18625
3,C_B5_e003Assembly_6_S209,562,e003-inoculumn-fecal-AF,100084,18625
4,C_F8_e003Assembly_6_S260,6970,e003-inoculumn-fecal-AF,100084,18625
0,e003-inoculumn-fecal-AC,1113,C_B5_e003Assembly_6_S209,100084,7638
1,e003-inoculumn-fecal-AE,384,C_B5_e003Assembly_6_S209,100084,7638
2,e003-inoculumn-fecal-AF,562,C_B5_e003Assembly_6_S209,100084,7638
3,C_B5_e003Assembly_6_S209,7638,C_B5_e003Assembly_6_S209,100084,7638
4,C_F8_e003Assembly_6_S260,294,C_B5_e003Assembly_6_S209,100084,7638
0,e003-inoculumn-fecal-AC,2098,C_F8_e003Assembly_6_S260,100084,12763
1,e003-inoculumn-fecal-AE,1310,C_F8_e003Assembly_6_S260,100084,12763
2,e003-inoculumn-fecal-AF,6970,C_F8_e003Assembly_6_S260,100084,12763
3,C_B5_e003Assembly_6_S209,294,C_F8_e003Assembly_6_S260,100084,12763
4,C_F8_e003Assembly_6_S260,12763,C_F8_e003Assembly_6_S260,100084,12763
