,index,shared,sample1,species_id,num_sites
0,C_B1_e003Assembly_6_S205,23571,C_B1_e003Assembly_6_S205,100233,23571
1,C_F4_e003Assembly_6_S256,34,C_B1_e003Assembly_6_S205,100233,23571
2,C_F8_e003Assembly_6_S260,21,C_B1_e003Assembly_6_S205,100233,23571
3,C_F12_e003Assembly_4_S264,155,C_B1_e003Assembly_6_S205,100233,23571
4,D_F8_e003Assembly_S356,50,C_B1_e003Assembly_6_S205,100233,23571
5,D_F12_e003Assembly_S360,3208,C_B1_e003Assembly_6_S205,100233,23571
0,C_B1_e003Assembly_6_S205,34,C_F4_e003Assembly_6_S256,100233,434
1,C_F4_e003Assembly_6_S256,434,C_F4_e003Assembly_6_S256,100233,434
2,C_F8_e003Assembly_6_S260,242,C_F4_e003Assembly_6_S256,100233,434
3,C_F12_e003Assembly_4_S264,246,C_F4_e003Assembly_6_S256,100233,434
4,D_F8_e003Assembly_S356,312,C_F4_e003Assembly_6_S256,100233,434
5,D_F12_e003Assembly_S360,216,C_F4_e003Assembly_6_S256,100233,434
0,C_B1_e003Assembly_6_S205,21,C_F8_e003Assembly_6_S260,100233,278
1,C_F4_e003Assembly_6_S256,242,C_F8_e003Assembly_6_S260,100233,278
2,C_F8_e003Assembly_6_S260,278,C_F8_e003Assembly_6_S260,100233,278
3,C_F12_e003Assembly_4_S264,222,C_F8_e003Assembly_6_S260,100233,278
4,D_F8_e003Assembly_S356,235,C_F8_e003Assembly_6_S260,100233,278
5,D_F12_e003Assembly_S360,168,C_F8_e003Assembly_6_S260,100233,278
0,C_B1_e003Assembly_6_S205,155,C_F12_e003Assembly_4_S264,100233,517
1,C_F4_e003Assembly_6_S256,246,C_F12_e003Assembly_4_S264,100233,517
2,C_F8_e003Assembly_6_S260,222,C_F12_e003Assembly_4_S264,100233,517
3,C_F12_e003Assembly_4_S264,517,C_F12_e003Assembly_4_S264,100233,517
4,D_F8_e003Assembly_S356,213,C_F12_e003Assembly_4_S264,100233,517
5,D_F12_e003Assembly_S360,394,C_F12_e003Assembly_4_S264,100233,517
0,C_B1_e003Assembly_6_S205,50,D_F8_e003Assembly_S356,100233,824
1,C_F4_e003Assembly_6_S256,312,D_F8_e003Assembly_S356,100233,824
2,C_F8_e003Assembly_6_S260,235,D_F8_e003Assembly_S356,100233,824
3,C_F12_e003Assembly_4_S264,213,D_F8_e003Assembly_S356,100233,824
4,D_F8_e003Assembly_S356,824,D_F8_e003Assembly_S356,100233,824
5,D_F12_e003Assembly_S360,249,D_F8_e003Assembly_S356,100233,824
0,C_B1_e003Assembly_6_S205,3208,D_F12_e003Assembly_S360,100233,7429
1,C_F4_e003Assembly_6_S256,216,D_F12_e003Assembly_S360,100233,7429
2,C_F8_e003Assembly_6_S260,168,D_F12_e003Assembly_S360,100233,7429
3,C_F12_e003Assembly_4_S264,394,D_F12_e003Assembly_S360,100233,7429
4,D_F8_e003Assembly_S356,249,D_F12_e003Assembly_S360,100233,7429
5,D_F12_e003Assembly_S360,7429,D_F12_e003Assembly_S360,100233,7429
