,index,shared,sample1,species_id
0,B_G10_C9_ACPP_AE_mGAM_mGAM_4_S178,11981,B_G10_C9_ACPP_AE_mGAM_mGAM_4_S178,102057
1,C9-e003Coalescence-mGAM-p7,6118,B_G10_C9_ACPP_AE_mGAM_mGAM_4_S178,102057
2,B11-e003Coalescence-mGAM-p3,7069,B_G10_C9_ACPP_AE_mGAM_mGAM_4_S178,102057
3,C9-e003Coalescence-mGAM-p5,6294,B_G10_C9_ACPP_AE_mGAM_mGAM_4_S178,102057
4,G9-e003Coalescence-mGAM-p3_S178,6063,B_G10_C9_ACPP_AE_mGAM_mGAM_4_S178,102057
5,B5-e003Coalescence-Inoculumn-mGAM,10951,B_G10_C9_ACPP_AE_mGAM_mGAM_4_S178,102057
6,D5-e003Coalescence-Inoculumn-mGAM,21,B_G10_C9_ACPP_AE_mGAM_mGAM_4_S178,102057
7,B2-e003Coalescence-Inoculumn-mGAM,10537,B_G10_C9_ACPP_AE_mGAM_mGAM_4_S178,102057
8,A3-e003Coalescence-Inoculumn-mGAM,6352,B_G10_C9_ACPP_AE_mGAM_mGAM_4_S178,102057
9,C3-e003Coalescence-Inoculumn-mGAM,10649,B_G10_C9_ACPP_AE_mGAM_mGAM_4_S178,102057
10,B3-e003Coalescence-Inoculumn-mGAM,11309,B_G10_C9_ACPP_AE_mGAM_mGAM_4_S178,102057
11,B4-e003Coalescence-Inoculumn-mGAM,11272,B_G10_C9_ACPP_AE_mGAM_mGAM_4_S178,102057
12,A5-e003Coalescence-Inoculumn-mGAM,24,B_G10_C9_ACPP_AE_mGAM_mGAM_4_S178,102057
13,D2-e003Coalescence-Inoculumn-mGAM,29,B_G10_C9_ACPP_AE_mGAM_mGAM_4_S178,102057
14,D3-e003Coalescence-Inoculumn-mGAM,11338,B_G10_C9_ACPP_AE_mGAM_mGAM_4_S178,102057
15,C5-e003Coalescence-Inoculumn-mGAM,27,B_G10_C9_ACPP_AE_mGAM_mGAM_4_S178,102057
16,B10-e003Coalescence-mGAM-p1_S769,5805,B_G10_C9_ACPP_AE_mGAM_mGAM_4_S178,102057
17,D10-e003Coalescence-mGAM-p1_S771,24,B_G10_C9_ACPP_AE_mGAM_mGAM_4_S178,102057
18,H10-e003Coalescence-mGAM-p1_S835,27,B_G10_C9_ACPP_AE_mGAM_mGAM_4_S178,102057
19,H9-e003Coalescence-mGAM-p1_S827,7435,B_G10_C9_ACPP_AE_mGAM_mGAM_4_S178,102057
20,D9-e003Coalescence-mGAM-p1_S763,7445,B_G10_C9_ACPP_AE_mGAM_mGAM_4_S178,102057
21,C9-e003Coalescence-mGAM-p1_S762,9577,B_G10_C9_ACPP_AE_mGAM_mGAM_4_S178,102057
