genome_id,genome_name,rep_genome,length,contigs,species_id
1100721.3,Limnohabitans sp. Rim47,1,2938697,42,Limnohabitans_sp_58579
865861.6,Clostridium ultunense DSM 10521,1,3216692,12,Clostridium_ultunense_52043
68042.3,Streptomyces hygroscopicus subsp. hygroscopicus,1,9919230,369,Streptomyces_hygroscopicus_62108
680646.3,Rothia mucilaginosa DY-18,1,2264603,0,Rothia_mucilaginosa_62109
679259.3,Gilvimarinus agarilyticus JEA5,1,4190841,2,Gilvimarinus_agarilyticus_62104
679897.3,Helicobacter mustelae 12198,1,1578097,0,Helicobacter_mustelae_62105
679937.3,Bacteroides coprosuis DSM 18011,1,2991698,2,Bacteroides_coprosuis_62106
680198.5,Streptomyces scabiei 87.22,1,10148695,0,Streptomyces_scabiei_62107
679197.3,Segniliparus rugosus ATCC BAA-974,1,3632238,14,Segniliparus_rugosus_62100
679199.3,Alloprevotella rava F0323,1,2579119,52,Alloprevotella_rava_62101
679200.3,Johnsonella ignava ATCC 51276,1,2666325,75,Johnsonella_ignava_62102
679201.3,Selenomonas infelix ATCC 43532,1,2389089,29,Selenomonas_infelix_62103
1297570.3,Mesorhizobium sp. STM 4661,1,6547395,89,Mesorhizobium_sp_59999
1297569.3,Mesorhizobium metallidurans STM 2683,1,6232533,191,Mesorhizobium_metallidurans_59998
1296416.3,Aquimarina sp. XH134,1,6154069,96,Aquimarina_sp_59995
1296415.3,Aquimarina sp. SW150,1,5221746,97,Aquimarina_sp_59994
1297534.3,Streptococcus sp. CECT 7746,1,1976419,7,Streptococcus_sp_59997
1296990.3,Gluconacetobacter xylinus E25,1,3905082,0,Gluconacetobacter_xylinus_59996
1294273.3,Roseibacterium elongatum DSM 19469,1,3555109,0,Roseibacterium_elongatum_59991
1294263.3,Clostridium straminisolvens JCM 21531,1,3888937,176,Clostridium_straminisolvens_59990
1295392.4,Photobacterium gaetbulicola AD005a,1,5950119,230,Photobacterium_gaetbulicola_59993
1295141.3,Pseudomonas veronii 1YdBTEX2,1,6679713,62,Pseudomonas_veronii_59992
1137268.3,Nocardiopsis sp. CNT312,1,4656071,55,Nocardiopsis_sp_59195
1136432.3,Streptomyces sp. CNH189,1,7320574,57,Streptomyces_sp_59194
1137271.3,Saccharomonospora sp. CNQ490,1,4930861,21,Saccharomonospora_sp_59197
1137269.3,Streptomyces sp. CNH099,1,8122812,98,Streptomyces_sp_59196
1134510.3,Bartonella koehlerae C-29,1,1747110,3,Bartonella_koehlerae_59191
1134474.3,Cellvibrio sp. BR,1,4839355,23,Cellvibrio_sp_59190
1136138.3,Pseudomonas fragi B25,1,4990067,214,Pseudomonas_fragi_59193
1134912.3,Methylocystis parvus OBBP,1,4463227,94,Methylocystis_parvus_59192
1137281.3,Formosa sp. AK20,1,3046181,40,Formosa_sp_59199
1137280.3,Marinobacter sp. AK21,1,3890030,22,Marinobacter_sp_59198
1144325.3,Pseudomonas sp. GM21,1,6595306,199,Pseudomonas_sp_59223
1144320.3,Pantoea sp. GM01,1,5314668,100,Pantoea_sp_59222
1144319.3,Herbaspirillum sp. CF444,1,5584979,120,Herbaspirillum_sp_59221
1144318.3,Polaromonas sp. CF318,1,4994187,149,Polaromonas_sp_59220
1144336.3,Pseudomonas sp. GM74,1,6089523,170,Pseudomonas_sp_59227
1144333.3,Pseudomonas sp. GM55,1,6478065,157,Pseudomonas_sp_59226
1144331.3,Pseudomonas sp. GM49,1,6574238,329,Pseudomonas_sp_59225
1144330.3,Pseudomonas sp. GM48,1,6430308,186,Pseudomonas_sp_59224
411474.6,Coprococcus eutactus ATCC 27759,1,3090271,18,Coprococcus_eutactus_61480
411483.3,Faecalibacterium prausnitzii A2-165,1,3085926,14,Faecalibacterium_prausnitzii_61481
1144339.3,Pseudomonas sp. GM80,1,6774662,272,Pseudomonas_sp_59229
1144337.3,Pseudomonas sp. GM78,1,7266741,219,Pseudomonas_sp_59228
411903.6,Collinsella aerofaciens ATCC 25986,1,2437017,23,Collinsella_aerofaciens_61484
412597.3,Paracoccus sp. TRP,1,3903019,110,Paracoccus_sp_61485
412965.8,Candidatus Vesicomyosocius okutanii HA,1,1022154,0,Vesicomyosocius_okutanii_61486
414684.5,Rhodospirillum centenum SW,1,4355548,0,Rhodospirillum_centenum_61487
1461579.4,Haemophilus sp. FF7,1,2556130,46,Haemophilus_sp_35076
1328400.3,Klebsiella pneumoniae BIDMC 4,1,4686209,24,Klebsiella_pneumoniae_54788
1463877.3,Streptomyces sp. NRRL F-6674,1,8220190,408,Streptomyces_sp_35073
508767.5,Clostridium botulinum E3 str. Alaska E43,1,3659644,0,Clostridium_botulinum_56419
1232457.3,Clostridiales bacterium VE202-27,1,7053178,239,Clostridiales_bacterium_55505
683219.3,Streptomyces sp. SA3_actG,1,7310243,235,Streptomyces_sp_55854
1256987.3,Providencia alcalifaciens F90-2004,1,4318604,74,Providencia_alcalifaciens_55855
1133596.3,Pediococcus pentosaceus IE-3,1,1764856,47,Pediococcus_pentosaceus_55856
205914.11,Haemophilus somnus 129PT,1,2012878,0,Haemophilus_somnus_55858
1198538.3,Myxococcus xanthus DZF1,1,9272621,71,Myxococcus_xanthus_46080
457425.4,Streptomyces albus J1074,1,6823670,2,Streptomyces_griseus_57232
1144322.3,Pseudomonas sp. GM16,1,6540200,120,Pseudomonas_sp_46559
911045.3,Pseudovibrio sp. FO-BEG1,1,5916782,0,Pseudovibrio_sp_58019
1175629.3,Aerococcus viridans LL1,1,1985086,24,Aerococcus_viridans_58017
1217693.3,Acinetobacter sp. NIPH 2171,1,3480196,23,Acinetobacter_baumannii_58016
883079.3,Afipia clevelandensis ATCC 49720,1,4393938,18,Bradyrhizobiaceae_bacterium_58015
1007117.3,gamma proteobacterium SCGC AAA076-F14,1,1759928,43,Gamma_proteobacterium_58013
243275.7,Treponema denticola ATCC 35405,1,2843201,0,Treponema_denticola_58011
1410383.3,symbiont bacterium UwTKB of Urostylis westwoodii,1,708439,1,Symbiont_bacterium_60429
1408813.3,Sphingobacterium sp. H1ai,1,6708080,66,Sphingobacterium_sp_60428
1408437.3,Eubacterium desmolans ATCC 43058,1,2646900,95,Eubacterium_desmolans_60421
1408436.3,Eubacterium cellulosolvens LD2006,1,3331940,77,Eubacterium_cellulosolvens_60420
1408439.3,Fusobacterium perfoetens ATCC 29250,1,2103010,25,Fusobacterium_perfoetens_60423
1408438.3,Facklamia sourekii ATCC 700629,1,2058230,49,Facklamia_sourekii_60422
1408444.3,Legionella fairfieldensis ATCC 49588,1,2656590,57,Legionella_fairfieldensis_60425
1408442.3,Helicobacter pametensis ATCC 51478,1,1433836,13,Helicobacter_pametensis_60424
1408452.3,Mycobacterium genavense ATCC 51234,1,4936071,25,Mycobacterium_genavense_60427
1408445.3,Legionella sainthelensi ATCC 35248,1,4108230,62,Legionella_sainthelensi_60426
1122165.3,Legionella moravica DSM 19234,1,3757026,58,Legionella_moravica_58909
1122164.4,Legionella lansingensis DSM 19556 = ATCC 49751,1,2913100,59,Legionella_lansingensis_58908
862422.3,Actinotalea fermentans ATCC 43279 = JCM 9966 = DSM 3133,1,3617740,841,Actinotalea_fermentans_62353
861530.3,Staphylococcus sp. AL1,1,2615512,69,Staphylococcus_sp_62352
862908.3,Bacteriovorax marinus SJ,1,3435933,0,Bacteriovorax_marinus_62355
862719.3,Azospirillum lipoferum 4B,1,4114855,0,Azospirillum_lipoferum_62354
863239.6,Corynebacterium nuruki S6-4,1,3100949,64,Corynebacterium_nuruki_62357
862965.3,Haemophilus parainfluenzae T3T1,1,2086875,0,Haemophilus_parainfluenzae_62356
1122147.3,Lactobacillus harbinensis DSM 16991,1,3130342,100,Lactobacillus_harbinensis_58901
1122146.3,Lactobacillus ceti DSM 22408,1,1383536,18,Lactobacillus_ceti_58900
1122152.3,Lactobacillus psittaci DSM 15354,1,1531720,21,Lactobacillus_psittaci_58903
1122151.3,Lactobacillus paralimentarius DSM 13238 = JCM 10415,1,2523590,210,Lactobacillus_paralimentarius_58902
1122158.3,Leeia oryzae DSM 17879,1,3776262,22,Leeia_oryzae_58905
1122154.4,Lactococcus chungangensis CAU 28 = DSM 22330,1,2243210,39,Lactococcus_chungangensis_58904
1122161.4,Legionella geestiana DSM 21217,1,2517930,54,Legionella_geestiana_58907
1122160.4,Legionella cherrii DSM 19213,1,3696760,13,Legionella_cherrii_58906
1121364.3,Corynebacterium massiliense DSM 45435,1,2177010,24,Corynebacterium_massiliense_58775
1246445.3,Nocardiopsis kunsanensis DSM 44524,1,5296457,84,Nocardiopsis_kunsanensis_59768
1246448.3,Nocardiopsis valliformis DSM 45023,1,7132131,77,Nocardiopsis_valliformis_59769
1246.4,Leuconostoc lactis,1,1688170,35,Leuconostoc_lactis_59766
1246444.3,Nocardiopsis halotolerans DSM 44410,1,6231531,382,Nocardiopsis_halotolerans_59767
1245935.3,Tolypothrix campylonemoides VB511288,1,10627177,135,Tolypothrix_campylonemoides_59764
1246301.3,Variovorax paradoxus B4,1,7148516,0,Variovorax_paradoxus_59765
1245910.4,Borrelia chilensis VA1,1,982238,3,Borrelia_chilensis_59762
1245923.3,Scytonema millei VB511283,1,11627246,118,Scytonema_millei_59763
1245471.3,Pseudomonas resinovorans NBRC 106553,1,6484828,0,Pseudomonas_resinovorans_59760
1245475.3,Nocardiopsis prasina DSM 43845,1,5970475,194,Nocardiopsis_prasina_59761
1333509.3,Pseudoalteromonas haloplanktis TB25,1,4600410,415,Pseudoalteromonas_haloplanktis_57908
1333848.3,Citrobacter freundii CFNIH1,1,5371330,2,Citrobacter_freundii_57904
1169349.3,Escherichia coli KTE31,1,4512297,25,Escherichia_coli_57907
1211115.3,Chelatococcus sp. GW1,1,5184250,230,Chelatococcus_sp_59508
1211706.3,Paenisporosarcina sp. TG20,1,4086802,330,Paenisporosarcina_sp_59509
1210005.3,Stenotrophomonas maltophilia S028,1,4174365,472,Stenotrophomonas_maltophilia_59502
1210045.3,Streptomyces sp. AA0539,1,5758943,50,Streptomyces_sp_59503
1209359.3,Staphylococcus sp. MDS7B,1,4735830,256,Staphylococcus_sp_59500
1209984.3,Mycobacterium mageritense DSM 44476,1,7966610,6,Mycobacterium_mageritense_59501
1211035.3,Lysinibacillus massiliensis 4400831 = CIP 108448 = CCUG 49529,1,3999909,156,Lysinibacillus_massiliensis_59506
1211112.3,Pseudomonas psychrophila HA-4,1,5210767,109,Pseudomonas_psychrophila_59507
1210046.3,Janibacter hoylei PVAS-1,1,3129280,110,Janibacter_hoylei_59504
1210884.3,Gemmata sp. IIL30,1,9250154,169,Gemmata_sp_59505
218979.3,Synechocystis sp. PCC 6803 substr. PCC-N,1,3570103,0,Synechocystis_sp_44952
1234777.3,Herbaspirillum seropedicae Os45,1,5598739,56,Herbaspirillum_seropedicae_50307
59374.8,Fibrobacter succinogenes subsp. succinogenes S85 (Prj:47),1,3843004,0,Fibrobacter_succinogenes_47270
1174504.3,Bacillus psychrosaccharolyticus ATCC 23296,1,4543657,365,Bacillus_psychrosaccharolyticus_59357
1173264.3,Leptolyngbya sp. PCC 6406,1,5599228,371,Leptolyngbya_sp_59356
1197720.3,Microbacterium barkeri 2011-R4,1,3533694,92,Microbacterium_barkeri_59427
1173029.3,Spirulina subsalsa PCC 9445,1,5322800,10,Spirulina_subsalsa_59354
1173028.3,Oscillatoria sp. PCC 10802,1,8535817,212,Oscillatoria_sp_59353
1173027.3,Microcoleus sp. PCC 7113,1,7966510,0,Microcoleus_sp_59352
1279015.3,Oceanimonas smirnovii ATCC BAA-899,1,3280796,27,Oceanimonas_smirnovii_59890
1196324.3,Bacillus macauensis ZFHKF-1,1,3733002,54,Bacillus_macauensis_59423
1279017.3,Microbulbifer variabilis ATCC 700307,1,4832477,27,Microbulbifer_variabilis_59891
1196323.3,Paenibacillus sp. OSY-SE,1,6896529,132,Paenibacillus_sp_59422
1279038.3,Novispirillum itersonii subsp. itersonii ATCC 12639,1,4288059,37,Novispirillum_itersonii_59892
1280380.3,Synechococcus sp. KORDI-100,1,2789000,1,Synechococcus_sp_59893
1280390.3,Paenibacillaceae bacterium G5,1,5532282,177,Paenibacillaceae_bacterium_59894
1280663.3,Butyrivibrio sp. AE2015,1,3708899,71,Butyrivibrio_sp_59895
1280664.3,Butyrivibrio sp. VCD2006,1,4693337,75,Butyrivibrio_sp_59896
1280666.3,Butyrivibrio sp. AE3009,1,4215096,101,Butyrivibrio_sp_59897
259536.19,Psychrobacter arcticus 273-4,1,2650701,0,Psychrobacter_arcticus_61071
253839.3,Streptomyces sp. C,1,8461333,4,Streptomyces_sp_61070
262543.8,Exiguobacterium sibiricum 255-15,1,3040786,0,Exiguobacterium_sibiricum_61073
261292.4,Nitrosomonas sp. Is79A3,1,3783444,0,Nitrosomonas_sp_61072
264198.6,Ralstonia eutropha JMP134,1,7255290,0,Ralstonia_eutropha_61075
263358.5,Verrucosispora maris AB-18-032,1,6732271,0,Verrucosispora_maris_61074
265072.11,Methylobacillus flagellatus KT,1,2971517,0,Methylobacillus_flagellatus_61077
264202.11,Chlamydophila felis Fe/C-56,1,1173791,0,Chlamydophila_felis_61076
265726.7,Photobacterium halotolerans,1,4533140,80,Photobacterium_halotolerans_61079
265668.3,Vibrio ponticus,1,4658120,98,Vibrio_ponticus_61078
1348853.3,Novosphingobium malaysiense MUSC 273,1,5027021,85,Novosphingobium_malaysiense_60212
1348908.3,Bacillus megaterium MSP20.1,1,4324993,285,Bacillus_megaterium_60213
1348663.4,Kitasatospora cheerisanensis KCTC 2395,1,8174270,5,Kitasatospora_cheerisanensis_60210
1348852.3,Mumia flava MUSC 201,1,16377176,923,Mumia_flava_60211
1349785.3,Tenacibaculum maritimum NBRC 15946,1,3210658,146,Tenacibaculum_maritimum_60216
1349789.5,Sulfurospirillum arsenophilum NBRC 109478,1,2629984,11,Sulfurospirillum_arsenophilum_60217
1349421.3,Flavihumibacter solisilvae 3-3,1,5410659,75,Flavihumibacter_solisilvae_60214
1349767.4,Janthinobacterium agaricidamnosum NBRC 102515 = DSM 9628,1,5949000,1,Janthinobacterium_agaricidamnosum_60215
1349818.3,Herminiimonas sp. CN,1,3380880,131,Herminiimonas_sp_60218
1349820.3,Arthrobacter sp. AK-YN10,1,4818001,80,Arthrobacter_sp_60219
273068.5,Thermoanaerobacter tengcongensis MB4,1,2689445,0,Caldanaerobacter_subterraneus_56626
1216965.3,Edwardsiella tarda NBRC 105688,1,3601985,30,Edwardsiella_tarda_56627
1121876.3,Fangia hongkongensis DSM 21703,1,2939702,35,Fangia_hongkongensis_58838
345341.3,Kutzneria sp. 744,1,11324184,513,Kutzneria_sp_61299
344747.3,Planctomyces maris DSM 8797,1,7765740,116,Planctomyces_maris_61298
342610.6,Pseudoalteromonas atlantica T6c,1,5187005,0,Pseudoalteromonas_atlantica_61295
342113.3,Burkholderia oklahomensis,1,7313670,2,Burkholderia_oklahomensis_61294
343874.4,Empedobacter falsenii 282,1,3713498,237,Empedobacter_falsenii_61297
343509.12,Sodalis glossinidius str. 'morsitans',1,4292502,0,Sodalis_glossinidius_61296
340177.11,Chlorobium chlorochromatii CaD3,1,2572079,0,Chlorobium_chlorochromatii_61291
340146.4,Exiguobacterium mexicanum HUD,1,3359295,825,Exiguobacterium_mexicanum_61290
342108.9,Magnetospirillum magneticum AMB-1,1,4967148,0,Magnetospirillum_magneticum_61293
34073.1,Variovorax paradoxus MEDvA23,1,6906509,138,Variovorax_paradoxus_61292
397288.3,Lachnospiraceae bacterium 3-1,1,5050555,49,Lachnospiraceae_bacterium_61440
411486.3,Clostridium sp. M62/1,1,3794326,44,Clostridium_cf_54592
397290.3,Lachnospiraceae bacterium A2,1,5200291,45,Lachnospiraceae_bacterium_61441
1053181.3,Bacillus cereus BAG2X1-3,1,5185298,85,Bacillus_cereus_52301
563174.3,Listeria monocytogenes L99,1,2979198,0,Listeria_monocytogenes_56337
525280.3,Erysipelothrix rhusiopathiae ATCC 19414,1,1722982,6,Erysipelothrix_rhusiopathiae_56338
1463836.3,Streptomyces sp. NRRL B-3229,1,8694120,180,Streptomyces_sp_57574
391165.9,Granulibacter bethesdensis CGDNIH1,1,2708355,0,Granulibacter_bethesdensis_57577
367737.6,Arcobacter butzleri RM4018,1,2341251,0,Arcobacter_butzleri_57576
596319.3,Staphylococcus warneri L37603,1,2401811,43,Staphylococcus_warneri_61923
596315.3,Peptostreptococcus stomatis DSM 17678,1,1973737,54,Peptostreptococcus_stomatis_61922
596152.3,Desulfovibrio sp. U5L,1,4587319,34,Desulfovibrio_sp_61921
596151.4,Desulfovibrio fructosovorans JJ,1,4668457,74,Desulfovibrio_fructosovorans_61920
59842.3,Paenibacillus chondroitinus OK414,1,8694179,106,Paenibacillus_chondroitinus_61927
596327.3,Porphyromonas uenonis 60-3,1,2158304,128,Porphyromonas_uenonis_61926
596326.3,Lactobacillus jensenii 208-1,1,3305024,178,Lactobacillus_jensenii_61925
596320.3,Neisseria flavescens SK114,1,2204114,31,Neisseria_flavescens_61924
598659.3,Nautilia profundicola AmH,1,1676444,0,Nautilia_profundicola_61929
598467.3,Brenneria sp. EniD312,1,4936289,4,Brenneria_sp_61928
547145.3,Hydrogenobaculum sp. SHO,1,1552607,1,Hydrogenobaculum_sp_46940
1500284.3,Chryseobacterium sp. CF299,1,4495830,74,Chryseobacterium_sp_44548
1145110.4,Helicobacter pylori R018c,1,1646611,14,Helicobacter_pylori_44545
614215.3,Nocardiopsis sp. TP-A0876,1,5861110,25,Nocardiopsis_alba_54284
1286106.3,Methylophaga lonarensis MPL,1,2619525,98,Methylophaga_lonarensis_59951
1110502.3,Tistrella mobilis KA081020-065,1,6513401,0,Tistrella_mobilis_58598
1111069.3,Thermus sp. CCB_US3_UF1,1,2263488,0,Thermus_sp_58599
1108045.3,Gordonia rhizosphera NBRC 16068,1,6418965,232,Gordonia_rhizosphera_58596
1109445.3,Pseudomonas stutzeri SDM-LAC,1,4175697,171,Pseudomonas_stutzeri_58597
1107882.3,Mesorhizobium alhagi CCNWXJ12-2,1,6938974,342,Mesorhizobium_alhagi_58594
1108044.3,Gordonia otitidis NBRC 100426,1,5274257,233,Gordonia_otitidis_58595
573061.4,Clostridium cellulovorans 743B (Prj:52819),1,5014618,229,Clostridium_cellulovorans_33915
1107311.3,Flavobacterium enshiense DK69,1,3377916,41,Flavobacterium_enshiense_58593
1105367.3,Paenirhodobacter enshiensis,1,3439590,112,Paenirhodobacter_enshiensis_58590
110662.5,Synechococcus sp. CC9605,1,2510659,0,Synechococcus_sp_58591
706587.4,Desulfomonile tiedjei DSM 6799,1,6527027,0,Desulfomonile_tiedjei_62168
70856.3,Aeromonas popoffii CIP 105493,1,4762473,105,Aeromonas_popoffii_62169
700598.3,Niastella koreensis GR20-10,1,9033684,0,Niastella_koreensis_62162
701347.4,Enterobacter lignolyticus SCF1,1,4814049,0,Enterobacter_lignolyticus_62163
700015.3,Coriobacterium glomerans PW2,1,2115681,0,Coriobacterium_glomerans_62160
700597.3,Streptomyces zinciresistens K42,1,8150631,447,Streptomyces_zinciresistens_62161
703222.3,Kibdelosporangium sp. MJ126-NF4 MJ126-NF41,1,11752342,21,Kibdelosporangium_sp_62166
706434.3,Megasphaera micronuciformis F0359,1,1754875,27,Megasphaera_micronuciformis_62167
701521.8,Pediococcus claussenii ATCC BAA-344,1,1966362,0,Pediococcus_claussenii_62164
702457.6,Listeria marthii FSL S4-120,1,2884551,1,Listeria_marthii_62165
1286308.3,Lysobacter antibioticus HS124,1,5102930,187,Lysobacter_antibioticus_59953
167539.5,Prochlorococcus marinus subsp. marinus str. CCMP1375,1,1751080,0,Prochlorococcus_marinus_47596
1410607.3,Bacteroides sp. Ga6A1,1,3848690,79,Bacteroides_sp_38040
1149133.6,Pseudomonas pseudoalcaligenes KF707,1,6863162,165,Pseudomonas_pseudoalcaligenes_59249
1148157.4,Acinetobacter oleivorans PF1,1,3766469,32,Acinetobacter_oleivorans_59248
1145115.3,Helicobacter pylori R038b,1,1632757,14,Helicobacter_pylori_59241
1145114.3,Helicobacter pylori R037c,1,1614130,9,Helicobacter_pylori_59240
1145117.3,Helicobacter pylori R055a,1,1631090,16,Helicobacter_pylori_59243
1145116.3,Helicobacter pylori R046Wa,1,1585019,7,Helicobacter_pylori_59242
1146883.3,Blastococcus saxobsidens DD2,1,4875340,0,Blastococcus_saxobsidens_59245
114615.4,Bradyrhizobium sp. ORS 278,1,7456587,0,Bradyrhizobium_sp_59244
1147786.5,Pseudomonas mandelii JR-1,1,7115402,76,Pseudomonas_mandelii_59247
1147.4,Synechocystis sp. PCC 6714,1,3673882,42,Synechocystis_sp_59246
167547.3,Prochlorococcus marinus str. MIT 9311,1,1711064,17,Prochlorococcus_marinus_35018
350688.5,Alkaliphilus oremlandii OhILAs,1,3123558,0,Alkaliphilus_oremlandii_61310
350701.6,Burkholderia dolosa AUO158,1,6420400,3,Burkholderia_dolosa_61311
674036.3,Methylobacter marinus A45,1,4987892,11,Methylobacter_marinus_55881
351016.3,Roseobacter sp. AzwK-3b,1,4166000,22,Roseobacter_sp_61312
351605.6,Geobacter uraniireducens Rf4,1,5136364,0,Geobacter_uraniireducens_61313
351607.8,Acidothermus cellulolyticus 11B,1,2443540,0,Acidothermus_cellulolyticus_61314
352165.3,Pyramidobacter piscolens W5455,1,2539482,116,Pyramidobacter_piscolens_61315
491915.6,Anoxybacillus flavithermus WK1,1,2846746,0,Anoxybacillus_flavithermus_61640
1122917.3,Paenibacillus daejeonensis DSM 15491,1,7456872,53,Paenibacillus_daejeonensis_58975
1125725.3,Treponema socranskii subsp. socranskii VPI DR56BR1116,1,2802014,71,Treponema_socranskii_50175
491952.3,Marinomonas posidonica IVIA-Po-181,1,3899940,0,Marinomonas_posidonica_61641
1339226.3,Exiguobacterium sp. ZOR0005,1,2837661,50,Exiguobacterium_aurantiacum_55523
1030842.4,Ruminococcus flavefaciens 17,1,3404777,457,Ruminococcus_flavefaciens_55887
1168169.3,Methylomonas sp. 11b,1,5412620,2,Methylomonas_sp_59329
1122919.3,Paenibacillus ginsengihumi DSM 21568,1,5662130,147,Paenibacillus_ginsengihumi_58977
1158149.3,Thioalkalivibrio sp. AL5,1,2980125,13,Thioalkalivibrio_sp_56293
763057.9,Mesorhizobium huakuii 7653R,1,6881680,3,Mesorhizobium_loti_56292
663.49,Vibrio alginolyticus BSW15,1,5184023,114,Vibrio_alginolyticus_56291
1158976.3,Enterococcus faecalis UAA1489,1,3354967,47,Enterococcus_faecalis_56297
751945.3,Thermus oshimai JL-2,1,2401329,0,Thermus_oshimai_55214
981215.3,Helicobacter pylori NQ1701,1,1632603,73,Helicobacter_pylori_56616
981539.3,Streptococcus gallolyticus subsp. gallolyticus ATCC 43143,1,2362241,0,Streptococcus_gallolyticus_57748
619693.3,Prevotella sp. oral taxon 472 str. F0295,1,3608442,17,Prevotella_loescheii_57749
931222.3,Lebetimonas sp. JS085,1,1740329,5,Lebetimonas_sp_57742
1500896.3,Pantoea sp. 9140,1,4839470,3,Pantoea_vagans_57743
1395125.3,Prevotella salivae F0493,1,3094819,29,Prevotella_salivae_57216
1266913.3,Thioalkalivibrio sp. HL-Eb18,1,2761152,36,Thioalkalivibrio_sp_57741
1337393.3,Helicobacter pylori PZ5056,1,1567570,257,Helicobacter_pylori_60155
1337392.3,Helicobacter pylori PZ5026,1,1598953,193,Helicobacter_pylori_60154
1408319.3,Lachnospiraceae bacterium AB2028,1,3476320,22,Lachnospiraceae_bacterium_60405
1408312.3,Pseudobutyrivibrio sp. LB2011,1,2807600,9,Pseudobutyrivibrio_sp_60404
1408311.3,Oribacterium sp. FC2011,1,4166760,67,Oribacterium_sp_60403
1408310.3,Prevotella sp. MA2016,1,3384010,12,Prevotella_sp_60402
1408309.3,Prevotella sp. FD3004,1,2957070,14,Prevotella_sp_60401
1408306.3,Butyrivibrio sp. MC2021,1,4362520,32,Butyrivibrio_sp_60400
1338436.3,Sinomonas sp. MUSC 117,1,4416081,156,Sinomonas_sp_60159
1337957.3,Amycolatopsis orientalis DSM 43388,1,8899929,149,Amycolatopsis_orientalis_60158
1408323.3,Lachnospiraceae bacterium MA2020,1,3724720,49,Lachnospiraceae_bacterium_60409
1408322.3,Lachnospiraceae bacterium AC3007,1,2944240,51,Lachnospiraceae_bacterium_60408
1302649.3,Tetragenococcus muriaticus PMC-11-5,1,2100758,354,Tetragenococcus_muriaticus_53913
869211.3,Spirochaeta thermophila DSM 6578,1,2546241,42,Spirochaeta_thermophila_62379
869210.3,Marinithermus hydrothermalis DSM 14884,1,2269167,0,Marinithermus_hydrothermalis_62378
869209.3,Treponema succinifaciens DSM 2489,1,2897425,0,Treponema_succinifaciens_62377
868864.3,Desulfurobacterium thermolithotrophum DSM 11699,1,1541968,0,Desulfurobacterium_thermolithotrophum_62376
868597.3,Stenotrophomonas maltophilia JV3,1,4544477,0,Stenotrophomonas_maltophilia_62375
867903.3,Thermaerobacter subterraneus DSM 13965,1,2874789,87,Thermaerobacter_subterraneus_62374
867845.4,Chloroflexus sp. Y-396-1,1,4888641,3,Chloroflexus_sp_62373
866895.3,Halobacillus halophilus DSM 2266,1,4170008,0,Halobacillus_halophilus_62372
866775.3,Aerococcus urinae ACS-120-V-Col10a,1,2080974,0,Aerococcus_urinae_62371
866774.4,Atopobium vaginae PB189-T1-4,1,1438947,29,Atopobium_vaginae_62370
1333539.3,Ralstonia solanacearum SD54,1,5608502,387,Ralstonia_solanacearum_57559
1219084.8,Thermotoga hypogea NBRC 106472,1,2165165,0,Thermotoga_hypogea_44713
1123513.3,Hydrogenovibrio marinus DSM 11271,1,2609300,3,Hydrogenovibrio_marinus_44712
1194208.3,Streptococcus massiliensis 4401825,1,1820449,94,Streptococcus_massiliensis_44717
1123288.4,Sporomusa ovata DSM 2662,1,5383666,8,Sporomusa_ovata_44718
1242253.3,Lactobacillus pobuzihii E100301,1,2329831,90,Lactobacillus_pobuzihii_59744
1242864.3,Cystobacter fuscus DSM 2262,1,12365204,219,Cystobacter_fuscus_59745
1242965.3,Campylobacter concisus UNSW2,1,1988777,50,Campylobacter_concisus_59746
1242966.3,Campylobacter concisus UNSW3,1,1891515,40,Campylobacter_concisus_59747
1239793.3,Streptococcus mitis 13/39,1,2024542,105,Streptococcus_mitis_59740
1239962.3,Mariniradius saccharolyticus AK6,1,4848322,45,Mariniradius_saccharolyticus_59741
1240350.3,Pseudomonas putida MTCC 5279,1,5194640,147,Pseudomonas_putida_59742
1240676.3,Pseudomonas sp. PAMC 26793,1,6764660,54,Pseudomonas_sp_59743
1242967.3,Campylobacter concisus UNSW1,1,1916316,51,Campylobacter_concisus_59748
1242968.3,Campylobacter concisus UNSWCS,1,2072911,101,Campylobacter_concisus_59749
1397852.3,Xenorhabdus bovienii str. feltiae Florida,1,4447640,242,Xenorhabdus_bovienii_57960
867080.3,Paenibacillus sp. IHB B 3415,1,8437849,290,Paenibacillus_sp_57961
1427749.3,Amycolatopsis sp. MJM2582,1,8932980,13,Amycolatopsis_orientalis_57965
1214205.3,Streptococcus suis YS49,1,2395143,124,Streptococcus_suis_58291
1214157.3,Streptococcus suis 8830,1,2189100,44,Streptococcus_suis_58290
1291006.7,Clavibacter cf. michiganensis LMG 26808,1,3420750,70,Clavibacter_michiganensis_58293
1234679.3,Carnobacterium maltaromaticum LMA28,1,3649737,0,Carnobacterium_maltaromaticum_54241
1345573.3,Helicobacter pylori SA168A,1,1635180,61,Helicobacter_pylori_58295
471872.6,Streptococcus infantarius subsp. infantarius ATCC BAA-102,1,1925187,21,Streptococcus_infantarius_58294
1159071.3,Helicobacter pylori HP250BFi,1,1573292,111,Helicobacter_pylori_58297
743275.4,Bordetella pertussis B1831,1,3764170,296,Bordetella_bronchiseptica_58296
