,0
A4-e003Coalescence-mBHI-inoculumn-redo,89
B4-e003Assembly-mBHI-p5,171
C4-e003Coalescence-mBHI-inoculumn-redo,43
E5-e004Assembly-mGAM-p5,271
E5-e004Assembly-mGAM-p7,259
C5-e003Coalescence-mBHI-inoculumn-redo,72
C4-e003Coalescence-mGAM-p3,86
B4-e003Assembly-mBHI-p3,1406
D4-e003Coalescence-Inoculumn-mBHI,84
F5-e004Assembly-epsilon-p3,54
E5-e004Assembly-mGAM-p3,157
C2-e003Coalescence-mBHI-inoculumn-redo,86
C3-e003Coalescence-mBHI-inoculumn-redo,64
B4-e003Coalescence-Inoculumn-mBHI,60
C4-e003Coalescence-mBHI-p5,49
G4-e003Coalescence-mBHI-p5_S27,16
G4-e003Coalescence-mBHI-p3_S35,14
G4-e003Coalescence-mGAM-p3_S83,47
