,sample,diversity
0,B5-e004Assembly-mBHI-p7,1.5107699009312638e-05
1,E5-e004Assembly-mGAM-p5,3.475051526626084e-05
2,BB-Fecal,0.00035200803781167746
3,E5-e004Assembly-mGAM-p7,3.804005736916152e-05
4,BF-Fecal,0.004432940854170115
5,AM-Fecal,4.7124824684431975e-05
6,BG-Fecal,2.6685751021942965e-05
7,F5-e004Assembly-epsilon-p3,1.5125818448582616e-05
8,E5-e004Assembly-mGAM-p3,1.2572887824694827e-05
9,BK-Fecal,1.550386672399122e-05
10,BC-Fecal,5.3158323624121874e-05
11,e004-inoculumn-fecal-BE,3.937947494033413e-05
12,BA-Fecal,0.00028688598848832224
