,0
D11-e003Coalescence-mBHI-p5,24
D10-e003Coalescence-mBHI-p3,62
A3-e003Coalescence-mBHI-p7,59
B5-e004Assembly-mBHI-p7,5649
C3-e004Assembly-mBHI-p5,72
D3-e003Coalescence-mBHI-p5,34
D2-e003Coalescence-mBHI-p5,99
B5-e003Coalescence-mBHI-p5,27
D5-e003Coalescence-mBHI-p7,36
A2-e003Coalescence-Inoculumn-mGAM,160
E5-e004Assembly-mGAM-p5,155
D10-e003Coalescence-mBHI-p5,17
C3-e004Assembly-mBHI-p7,401
D8-e003Coalescence-mBHI-p5,100
E5-e004Assembly-mGAM-p7,289
A2-e003Coalescence-mBHI-p7,32
A4-e003Coalescence-mGAM-p5,221
A8-e003Coalescence-mBHI-p7,8188
B2-e003Coalescence-Inoculumn-mGAM,97
A3-e003Coalescence-Inoculumn-mGAM,58
A10-e003Coalescence-mGAM-p3,36
A8-e003Coalescence-mBHI-p5,1177
D5-e004Assembly-mGAM-p7,44
A5-e003Coalescence-mBHI-p7,189
D2-e003Coalescence-mGAM-p5,250
B5-e003Coalescence-mBHI-p7,35
C3-e003GlycerolRevival-mBHI-p2,9
D11-e003Coalescence-mGAM-p7,9153
C5-e003Coalescence-mBHI-p7,27
A2-e003Coalescence-mBHI-p3,50
A5-e003Coalescence-Inoculumn-mGAM,1651
A2-e003Coalescence-mBHI-p5,41
B8-e003GlycerolRevival-mGAM-p2,63
D2-e003Coalescence-Inoculumn-mGAM,1368
A11-e003Coalescence-mBHI-p3,10165
A4-e003Coalescence-Inoculumn-mGAM,1123
H111-e003Coalescence-mGAM-p7_S188,2326
H2-e003Coalescence-mBHI-p7_S133,197
E5-e003Coalescence-mBHI-p3_S12,104
H3-e003Coalescence-mBHI-p7_S134,65
E8-e003Coalescence-mBHI-p5_S5,552
H111-e003Coalescence-mBHI-p3_S144,71
H2-e003Coalescence-mGAM-p7_S181,703
E5-e003Coalescence-mBHI-p7_S100,108
E100-e003Coalescence-mGAM-p3_S155,51
E5-e003Coalescence-mBHI-p5_S4,132
H100-e003Coalescence-mBHI-p5_S43,28
F5-e003Coalescence-mBHI-p5_S16,22
H8-e003Coalescence-mBHI-p7_S137,46
E2-e003Coalescence-mBHI-p5_S1,38
E2-e003Coalescence-mBHI-p3_S9,62
G8-e003Coalescence-mGAM-p5_S77,33
H111-e003Coalescence-mGAM-p5_S92,6458
E8-e003Coalescence-mBHI-p7_S101,6178
H8-e003Coalescence-mBHI-p5_S41,90
E5-e003Coalescence-mGAM-p7_S148,606
E100-e003Coalescence-mGAM-p5_S55,28
G100-e003Coalescence-mBHI-p3_S131,20
H3-e003Coalescence-mBHI-p5_S38,47
H111-e003Coalescence-mBHI-p5_S44,46
E111-e003Coalescence-mBHI-p7_S104,449
H100-e003Coalescence-mBHI-p7_S139,60
H111-e003Coalescence-mGAM-p3_S192,5753
E8-e003Coalescence-mBHI-p3_S105,154
E8-e003Coalescence-mGAM-p7_S149,11
H8-e003Coalescence-mGAM-p7_S185,1037
