,index,shared,sample1,species_id,num_sites
0,A_A1_A2_AA_AA_mBHI_mBHI_2_S1,31825,A_A1_A2_AA_AA_mBHI_mBHI_2_S1,101059,31825
1,A_A2_A3_ACPP_AA_mBHI_mBHI_2_S2,31490,A_A1_A2_AA_AA_mBHI_mBHI_2_S1,101059,31825
2,A_A3_A4_AE_AA_mBHI_mBHI_2_S3,31562,A_A1_A2_AA_AA_mBHI_mBHI_2_S1,101059,31825
3,A_A4_A5_AF_AA_mBHI_mBHI_2_S4,31693,A_A1_A2_AA_AA_mBHI_mBHI_2_S1,101059,31825
4,A_A11_A4_AE_AA_mBHI_mBHI_4_S11,31700,A_A1_A2_AA_AA_mBHI_mBHI_2_S1,101059,31825
5,A_A12_A5_AF_AA_mBHI_mBHI_4_S12,31699,A_A1_A2_AA_AA_mBHI_mBHI_2_S1,101059,31825
6,A_C1_C2_AA_AE_mBHI_mBHI_2_S25,31652,A_A1_A2_AA_AA_mBHI_mBHI_2_S1,101059,31825
7,A_C2_C3_ACPP_AE_mBHI_mBHI_2_S26,23,A_A1_A2_AA_AA_mBHI_mBHI_2_S1,101059,31825
8,A_C4_C5_AF_AE_mBHI_mBHI_2_S28,26,A_A1_A2_AA_AA_mBHI_mBHI_2_S1,101059,31825
9,A_C9_C2_AA_AE_mBHI_mBHI_4_S33,31699,A_A1_A2_AA_AA_mBHI_mBHI_2_S1,101059,31825
10,A_C10_C3_ACPP_AE_mBHI_mBHI_4_S34,24,A_A1_A2_AA_AA_mBHI_mBHI_2_S1,101059,31825
11,A_C12_C5_AF_AE_mBHI_mBHI_4_S36,24,A_A1_A2_AA_AA_mBHI_mBHI_2_S1,101059,31825
12,A_D1_D2_AA_AF_mBHI_mBHI_2_S37,31741,A_A1_A2_AA_AA_mBHI_mBHI_2_S1,101059,31825
13,A_D2_D3_ACPP_AF_mBHI_mBHI_2_S38,22,A_A1_A2_AA_AA_mBHI_mBHI_2_S1,101059,31825
14,A_D3_D4_AE_AF_mBHI_mBHI_2_S39,25,A_A1_A2_AA_AA_mBHI_mBHI_2_S1,101059,31825
15,A_D4_D5_AF_AF_mBHI_mBHI_2_S40,24,A_A1_A2_AA_AA_mBHI_mBHI_2_S1,101059,31825
16,A_D9_D2_AA_AF_mBHI_mBHI_4_S45,31724,A_A1_A2_AA_AA_mBHI_mBHI_2_S1,101059,31825
17,A_D11_D4_AE_AF_mBHI_mBHI_4_S47,25,A_A1_A2_AA_AA_mBHI_mBHI_2_S1,101059,31825
18,A_D12_D5_AF_AF_mBHI_mBHI_4_S48,26,A_A1_A2_AA_AA_mBHI_mBHI_2_S1,101059,31825
19,A_E1_A2_AA_AA_mBHI_mGAM_2_S49,31337,A_A1_A2_AA_AA_mBHI_mBHI_2_S1,101059,31825
20,A_E2_A3_ACPP_AA_mBHI_mGAM_2_S50,31044,A_A1_A2_AA_AA_mBHI_mBHI_2_S1,101059,31825
21,A_E3_A4_AE_AA_mBHI_mGAM_2_S51,31418,A_A1_A2_AA_AA_mBHI_mBHI_2_S1,101059,31825
22,A_E4_A5_AF_AA_mBHI_mGAM_2_S52,31610,A_A1_A2_AA_AA_mBHI_mBHI_2_S1,101059,31825
23,A_E9_A2_AA_AA_mBHI_mGAM_4_S57,31514,A_A1_A2_AA_AA_mBHI_mBHI_2_S1,101059,31825
24,A_E10_A3_ACPP_AA_mBHI_mGAM_4_S58,31602,A_A1_A2_AA_AA_mBHI_mBHI_2_S1,101059,31825
25,A_E11_A4_AE_AA_mBHI_mGAM_4_S59,31580,A_A1_A2_AA_AA_mBHI_mBHI_2_S1,101059,31825
26,A_E12_A5_AF_AA_mBHI_mGAM_4_S60,31613,A_A1_A2_AA_AA_mBHI_mBHI_2_S1,101059,31825
27,A_G1_C2_AA_AE_mBHI_mGAM_2_S73,31593,A_A1_A2_AA_AA_mBHI_mBHI_2_S1,101059,31825
28,A_G4_C5_AF_AE_mBHI_mGAM_2_S76,24,A_A1_A2_AA_AA_mBHI_mBHI_2_S1,101059,31825
29,A_G9_C2_AA_AE_mBHI_mGAM_4_S81,31624,A_A1_A2_AA_AA_mBHI_mBHI_2_S1,101059,31825
30,A_H1_D2_AA_AF_mBHI_mGAM_2_S85,31676,A_A1_A2_AA_AA_mBHI_mBHI_2_S1,101059,31825
31,A_H2_D3_ACPP_AF_mBHI_mGAM_2_S86,30,A_A1_A2_AA_AA_mBHI_mBHI_2_S1,101059,31825
32,A_H3_D4_AE_AF_mBHI_mGAM_2_S87,25,A_A1_A2_AA_AA_mBHI_mBHI_2_S1,101059,31825
33,A_H4_D5_AF_AF_mBHI_mGAM_2_S88,25,A_A1_A2_AA_AA_mBHI_mBHI_2_S1,101059,31825
34,A_H9_D2_AA_AF_mBHI_mGAM_4_S93,31720,A_A1_A2_AA_AA_mBHI_mBHI_2_S1,101059,31825
35,A_H10_D3_ACPP_AF_mBHI_mGAM_4_S94,26,A_A1_A2_AA_AA_mBHI_mBHI_2_S1,101059,31825
36,A_H11_D4_AE_AF_mBHI_mGAM_4_S95,29,A_A1_A2_AA_AA_mBHI_mBHI_2_S1,101059,31825
37,A_H12_D5_AF_AF_mBHI_mGAM_4_S96,25,A_A1_A2_AA_AA_mBHI_mBHI_2_S1,101059,31825
38,B_A1_E2_AA_AA_mBHI_mBHI_2_S97,29057,A_A1_A2_AA_AA_mBHI_mBHI_2_S1,101059,31825
39,B_A2_E3_ACPP_AA_mBHI_mBHI_2_S98,31559,A_A1_A2_AA_AA_mBHI_mBHI_2_S1,101059,31825
40,B_A4_E5_AF_AA_mBHI_mBHI_2_S100,31672,A_A1_A2_AA_AA_mBHI_mBHI_2_S1,101059,31825
41,B_A6_E9_ACPP_AA_mGAM_mBHI_2_S102,25,A_A1_A2_AA_AA_mBHI_mBHI_2_S1,101059,31825
42,B_A10_A9_ACPP_AA_mGAM_mBHI_4_S106,25,A_A1_A2_AA_AA_mBHI_mBHI_2_S1,101059,31825
43,B_A11_A10_AE_AA_mGAM_mBHI_4_S107,2957,A_A1_A2_AA_AA_mBHI_mBHI_2_S1,101059,31825
